ProdCode,Description,WS Size,Pack Size,Price,RRP,POR,Min Shelf Life (days),Marked as Promo,In Stock,Inner Barcode,Outer Barcode,Product Group,Category
107983,Lemons Orchard Jellies,12,190gm,£8.99,£1.55,42.00,0,Y,In Stock,5011057079715	,05011057079722	,Sharing Bags, Ambient
178228,Kitkat Bites Milk Pouch Pmp £1.00,10,80gm,£5.85,£1.00,29.80,0,Y,In Stock,7613287902061	,7613287902078	,Sharing Bags, Ambient
178227,Kitkat Bites Milk Pouch,8,90gm,£6.09,£1.59,42.55,0,Y,In Stock,7613287902047	,7613287902054	,Sharing Bags, Ambient
100825,Jamesons Raspberry Ruffles Bag,24,135gm,£17.49,£1.25,30.04,0,Y,In Stock,5010511477173	,05010511031139	,Sharing Bags, Ambient
119579,Jamesons Chocolate Caramels Bag,28,110gm,£25.99,£1.55,28.14,0,Y,In Stock,5010511479276	,05010511035724	,Sharing Bags, Ambient
119431,Haribo Wine Gums,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035962241	,05012035962623	,Sharing Bags, Ambient
106308,Twinings Green Tea & Mint,4,20,£6.19,£2.39,35.25,0,Y,In Stock,070177264581	,00070177846855	,Beverages, Ambient
101066,M&m S Peanut Chocolate £1 Pmp Treat Bag 82g,16,82gm,£10.69,£1.00,19.83,0,Y,In Stock,5000159504393	,05000159504386	,Sharing Bags, Ambient
117038,Haribo Wine Gums Pmp £1,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962364	,05012035962777	,Sharing Bags, Ambient
119891,M&m S Brownie Chocolate £1 Pmp Treat Bag 70g,16,70gm,£10.69,£1.00,19.83,0,Y,In Stock,5900951293610	,5900951293603	,Sharing Bags, Ambient
101065,M&m S Chocolate £1 Pmp Treat Bag 82g,16,82gm,£10.69,£1.00,19.83,0,Y,In Stock,5000159504003	,05000159503990	,Sharing Bags, Ambient
12591,M&m S Chocolate Pouch Bag 125g,12,125gm,£11.29,£2.29,50.70,0,Y,In Stock,5000159472579	,05000159520171	,Sharing Bags, Ambient
119911,Haribo Twin Snakes £1pmp,12,160gm,£7.79,£1.00,22.10,0,Y,Out Of Stock,5012035965433	,5012035965426	,Sharing Bags, Ambient
107984,Lemons Fruit Jellies,12,190gm,£8.99,£1.55,42.00,0,Y,In Stock,5011057079692	,05011057079708	,Sharing Bags, Ambient
119434,Haribo Supermix,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035962197	,05012035962593	,Sharing Bags, Ambient
44203,Haribo Starmix Bag Pmp £1,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962388	,05012035962753	,Sharing Bags, Ambient
2364,Haribo Tangfastics Bag Pmp £1,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962401	,05012035962760	,Sharing Bags, Ambient
119435,Haribo Tangfastics,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035963484	,05012035962609	,Sharing Bags, Ambient
119433,Haribo Starmix,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035963460	,05012035962555	,Sharing Bags, Ambient
4426,Haribo Tangfastics Vending Bag,24,90gm,£9.59,£1.00,52.05,0,N,In Stock,5012035956318	,05012035956455	,Sharing Bags, Ambient
4423,Haribo Star Mix Vending Bag,24,90gm,£9.59,£1.00,52.05,0,N,In Stock,5012035956370	,05012035956509	,Sharing Bags, Ambient
119909,Haribo Starbeams £1 Pmp,12,160gm,£7.79,£1.00,22.10,0,Y,Out Of Stock,5012035965471	,5012035965464	,Sharing Bags, Ambient
120506,Haribo Soda Twist Zing £1 Pmp,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035968694	,05012035968748	,Sharing Bags, Ambient
119432,Haribo Squidgy Strawbs,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035962210	,05012035962586	,Sharing Bags, Ambient
115428,Haribo Squidglets £1 Pmp,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962395	,05012035962746	,Sharing Bags, Ambient
119436,Haribo Rainbow Strips Zing Pmp £1,12,130gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035963521	,05012035963545	,Sharing Bags, Ambient
119440,Haribo Rainbow Strips Zing,12,130gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035958626	,5012035958657	,Sharing Bags, Ambient
119910,Haribo Sour Sparks £1pm,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035965563	,5012035965549	,Sharing Bags, Ambient
102795,Haribo Maoam Stripes Pmp £1,12,140gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035963408	,05012035963316	,Sharing Bags, Ambient
116195,Walkers Salt & Vinegar Pmp £1,15,65gm,£8.75,£1.00,30.00,0,Y,In Stock,5000328205854	,05000328205861	,Crisps And Snacks, Ambient
119763,Wotsits Cheese £1.00,15,60gm,£10.59,£1.00,15.28,0,N,In Stock,5000328272139	,5000328272146	,Crisps And Snacks, Ambient
109727,Wotsits Cheesy,32,22.5gm,£13.59,£0.79,35.49,0,Y,In Stock,5000328590929	,05000328555249	,Crisps And Snacks, Ambient
109731,Walkers Prawn Cocktail,32,32.5gm,£13.59,£0.79,35.49,0,Y,In Stock,5000328452579	,05000328559001	,Crisps And Snacks, Ambient
120509,Haribo Milkshakes £1 Pmp,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035968007	,5012035967970	,Sharing Bags, Ambient
109735,Walkers Salt & Vinegar,32,32.5gm,£13.59,£0.79,35.49,0,Y,In Stock,5000328461755	,05000328558479	,Crisps And Snacks, Ambient
109732,Walkers Ready Salted,32,32.5gm,£13.59,£0.79,35.49,0,Y,In Stock,5000328347790	,05000328558394	,Crisps And Snacks, Ambient
119604,Walkers Oven Baked Cheese & Onion Pmp £1,15,75gm,£8.75,£1.00,30.00,0,Y,In Stock,5000328241159	,5000328241166	,Crisps And Snacks, Ambient
109733,Walkers Pickled Onion,32,32.5gm,£13.59,£0.79,35.49,0,Y,In Stock,5000328902616	,05000328559421	,Crisps And Snacks, Ambient
109319,Walkers Max Strong Hot Chicken Wing £1,15,70gm,£10.59,£1.00,15.28,0,N,In Stock,5000328200453	,05000328200460	,Crisps And Snacks, Ambient
119605,Walkers Oven Baked Ready Salted Pmp £1,15,75gm,£8.75,£1.00,30.00,0,Y,Out Of Stock,5000328241234	,5000328241241	,Crisps And Snacks, Ambient
113643,Walkers Oven Baked Salt & Vinegar,32,37.5gm,£13.59,£0.79,35.49,0,Y,In Stock,5000328555584	,05000328555591	,Crisps And Snacks, Ambient
116196,Walkers Cheese & Onion Pmp £1,15,65gm,£8.75,£1.00,30.00,0,Y,In Stock,5000328205779	,05000328205786	,Crisps And Snacks, Ambient
109736,Walkers Cheese & Onion,32,32.5gm,£13.59,£0.79,35.49,0,Y,In Stock,5000328698823	,05000328553405	,Crisps And Snacks, Ambient
116543,Tayto Wuster Sauce Crisps £1,16,65gm,£9.99,£1.00,25.08,0,Y,In Stock,5012159037672	,05012159037689	,Crisps And Snacks, Ambient
114645,Walkers Max Flame Grilled Steak,24,50gm,£11.49,£0.85,32.41,0,Y,In Stock,5000328532905	,05000328562254	,Crisps And Snacks, Ambient
177731,Tayto Spring Onion,32,32.5gm,£13.79,£0.85,39.16,0,Y,In Stock,5012159037924	,05012159038020	,Crisps And Snacks, Ambient
5088,Walkers Oven Baked Cheese & Onion,32,37.5gm,£13.59,£0.79,35.49,0,Y,In Stock,5000328774800	,05000328774817	,Crisps And Snacks, Ambient
114644,Walkers Max Cheese & Onion,24,50gm,£11.49,£0.85,32.41,0,Y,In Stock,5000328120775	,05000328562179	,Crisps And Snacks, Ambient
116540,Tayto Spirals Salt & Vinegar Pmp £1,16,55gm,£9.99,£1.00,25.08,0,Y,In Stock,5012159038181	,05012159036729	,Crisps And Snacks, Ambient
177730,Tayto Smoky Bacon,32,32.5gm,£13.79,£0.85,39.16,0,Y,In Stock,5012159037917	,05012159038013	,Crisps And Snacks, Ambient
104946,Tayto Salt & Vinegar,32,32.5gm,£13.79,£0.85,39.16,0,Y,In Stock,5012159037887	,05012159034404	,Crisps And Snacks, Ambient
116544,Tayto Pickled Onion Crisps £1,16,65gm,£9.99,£1.00,25.08,0,Y,In Stock,5012159037696	,05012159037702	,Crisps And Snacks, Ambient
116545,Tayto Prawn Cocktail Crisps £1,16,65gm,£9.99,£1.00,25.08,0,Y,In Stock,5012159037719	,05012159037726	,Crisps And Snacks, Ambient
104948,Tayto Wuster Sauce,32,32.5gm,£13.79,£0.85,39.16,0,Y,In Stock,5012159037931	,05012159034466	,Crisps And Snacks, Ambient
116541,Tayto Onion Rings,36,17gm,£15.29,£0.79,35.49,0,Y,In Stock,5012159040009	,05012159036644	,Crisps And Snacks, Ambient
119762,Walkers French Fries Cheese & Onion £1,15,54gm,£10.59,£1.00,15.28,0,N,Out Of Stock,5000328272047	,5000328272054	,Crisps And Snacks, Ambient
116546,Tayto Smoky Bacon Crisps £1,16,65gm,£9.99,£1.00,25.08,0,Y,In Stock,5012159037733	,05012159037740	,Crisps And Snacks, Ambient
116542,Tayto Cheese & Onion Crisps £1,16,65gm,£9.99,£1.00,25.08,0,Y,In Stock,5012159037658	,05012159037665	,Crisps And Snacks, Ambient
104942,Tayto Cheese & Onion,48,32.5gm,£20.69,£0.85,39.15,0,Y,In Stock,5012159037894	,05012159034343	,Crisps And Snacks, Ambient
8331,Snack A Jacks Mini Salt & Vinegar,24,23gm,£12.69,£0.85,25.35,0,N,In Stock,5000328111780	,05000328111797	,Crisps And Snacks, Ambient
116536,Tayto Onion Rings Pmp £1,16,40gm,£9.99,£1.00,25.08,0,Y,In Stock,5012159035951	,05012159036767	,Crisps And Snacks, Ambient
27191,Snack A Jacks Jumbo Caramel,8,159gm,£11.65,£1.79,18.65,0,N,In Stock,5000108884231	,05000108810810	,Crisps And Snacks, Ambient
177704,Tayto Rollers Pmp £1,16,60gm,£9.99,£1.00,25.08,0,Y,In Stock,5012159038372	,5012159037498	,Crisps And Snacks, Ambient
3122,Smiths Scampi Fries,24,27gm,£8.99,£0.69,34.86,0,Y,In Stock,5000328149035	,05000328149042	,Crisps And Snacks, Ambient
43421,Snack A Jacks Jumbo Salt & Vinegar,8,126gm,£9.95,£1.79,16.62,0,N,In Stock,5000108883951	,05000108591214	,Crisps And Snacks, Ambient
3123,Smiths Bacon Fries,24,24gm,£8.99,£0.69,34.86,0,Y,In Stock,5000328133034	,5000328269108	,Crisps And Snacks, Ambient
6685,Sensations Thai Sweet Chilli,32,40gm,£14.49,£0.89,38.95,0,Y,Out Of Stock,5000328490557	,05000328490564	,Crisps And Snacks, Ambient
109119,Sensations Thai Sweet Chilli £1.00,15,65gm,£8.75,£1.00,30.00,0,Y,In Stock,5000328207018	,05000328207025	,Crisps And Snacks, Ambient
109362,Smiths Chipsticks Salt & Vinegar £1,15,82gm,£10.59,£1.00,15.28,0,N,Out Of Stock,5000328203843	,05000328203850	,Crisps And Snacks, Ambient
178086,Roysters T-bone Steak £1,20,60gm,£11.69,£1.00,29.86,0,Y,In Stock,5000237135600	,05000237137680	,Crisps And Snacks, Ambient
178078,Skips Prawn Cocktail £1,16,45gm,£11.19,£1.00,30.06,0,Y,In Stock,5000237131091	,05000237137604	,Crisps And Snacks, Ambient
116537,Tayto Spicy Bikers Pmp £1,16,60gm,£9.99,£1.00,25.08,0,Y,In Stock,5012159036774	,05012159036781	,Crisps And Snacks, Ambient
119759,Quavers Salt & Vinegar Pmp £1.00,15,45gm,£10.59,£1.00,15.28,0,N,In Stock,5000328262581	,5000328262598	,Crisps And Snacks, Ambient
102104,Punjana Teabags,12,40 S,£11.99,£1.59,37.16,0,Y,In Stock,039745000051	,10039745000058	,Beverages, Ambient
8464,Punjana Tea Bags 160 S,12,160 S,£54.25,£5.50,17.80,0,N,In Stock,39745000020	,10039745000027	,Beverages, Ambient
119760,Quavers Prawn Cocktail Pmp £1.00,15,45gm,£10.59,£1.00,15.28,0,N,In Stock,5000328262918	,5000328262925	,Crisps And Snacks, Ambient
119761,Quavers Cheese £1.00,15,54gm,£10.59,£1.00,15.28,0,N,In Stock,5000328271934	,5000328271941	,Crisps And Snacks, Ambient
116538,Tayto Bikers Spicy Wide Bag,36,30gm,£15.29,£0.79,35.49,0,Y,In Stock,5012159023149	,05012159036651	,Crisps And Snacks, Ambient
118342,Ovaltine,6,300gm,£15.59,£4.39,40.81,0,Y,In Stock,7612100005569	,07612100058848	,Beverages, Ambient
8298,Punjana Tea Bags,16,80,£28.59,£2.99,40.24,0,Y,In Stock,039745000013	,10039745000232	,Beverages, Ambient
104938,Punjana Tea Bags,1,440 S,£7.29,£9.49,23.18,0,Y,In Stock,039745000037	,039745000037	,Beverages, Ambient
6468,Nesquik Strawberry Milkshake,10,300gm,£16.09,£2.65,27.14,0,N,In Stock,7613031513000	,07613031513017	,Beverages, Ambient
6469,Nesquik Chocolate Milkshake,10,300gm,£18.45,£2.65,30.38,0,N,In Stock,7613031513062	,07613031513079	,Beverages, Ambient
4726,Punjana Amber Loose Tea,12,250gm,£30.99,£3.29,21.50,0,Y,In Stock,039745000068	,10039745000065	,Beverages, Ambient
118191,Nescafe Original Pmp £3.09,6,95gm,£13.19,£3.09,28.86,0,Y,In Stock,8445290026668	,08445290026675	,Beverages, Ambient
118193,Nescafe Original Pmp £2.29,12,50gm,£15.99,£2.29,41.81,0,Y,In Stock,96200025	,08445290026835	,Beverages, Ambient
2995,Nestle Coffee Mate  (c),10,200gm,£13.49,£1.69,20.18,0,Y,In Stock,5011546473383	,05011546185231	,Beverages, Ambient
101622,Nesquik Banana Milkshake,10,300gm,£16.09,£2.65,27.14,0,N,In Stock,7613031513093	,07613031513109	,Beverages, Ambient
118327,Nescafe Gold Latte Vanilla Sachet 8 S,6,176g,£7.99,£2.89,53.92,0,Y,In Stock,7613034315557	,07613034315564	,Beverages, Ambient
116138,Options Belgian Chocolate Jar,6,220g,£15.29,£3.99,36.13,0,Y,In Stock,7612100053607	,07612100053591	,Beverages, Ambient
119544,Nescafe Gold Latte Sachet 8 S,6,124g,£8.79,£2.89,49.31,0,Y,In Stock,7613287074638	,07613287074645	,Beverages, Ambient
2979,Nescafe Granules,12,100gm,£40.79,£3.89,12.62,0,N,In Stock,5011546415468	,05011546115467	,Beverages, Ambient
118190,Nescafe Original Decaff Pmp £3.09,6,95gm,£13.19,£3.09,28.86,0,Y,In Stock,8445290026613	,08445290026620	,Beverages, Ambient
118195,Nescafe Gold Latte Sachet 8 S Pmp £2.59,6,124g,£8.79,£2.59,43.44,0,Y,In Stock,8445290043108	,08445290043412	,Beverages, Ambient
107591,Nescafe Gold Cappuccino Unsweetened,6,114g,£8.79,£2.89,49.31,0,Y,In Stock,7613036002455	,07613036002462	,Beverages, Ambient
118328,Nescafe Gold Latte Caramel Sachet 8 S,6,136g,£7.99,£2.89,53.92,0,Y,In Stock,7613034309563	,07613034309570	,Beverages, Ambient
105164,Nescafe Gold Blend,6,200gm,£29.99,£8.35,40.14,0,Y,In Stock,7613036077514	,7613036077521	,Beverages, Ambient
118329,Nescafe Gold Double Chocolate Sachet 8 S,6,184g,£7.99,£2.89,53.92,0,Y,In Stock,7613034310477	,07613034310484	,Beverages, Ambient
118326,Nescafe Gold Irish Latte Sachet 8 S,6,176g,£7.99,£2.89,53.92,0,Y,In Stock,7613034310095	,07613034310101	,Beverages, Ambient
107590,Nescafe Gold Cappuccino Original Sachets,6,124g,£8.79,£2.89,49.31,0,Y,Out Of Stock,7613036002479	,7613036002486	,Beverages, Ambient
118189,Nescafe Gold Blend Signature Jar Pmp £3.65,6,95gm,£14.59,£3.69,34.10,0,Y,In Stock,8445290026590	,08445290026606	,Beverages, Ambient
105637,Nescafe Dolce Gusto Cappuccino Pods,3,16 S,£10.59,£4.49,21.38,0,Y,In Stock,7613036271905	,07613036271912	,Beverages, Ambient
105572,Nescafe Dolce Gusto Espresso,3,16 S,£10.59,£4.49,21.38,0,Y,In Stock,5011546498393	,5011546198392	,Beverages, Ambient
114000,Nescafe Gold Blend,6,100gm,£25.55,£4.69,9.20,0,N,In Stock,7613036069816	,07613036069823	,Beverages, Ambient
105412,Nescafe Dolce Gusto Cafe Au Lait,3,16 S,£10.59,£4.49,21.38,0,Y,In Stock,7613033174667	,07613033174674	,Beverages, Ambient
105639,Nescafe Dolce Gusto Latte Machiato,3,16 S,£10.59,£4.49,21.38,0,Y,In Stock,5011546498386	,5011546198385	,Beverages, Ambient
4305,Nescafe 3 In 1 Original Pmp £1,11,85g,£9.29,£1.00,15.55,0,Y,In Stock,7613034494115	,07613034494122	,Beverages, Ambient
118114,Namosa Tea Bags,4,100 S,£15.09,£4.49,15.98,0,Y,In Stock,78876501358	,00078876501464	,Beverages, Ambient
118265,Nescafe Azera Americano Decaff,6,90g,£15.99,£5.99,55.51,0,Y,In Stock,8445290044853	,08445290044860	,Beverages, Ambient
118267,Nescafe Azera Americano,6,90g,£15.99,£5.99,55.51,0,Y,In Stock,8445290044822	,08445290044846	,Beverages, Ambient
118112,Nambarrie Tea Bags,3,200 S,£14.25,£6.00,20.83,0,Y,In Stock,78876501341	,78876501457	,Beverages, Ambient
116355,Mokate Gold Latte,12,8pk,£8.39,£1.00,30.08,0,Y,In Stock,5900649073692	,05900649073708	,Beverages, Ambient
116350,Mokate Cappuccino Classic,12,Sachets,£8.39,£1.00,30.08,0,Y,In Stock,5900649077966	,05900649073760	,Beverages, Ambient
118113,Nambarrie Tea Bags 100 S,4,100 S,£9.49,£3.99,40.54,0,Y,In Stock,78876501327	,78876501440	,Beverages, Ambient
4297,Maxwell House Granules Rich Blend,12,100gm,£25.29,£3.29,35.94,0,Y,In Stock,8711000516737	,07622300248352	,Beverages, Ambient
2971,Maxwell House Coffee Powder Mild,12,100gm,£25.29,£3.29,35.94,0,Y,In Stock,8711000516706	,08711000516713	,Beverages, Ambient
114485,Maxwell House Coffee Powder Mild,12,200g,£37.99,£4.79,33.91,0,Y,In Stock,8711000516881	,8711000516898	,Beverages, Ambient
106010,Maxwell House Coffee Granules,6,200g,£18.99,£4.79,33.92,0,Y,In Stock,8711000516911	,8711000516928	,Beverages, Ambient
115204,Marvel Original Dried Skimmed Milk,12,175gm,£31.19,£3.19,18.52,0,Y,In Stock,5000354909856	,05000117912222	,Beverages, Ambient
119194,Nescafe Cappuccino Pmp £2.59,6,124g,£8.79,£2.59,43.44,0,Y,In Stock,8445290043085	,08445290043092	,Beverages, Ambient
120536,Kclean Clear Powder Free Vinly Gloves Medium,1,100 Pack,£7.99,£0.00,0.00,0,N,Out Of Stock,None	,05019144122313	,Food To Go Non Food, Ambient
120535,Kclean Clear Powder Free Vinly Gloves Large,1,100 Pack,£7.99,£0.00,0.00,0,N,Out Of Stock,None	,05035085000855	,Food To Go Non Food, Ambient
117049,Marmite Original,12,250gm,£38.85,£4.35,25.57,0,N,In Stock,50184453	,05014598047021	,Beverages, Ambient
118111,Minor Figures Oat Drink Barista Syle Foamab,6,1ltr,£8.99,£2.29,34.57,0,Y,In Stock,5060406080223	,05060406080230	,Beverages, Ambient
105638,Nescafe Dolce Gusto Americano Pods,3,16 S,£10.59,£4.49,21.38,0,Y,In Stock,7613032743352	,7613032743369	,Beverages, Ambient
120537,Kclean Clear Powder Free Vinly Gloves Small,1,100 Pack,£7.99,£0.00,0.00,0,N,In Stock,None	,5060352750393	,Food To Go Non Food, Ambient
120514,Heavy Duty Bin Liners Clear,200,18x29x39,£18.99,£0.00,0.00,0,Y,In Stock,None	,05065004286091	,Food To Go Non Food, Ambient
120522,Greaseproof Paper,1000,45x35cm,£12.99,£0.00,0.00,0,Y,In Stock,None	,05035085000459	,Food To Go Non Food, Ambient
106106,Flash Lemon,2,5 Litre,£12.99,£12.99,40.00,0,Y,In Stock,5413149200111	,08001090329677	,Food To Go Non Food, Ambient
106475,Chip & Pin Coreless Rolls 57mm X 30mm,20,7mtr,£6.39,£0.00,0.00,0,N,In Stock,106475	,106475	,Food To Go Non Food, Ambient
912080,Cuppa Cafiza Detergent Tablets,100,1,£19.50,£0.00,0.00,0,N,In Stock,None	,0754631600145	,Food To Go Non Food, Ambient
912081,Cuppa Joe Cafiza Detergent Liquid,1,1lt,£14.50,£0.00,0.00,0,N,In Stock,None	,912081	,Food To Go Non Food, Ambient
912099,Cuppa Milano Detergent Liquid,1,1lt,£17.95,£0.00,0.00,0,N,In Stock,None	,0754631704256	,Food To Go Non Food, Ambient
4472,Hand Towel Blue Z Fold,3000,,£14.99,£0.00,0.00,0,Y,In Stock,None	,5397054010617	,Food To Go Non Food, Ambient
114778,Fairy Liquid Professional,2,5 Litre,£14.99,£12.99,30.76,0,Y,In Stock,4015600554705	,04015600554705	,Food To Go Non Food, Ambient
2644,Domestos Bleach,4,5 Litre,£21.99,£8.99,26.62,0,Y,In Stock,7615400179626	,07615400179619	,Food To Go Non Food, Ambient
113993,Caterwrap Cling Film Wide 30cm,6,X45m,£35.99,£0.00,0.00,0,Y,In Stock,5023139320905	,05023139320998	,Food To Go Non Food, Ambient
113990,Caterwrap Aluminium Foil 300mm,6,X75m,£27.99,£0.00,0.00,0,Y,In Stock,5023139230402	,05023139230464	,Food To Go Non Food, Ambient
109019,Haribo Jelly Beans Mix Pmp £1,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962449	,05012035962722	,Sharing Bags, Ambient
2356,Haribo Kiddies Supermix Pmp £1,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962296	,05012035962739	,Sharing Bags, Ambient
8394,Haribo Maoam Joystixx Pmp £1,12,140gm,£7.79,£1.00,22.10,0,Y,Out Of Stock,5012035963392	,05012035963415	,Sharing Bags, Ambient
119430,Haribo Jelly Beans,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035962159	,05012035962524	,Sharing Bags, Ambient
100595,Haribo Jelly Babies Bag £1,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962340	,05012035962715	,Sharing Bags, Ambient
118264,Nescafe Azera Intenso,6,90g,£15.99,£5.99,55.51,0,Y,In Stock,8445290044877	,08445290044884	,Beverages, Ambient
120511,Catering Foil 45cm,1,X75m,£5.99,£0.00,0.00,0,Y,Out Of Stock,None	,0502786300195	,Food To Go Non Food, Ambient
115435,Blue Centre Feed Roll,6,140mt,£8.49,£0.00,0.00,0,Y,In Stock,None	,05391215000257	,Food To Go Non Food, Ambient
119429,Haribo Happy Cola Zing,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035962180	,05012035962517	,Sharing Bags, Ambient
119439,Haribo Jelly Babies,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035962203	,5012035962494	,Sharing Bags, Ambient
119438,Haribo Giant Strawbs,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035962135	,5012035962456	,Sharing Bags, Ambient
115427,Haribo Giant Strawbs £1 Pmp,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962357	,05012035962678	,Sharing Bags, Ambient
117097,Haribo Gold Bears Pmp £1,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962333	,05012035962708	,Sharing Bags, Ambient
119427,Haribo Goldbears,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035962142	,05012035962432	,Sharing Bags, Ambient
119428,Haribo Happy Cola,12,160gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035962173	,05012035962500	,Sharing Bags, Ambient
120508,Haribo Happy Cola £1 Pmp,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035968038	,5012035968021	,Sharing Bags, Ambient
100990,Haribo Fizzy Bubblegum Bottles Pmp £1,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035950606	,05012035950767	,Sharing Bags, Ambient
109020,Haribo Funny Mix Pmp £1,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962128	,05012035962692	,Sharing Bags, Ambient
109717,Galaxy Minstrels Chocolate Pouch Bag 125g,15,125gm,£14.09,£2.29,50.78,0,Y,In Stock,5000159530750	,05000159530767	,Sharing Bags, Ambient
106836,Giant Toastin Marshmallows,6,600gm,£12.89,£4.49,42.58,0,Y,In Stock,5011673400610	,5011673620759	,Sharing Bags, Ambient
120507,Haribo Balla Bites £1 Pmp,12,160gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035968588	,5012035968564	,Sharing Bags, Ambient
109914,Haribo Balla Stixx Strawberry Pmp £1,12,140gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035951092	,05012035951313	,Sharing Bags, Ambient
113654,Haribo Chamallows Bag,12,140gm,£7.99,£1.25,36.08,0,Y,In Stock,5410358442448	,05410358442455	,Sharing Bags, Ambient
8393,Haribo Chamallows Pmp £1,12,140gm,£7.79,£1.00,22.10,0,Y,In Stock,5410358442097	,05410358442080	,Sharing Bags, Ambient
109713,Galaxy Counters Chocolate £1 Pmp Treat Bag 78g,20,78gm,£13.29,£1.00,20.26,0,Y,In Stock,5000159491334	,05000159491327	,Sharing Bags, Ambient
101162,Fruitella Duo Fruit Stix Bag Pmp£1,12,135gm,£7.99,£1.00,20.10,0,Y,In Stock,8723400769453	,08723400769460	,Sharing Bags, Ambient
