ProdCode,Description,WS Size,Pack Size,Price,RRP,POR,Min Shelf Life (days),Marked as Promo,In Stock,Inner Barcode,Outer Barcode,Product Group,Category
100536,Lyles Squeezy Golden Syrup,6,325gr,£6.95,£1.65,29.80,0,Y,In Stock,5010115943463	,5010115111824	,Ice Cream Take Home, Ambient
116549,Atora Beef Shredded Suet (puddings),12,240g,£21.75,£2.35,22.87,0,N,In Stock,5000354912719	,05000117916282	,Home Baking, Ambient
101242,Lyles Squeezy Chocolate Syrup Dessert,6,325gr,£6.95,£1.65,29.80,0,Y,In Stock,5010115943456	,05010115043453	,Ice Cream Take Home, Ambient
104197,Colmans English Mustard Jar,8,100gm,£7.99,£1.35,26.02,0,Y,In Stock,50147311	,8712100285677	,Mustard, Ambient
114475,Crusha Milk Shake Mix Strawberry Nas,6,500ml,£7.29,£1.89,22.86,0,N,In Stock,5010067313338	,05010067313345	,Ice Cream Take Home, Ambient
101244,Lyles Squeezy Butterscotch,6,325gr,£6.95,£1.65,29.80,0,Y,In Stock,5010115900688	,05010115043491	,Ice Cream Take Home, Ambient
8832,Buchanan Mixed Peel 100g,12,100gm,£10.85,£1.09,17.05,0,N,In Stock,5010398010401	,05010398030140	,Home Baking, Ambient
100850,Classic Take Home Wafers,48,10pk,£8.69,£0.35,48.27,0,Y,In Stock,5020243000907	,5020243001027	,Ice Cream Take Home, Ambient
5064,Buchanan Chocolate Vermicelli Sprinkles,12,100gm,£11.72,£1.30,24.87,0,N,In Stock,5010398000051	,05010398030751	,Home Baking, Ambient
3563,Askeys Treat Milk Chocolate Syrup,6,325g,£7.15,£1.50,20.56,0,N,In Stock,5010067306705	,05010067306767	,Ice Cream Take Home, Ambient
105333,Askey Wafers Family,36,48 S,£17.89,£0.59,15.77,0,Y,In Stock,5029728020027	,05029728520022	,Ice Cream Take Home, Ambient
106803,Askey Cup Cones,12,21pk,£11.99,£1.55,35.54,0,Y,In Stock,5029728010042	,05029728510078	,Ice Cream Take Home, Ambient
100639,Fray Bentos Mince Beef & Onion Pie,6,425gm,£11.59,£3.00,35.61,0,Y,In Stock,5012427043503	,05012427043619	,Hot Meats And Pies, Ambient
100569,Fray Bentos Just Chicken Pie,6,425gm,£11.59,£3.00,35.61,0,Y,In Stock,5012427049703	,05012427050112	,Hot Meats And Pies, Ambient
2418,Fray Bentos Chicken Meatballs In Gravy,12,380gm,£11.99,£1.89,47.13,0,Y,In Stock,5012427044500	,0500117403751	,Hot Meats And Pies, Ambient
3885,Edwards Mixed Pickles,12,350gm,£9.69,£1.39,41.91,0,Y,In Stock,5013216000240	,0501321665721	,Pickles, Ambient
60601,Askey Cones Family 21 S,12,21,£11.99,£1.50,33.39,0,Y,In Stock,5029728010004	,05029728510061	,Ice Cream Take Home, Ambient
3883,Branston Pickle Original,6,360gm,£6.79,£2.19,48.33,0,Y,In Stock,5060336505025	,05060336505032	,Pickles, Ambient
102214,Clarks Original Maple Syrup,6,180ml,£8.29,£2.39,42.19,0,Y,In Stock,5060040110010	,05060041114512	,Home Baking, Ambient
2461,Baxters Beetroot Sliced,6,340gm,£6.99,£1.79,34.92,0,Y,In Stock,5012427092907	,05012427095120	,Pickles, Ambient
3708,Edwards Crunchy Silver Skin Onions,12,350gm,£9.69,£1.39,41.91,0,Y,In Stock,5013216000066	,05013216668204	,Pickles, Ambient
4570,Branston Small Chunk 360g,6,360gm,£6.79,£2.19,48.33,0,Y,In Stock,5060336505209	,05060336505216	,Pickles, Ambient
3565,Askeys Treat Strawberry Syrup,6,325g,£5.99,£1.50,33.44,0,Y,In Stock,5010067306101	,05010067306163	,Ice Cream Take Home, Ambient
110442,Ballymaloe Country Relish,8,210gr,£10.29,£2.19,41.27,0,Y,In Stock,5099229001658	,05099229102348	,Pickles, Ambient
2462,Baxters Baby Beetroot,6,340gm,£6.99,£1.95,40.26,0,Y,Out Of Stock,5012427093003	,05012427095229	,Pickles, Ambient
9305,Baxters Beetroot Crinkled Cut,6,340gm,£6.99,£1.79,34.92,0,Y,In Stock,5012427093102	,05012427095328	,Pickles, Ambient
2796,Buchanan Pudding Rice 500g.,12,500gm,£11.05,£1.25,26.33,0,N,In Stock,5010398010043	,05010398030409	,Home Baking, Ambient
100640,Fray Bentos Steak & Kidney Pie,6,425gm,£11.59,£3.00,35.61,0,Y,In Stock,5012427049802	,05012427050013	,Hot Meats And Pies, Ambient
3621,Parsons Mussels,12,155gm,£9.59,£1.49,46.36,0,Y,In Stock,50988242	,05012138132213	,Canned Fish, Ambient
117951,Nestle Honey Cheerios,14,575g,£34.79,£3.59,30.78,0,Y,In Stock,7613287170149	,7613287170156	,Breakfast Cereals, Ambient
80150,Mini Marshmallows Weighout Sprinkle,8,500g,£18.99,£0.00,0.00,0,Y,In Stock,5410668059503	,05410668059510	,Food To Go Food, Ambient
115296,Wotsits Cheese 6pk,12,6x16.5gm,£11.65,£1.99,41.46,0,Y,In Stock,5000328373362	,5000328148106	,Multipack Crisps/snacks, Ambient
2982,Nescafe Coffee Granules 750g,1,750gm,£20.99,£41.65,49.60,0,Y,In Stock,7613035298989	,7613035298989	,Food To Go Food, Ambient
3375,Nescafe Coffee Powder 750g,1,750gm,£22.99,£37.95,39.42,0,N,In Stock,7613035299016	,5000243954400	,Food To Go Food, Ambient
119580,Xxx Extra Strong Mints,36,41gm,£7.99,£0.49,45.65,0,Y,In Stock,5010511478835	,05010511034826	,Roll Packs, Ambient
116381,Stop N Pop Microwave Popcorn Salted,16,3x85gm,£11.29,£1.09,35.26,0,Y,In Stock,5055257868014	,05055566992608	,Popcorn, Ambient
9242,Lyons Tea Bags Original Blend Green,12,40 S,£17.86,£1.70,12.45,0,N,In Stock,8712100751875	,08712100263118	,Beverages, Ambient
18072,Wooden Stirrers,1000,7.5 Inch,£4.49,£0.00,0.00,0,Y,In Stock,None	,5397054222119	,Food To Go Disposables, Ambient
2818,Weetabix Std. 12 S,18,Std,£33.49,£2.29,18.75,0,N,In Stock,5010029000504	,05010029100730	,Breakfast Cereals, Ambient
9241,Lyons Tea Bags Original Blend Green,8,160 S,£39.89,£5.60,10.96,0,N,In Stock,8712100752049	,8712100263231	,Beverages, Ambient
3315,Whites Speedicook Porridge Oats,10,750gm,£10.99,£1.50,26.73,0,Y,In Stock,5011371000037	,05011371000136	,Breakfast Cereals, Ambient
115656,Starburst Minis Original Sweets Bag 45g,24,45gm,£7.99,£0.49,18.47,0,N,In Stock,4009900526814	,04009900526807	,Standard / Handy Bags, Ambient
102657,Haribo Maoam Stripes,12,140gm,£7.99,£1.25,36.08,0,Y,In Stock,5012035952174	,05012035954055	,Sharing Bags, Ambient
5557,Haribo Maoam Pinballs Pm £1,12,140gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035962975	,05012035963453	,Sharing Bags, Ambient
117191,Super Professional Thick Bleach,2,5 Litre,£6.99,£5.99,29.98,0,Y,In Stock,5036383000554	,05036383003371	,Food To Go Non Food, Ambient
118015,Shannon Clear Vinyl Gloves Medium,1,100 Pack,£7.99,£12.99,26.19,0,N,In Stock,47552222405	,47552222573	,Food To Go Non Food, Ambient
120612,Refuse Sack Clear,100,19x34x47,£20.99,£0.00,0.00,0,Y,In Stock,None	,05035085001500	,Food To Go Non Food, Ambient
100365,Re Scan Thermal Till Rolls 80mmx70mm,20,55mtr,£17.99,£0.00,0.00,0,N,In Stock,100365	,100365	,Food To Go Non Food, Ambient
120530,Napkins 1 Ply,5000,30x29cm,£19.99,£0.00,0.00,0,Y,In Stock,5099600180279	,05099600802713	,Food To Go Non Food, Ambient
109603,Thompsons Punjana Teabags String And Tag,1,25,£1.99,£0.00,0.00,0,N,In Stock,None	,039745000860	,Food To Go Food, Ambient
114535,Milton Professional Disinfectant,2,5 Litre,£16.99,£13.99,27.13,0,Y,In Stock,3361370694662	,08001090456274	,Food To Go Non Food, Ambient
115436,White Centre Feed Roll,6,140mt,£8.99,£0.00,0.00,0,Y,In Stock,None	,05391215000295	,Food To Go Non Food, Ambient
119764,Wotsits Flamin Hot £1.00,15,60gm,£10.59,£1.00,15.28,0,N,In Stock,5000328272214	,5000328272221	,Crisps And Snacks, Ambient
119970,Milkybar Buttons Giant Pouch,11,94gm,£8.35,£1.59,42.71,0,Y,In Stock,7613287238474	,7613287238481	,Sharing Bags, Ambient
119813,Milkybar Cookies & Cream Pouch,8,90gm,£6.09,£1.59,42.55,0,Y,Out Of Stock,7613287235091	,7613287235206	,Sharing Bags, Ambient
3430,Milkybar Giant Buttons Hanging Bag Pmp £1.00,12,85gm,£6.99,£1.00,30.10,0,Y,In Stock,7613033673702	,07613033673719	,Sharing Bags, Ambient
112086,Maynards Midget Gems £1.00,12,160gm,£7.99,£1.00,20.10,0,Y,In Stock,7622210654274	,07622210654281	,Sharing Bags, Ambient
105602,Weetos Chocolate Family Pack,8,500g,£18.29,£4.45,48.62,0,Y,In Stock,5010029201642	,05010029200843	,Breakfast Cereals, Ambient
101163,Mentos Mint Bag Pmp £1,12,135gm,£7.99,£1.00,20.10,0,Y,In Stock,8723400770497	,08723400770503	,Sharing Bags, Ambient
101164,Mentos Fruit Bag Pmp £1,12,135gm,£7.99,£1.00,20.10,0,Y,In Stock,8723400770473	,08723400770480	,Sharing Bags, Ambient
115029,Twinings Superblends Sleep,4,20,£8.59,£3.49,38.47,0,Y,In Stock,070177178505	,00070177536138	,Beverages, Ambient
109076,Milupa Sunshine Orange Cereal,5,125gm,£9.89,£2.69,26.47,0,Y,In Stock,3041091455666	,13041091455663	,Baby Food Grocery, Ambient
112082,Maynards Bassetts Wine Gums £1.00,12,165gm,£7.99,£1.00,20.10,0,Y,In Stock,7622210654175	,07622210654182	,Sharing Bags, Ambient
107113,Maynards Bassetts Tangy Wine Gums £1.00,12,165gm,£7.99,£1.00,20.10,0,Y,In Stock,7622210683106	,07622210683083	,Sharing Bags, Ambient
109018,Haribo Maoam Maomixx Pmp £1,12,140gm,£7.79,£1.00,22.10,0,Y,In Stock,5012035960759	,05012035960766	,Sharing Bags, Ambient
120162,Squashies Bubblegum,12,131gm,£6.29,£1.35,53.41,0,Y,In Stock,5010478438880	,5010478330122	,Sharing Bags, Ambient
112085,Maynards Liquorice Allsorts £1.00,12,165gm,£7.99,£1.00,20.10,0,Y,In Stock,7622210654236	,07622210654243	,Sharing Bags, Ambient
177985,Sour Patch Original Pmp £1,10,120gm,£5.29,£1.00,36.52,0,Y,In Stock,7622201637194	,7622201637187	,Sharing Bags, Ambient
177988,Sour Patch Watermelon 10 Case,10,140gm,£6.99,£1.49,43.70,0,Y,In Stock,7622201517496	,7622201517489	,Sharing Bags, Ambient
119972,Smarties Buttons White Choc Pouch,11,85gm,£8.35,£1.59,42.71,0,Y,In Stock,5000243794495	,7613287405265	,Sharing Bags, Ambient
119971,Smarties Buttons Milk Choc Pouch,11,90gm,£8.35,£1.59,42.71,0,Y,In Stock,7613030081821	,7613287405159	,Sharing Bags, Ambient
120045,Sour Patch Fruit Mix 10 Case,10,140gm,£6.99,£1.49,43.70,0,Y,In Stock,7622201796402	,7622201796389	,Sharing Bags, Ambient
113504,Smarties Hanging Bag Pmp £1.00,12,87gm,£6.99,£1.00,30.10,0,Y,In Stock,7613035910515	,07613035910522	,Sharing Bags, Ambient
104295,Skittles Wild Berry Sweets £1 Pmp Treat Bag 125g,12,125gm,£7.99,£1.00,20.10,0,Y,In Stock,4009900460163	,04009900503730	,Sharing Bags, Ambient
106006,Skittles Tropical Sweets £1 Pmp Treat Bag 125g,12,125gm,£7.99,£1.00,20.10,0,Y,In Stock,4009900504768	,04009900504775	,Sharing Bags, Ambient
109446,Smarties Buttons Hanging Bag Pmp £1.00,12,78gm,£6.99,£1.00,30.10,0,Y,In Stock,7613030083382	,7613030083399	,Sharing Bags, Ambient
120547,Skittles Wildberries Pouch,15,152gm,£10.39,£1.09,23.74,0,Y,In Stock,4009900492829	,4009900539135	,Sharing Bags, Ambient
109468,Smarties Pouch,8,105gm,£6.09,£1.59,42.55,0,Y,In Stock,7613030081821	,7613039535059	,Sharing Bags, Ambient
116886,Werthers Original Butter Candy Pmp £1,12,110gm,£7.99,£1.00,20.10,0,Y,In Stock,4014400918953	,04014400332797	,Sharing Bags, Ambient
116885,Werthers Eclairs Pmp £1,12,100gm,£7.99,£1.00,20.10,0,Y,In Stock,4014400921731	,04014400550245	,Sharing Bags, Ambient
116884,Werthers Creamy Filling Pmp £1,12,110g,£7.99,£1.00,20.10,0,Y,In Stock,4014400912746	,04014400460438	,Sharing Bags, Ambient
112121,Werthers Original Sugar Free Butter Candy Bag,18,80gm,£16.29,£1.39,21.87,0,N,In Stock,4014400914696	,04014400331370	,Sharing Bags, Ambient
112122,Werthers Original Sugar Free Chewy Toffee Bag,18,80gm,£16.29,£1.39,21.87,0,N,In Stock,4014400919974	,04014400430493	,Sharing Bags, Ambient
120046,Sour Patch Cola Sugar Free 10 Case,10,140gm,£6.99,£1.49,43.70,0,Y,In Stock,7622201796556	,7622201796532	,Sharing Bags, Ambient
113980,Walkers Mint Toffees,12,150gm,£10.79,£1.95,44.67,0,Y,In Stock,5010169145486	,05010169146483	,Sharing Bags, Ambient
104107,Walkers Liquorice Toffees,12,150gm,£10.79,£1.95,44.67,0,Y,In Stock,5010169035473	,05010169005476	,Sharing Bags, Ambient
119402,Vidal Watermelon Slices Bag,14,100gm,£6.29,£1.00,46.09,0,Y,In Stock,8413178142861	,18413178175088	,Sharing Bags, Ambient
1706,Werther S Original Butter Candies Bag,15,135gm,£10.59,£1.39,39.05,0,Y,In Stock,4014400910063	,4014400331240	,Sharing Bags, Ambient
104109,Walkers English Creamy Toffees,12,150gm,£10.79,£1.95,44.67,0,Y,In Stock,5010169035398	,5010169005391	,Sharing Bags, Ambient
120548,Skittles Tropical Pouch,15,152gm,£10.39,£1.09,23.74,0,Y,In Stock,4009900504782	,4009900539142	,Sharing Bags, Ambient
119689,Vidal Jelly Sharks Bag,14,100gm,£6.29,£1.00,46.09,0,Y,In Stock,8413178281478	,18413178281451	,Sharing Bags, Ambient
117591,Vidal Mega Sour Mix,14,100gm,£6.29,£1.00,46.09,0,Y,In Stock,8413178123341	,18413178172643	,Sharing Bags, Ambient
120044,Sour Patch Original 10 Case,10,140gm,£6.99,£1.49,43.70,0,Y,In Stock,7622201796464	,7622201796440	,Sharing Bags, Ambient
119464,Vidal Vidal Cola Bottles Bag,14,100gm,£6.29,£1.00,46.09,0,Y,In Stock,8413178185615	,18413178185605	,Sharing Bags, Ambient
120041,Tncc Jelly Snakes,10,160gm,£6.99,£1.49,43.70,0,Y,In Stock,7622210412744	,7622210412768	,Sharing Bags, Ambient
104106,Walkers Assorted Toffees & Chocolate Eclairs,12,150gm,£10.79,£1.95,44.67,0,Y,In Stock,5010169035442	,5010169005445	,Sharing Bags, Ambient
117590,Vidal Mega Sweet Mix,14,100gm,£6.29,£1.00,46.09,0,Y,In Stock,8413178123327	,18413178172742	,Sharing Bags, Ambient
119463,Vidal Fried Eggs Bag,14,100gm,£6.29,£1.00,46.09,0,Y,In Stock,8413178282796	,18413178282755	,Sharing Bags, Ambient
77431,Swizzles Curious Chews £1 Pmp,12,135gm,£7.29,£1.00,27.10,0,Y,In Stock,5010478291140	,5010478231153	,Sharing Bags, Ambient
80430,Swizzles Luscious Lollies £1 Pmp,12,132gm,£7.29,£1.00,27.10,0,Y,In Stock,5010478281462	,5010478289000	,Sharing Bags, Ambient
80429,Swizzles Scrumptious Sweets £1 Pmp,12,134gm,£7.29,£1.00,27.10,0,Y,In Stock,5010478261235	,5010478278103	,Sharing Bags, Ambient
120043,Tncc Dinosaurs,10,160gm,£6.99,£1.49,43.70,0,Y,In Stock,7622210679024	,7622210679017	,Sharing Bags, Ambient
104302,Tiger Tongues Strawberry £1,12,180gm,£7.59,£1.00,24.10,0,Y,In Stock,5060296562427	,05060296561109	,Sharing Bags, Ambient
114955,Terrys Chocolate Orange Minis Bag Pmp £1,10,95gm,£6.89,£1.00,17.32,0,Y,In Stock,3664346306515	,03664346249201	,Sharing Bags, Ambient
104294,Starburst Fave Reds Fruit Sweet Pmp Treat Bag 141g,12,141gm,£7.99,£1.00,20.10,0,Y,In Stock,4009900525763	,04009900525756	,Sharing Bags, Ambient
116162,Swizzels Originals Love Hearts,12,170gm,£6.29,£1.45,56.62,0,Y,In Stock,5010478675711	,05010478802352	,Sharing Bags, Ambient
120552,Starburst Original Fruits Pouch,12,152gm,£8.29,£1.09,23.94,0,Y,In Stock,4009900538947	,4009900538930	,Sharing Bags, Ambient
120554,Starburst Minis Fruits Pouch,16,137gm,£11.09,£1.09,23.69,0,Y,In Stock,4009900539302	,4009900539296	,Sharing Bags, Ambient
116510,Starburst Minis Original Sweets Pmp Treat Bag 125g,12,125gm,£7.99,£1.00,20.10,0,Y,In Stock,4009900526838	,04009900526821	,Sharing Bags, Ambient
1125,Starburst Original Fruit Chews Pmp Treat Bag 141g,12,141gm,£7.99,£1.00,20.10,0,Y,In Stock,4009900525695	,04009900525688	,Sharing Bags, Ambient
120072,Swizzels Love Hearts £1 Pmp,12,142gm,£6.29,£1.00,37.10,0,Y,In Stock,5010478436893	,05010478489929	,Sharing Bags, Ambient
120553,Starburst Strawberry Pouch,12,152gm,£8.29,£1.09,23.94,0,Y,In Stock,4009900539203	,4009900539197	,Sharing Bags, Ambient
120164,Squashies Rhubarb & Custard,12,131gm,£6.29,£1.35,53.41,0,Y,In Stock,5010478497108	,05010478336780	,Sharing Bags, Ambient
100580,Squashies Drumsticks Original £1 Pmp,12,131gm,£6.29,£1.00,37.10,0,Y,In Stock,5010478621176	,5010478511224	,Sharing Bags, Ambient
110028,Squashies Drumsticks Sour Cherry & Apple £1 Pmp,12,131gm,£6.29,£1.00,37.10,0,Y,In Stock,5010478688100	,05010478581104	,Sharing Bags, Ambient
120161,Squashies Originals,12,131gm,£6.29,£1.35,53.41,0,Y,Out Of Stock,5010478427891	,5010478320017	,Sharing Bags, Ambient
120503,Skittles Sours Squishy Cloudz £1 Pmp,14,70gm,£9.39,£1.00,19.51,0,Y,In Stock,4009900541701	,4009900541718	,Sharing Bags, Ambient
120163,Squashies Sour Cherry & Apple,12,131gm,£6.29,£1.35,53.41,0,Y,In Stock,5010478477209	,05010478333819	,Sharing Bags, Ambient
119619,Squashies Drumstick Rhubarb & Custard £1 Pmp,12,131gm,£6.29,£1.00,37.10,0,Y,In Stock,5010478692206	,05010478599116	,Sharing Bags, Ambient
120550,Skittles Giants Sours Pouch,15,141gm,£10.39,£1.09,23.74,0,Y,In Stock,4009900539340	,4009900539333	,Sharing Bags, Ambient
1126,Skittles Fruits Sweets £1 Pmp Treat Bag 125g,12,125gm,£7.99,£1.00,20.10,0,Y,In Stock,5000159021692	,4009900484787	,Sharing Bags, Ambient
120504,Skittles Sours Squishy Cloudz,18,94gm,£12.39,£1.19,30.59,0,Y,In Stock,4009900538589	,4009900538572	,Sharing Bags, Ambient
119879,Skittles Giants Sour Sweets £1pmp Bag 125g,12,125gm,£7.99,£1.00,20.10,0,Y,In Stock,4009900539326	,4009900539319	,Sharing Bags, Ambient
112204,Squashies Drumstick Bubblegum £1 Pmp,12,131gm,£6.29,£1.00,37.10,0,Y,In Stock,5010478651005	,5010478533301	,Sharing Bags, Ambient
120546,Skittles Sours Pouch,15,152gm,£10.39,£1.09,23.74,0,Y,In Stock,4009900513791	,4009900538756	,Sharing Bags, Ambient
117034,Skittles Giants Fruit Sweets £1 Pmp Bag 125g,12,125gm,£7.99,£1.00,20.10,0,Y,In Stock,4009900534956	,04009900534949	,Sharing Bags, Ambient
104296,Skittles Crazy Sours Sweets £1 Pmp Treat Bag 125g,12,125gm,£7.99,£1.00,20.10,0,Y,In Stock,5000159314572	,04009900503747	,Sharing Bags, Ambient
120501,Skittles Fruits Squishy Cloudz £1 Pmp,14,70gm,£9.39,£1.00,19.51,0,Y,In Stock,4009900538527	,4009900538510	,Sharing Bags, Ambient
120549,Skittles Fruit Giants Pouch,15,152gm,£10.39,£1.09,23.74,0,Y,In Stock,4009900534918	,4009900539128	,Sharing Bags, Ambient
120551,Skittles Fruit Chewies Pouch,16,137gm,£11.09,£1.09,23.69,0,Y,In Stock,4009900538800	,4009900538794	,Sharing Bags, Ambient
120502,Skittles Fruits Squishy Cloudz,18,94gm,£12.39,£1.19,30.59,0,Y,In Stock,4009900538541	,4009900538534	,Sharing Bags, Ambient
116509,Skittles Chewies Fruits Sweets Pmp Treat Bag 125g,12,125gm,£7.99,£1.00,20.10,0,Y,In Stock,4009900527101	,04009900527095	,Sharing Bags, Ambient
116506,Scots Clan Chocolate Covered Caramels,20,145gm,£17.99,£1.50,28.04,0,Y,In Stock,5397136006835	,5397136006828	,Sharing Bags, Ambient
120545,Skittles Fruits Pouch,15,152gm,£10.39,£1.09,23.74,0,Y,In Stock,4009900482967	,4009900538732	,Sharing Bags, Ambient
178161,Rowntrees Randoms Juicers Pouch,9,140gm,£5.99,£1.39,42.54,0,Y,In Stock,8593893769816	,8593893774018	,Sharing Bags, Ambient
106688,Rowntrees Fruit Gums Vegan Pouch Pmp £1,10,120gm,£6.69,£1.00,19.72,0,Y,In Stock,8445290019554	,07613036931809	,Sharing Bags, Ambient
116450,Rowntrees Jelly Tots Pouch (vegan),10,150gm,£6.69,£1.39,42.24,0,Y,In Stock,7613035419056	,07613036340427	,Sharing Bags, Ambient
106689,Rowntrees Pick N Mix Pouch Vegan Pmp £1,10,120gm,£6.69,£1.00,19.72,0,Y,In Stock,8445290094209	,8445290094414	,Sharing Bags, Ambient
117171,Rowntree Randoms Pouch,9,150gm,£5.99,£1.39,42.54,0,Y,In Stock,8593893751743	,08593893771222	,Sharing Bags, Ambient
106682,Rowntrees Randoms Pouch £1pm,10,120gm,£6.69,£1.00,19.72,0,Y,In Stock,8593893752917	,08593893765986	,Sharing Bags, Ambient
106680,Rowntree S Fruit Pastilles Sharing Bag Pmp £1,10,114gm,£6.69,£1.00,19.72,0,Y,In Stock,7613287228765	,07613036925198	,Sharing Bags, Ambient
114847,Rolo Little Rolo Pouch Bag,8,103gm,£6.09,£1.59,42.55,0,Y,In Stock,7613036641432	,7613036641449	,Sharing Bags, Ambient
120071,Refreshers Bag Pmp £1,12,142gm,£6.29,£1.00,37.10,0,Y,In Stock,5010478258419	,05010478847118	,Sharing Bags, Ambient
106683,Rowntree Pick & Mix Vegan Pouch,10,150gm,£6.69,£1.39,42.24,0,Y,In Stock,8445290094148	,07613036862363	,Sharing Bags, Ambient
109715,Revels Chocolate £1 Pmp Treat Bag 71g,20,71gm,£13.29,£1.00,20.26,0,Y,In Stock,5000159503914	,05000159503907	,Sharing Bags, Ambient
116449,Rowntree S Fruit Pastilles Pouch Vegan Friendly,10,143gm,£6.69,£1.39,42.24,0,Y,In Stock,7613287228338	,07613287228345	,Sharing Bags, Ambient
116448,Rowntree Fruit Gums Pouch,10,150gm,£6.69,£1.39,42.24,0,Y,In Stock,8445290019530	,8445290019547	,Sharing Bags, Ambient
114935,Refreshers Choos £1,12,135gm,£6.19,£1.00,38.10,0,Y,In Stock,5010478227811	,05010478229105	,Sharing Bags, Ambient
119534,Munchies Hanging Bag Pmp £1.00,10,81gm,£5.85,£1.00,29.80,0,Y,In Stock,7613287047564	,7613287047571	,Sharing Bags, Ambient
100362,Princess Marshmallows Pink & White Pmp £1,12,150gm,£7.49,£1.00,25.10,0,Y,In Stock,5010511477227	,05010511031191	,Sharing Bags, Ambient
55404,Twinings Spec English Breakfast Tea,4,50,£10.29,£3.99,35.53,0,Y,In Stock,0070177010201	,070177832025	,Beverages, Ambient
55403,Twinings Speciality Earl Grey 50 S,4,50,£10.29,£3.99,35.53,0,Y,In Stock,0070177010713	,0701778320001	,Beverages, Ambient
55409,Twinings Infusions Cranberry & Raspberry,4,20,£6.15,£2.39,35.67,0,Y,In Stock,0070177098940	,00070177832759	,Beverages, Ambient
9204,Twinings Pure Green Tea,4,20,£6.19,£2.39,35.25,0,Y,In Stock,70177103088	,070177838478	,Beverages, Ambient
4021,Princess Marshmallows Pink & White +25% Free,12,187.5gm,£6.99,£1.15,39.22,0,Y,In Stock,5010511477210	,05010511031184	,Sharing Bags, Ambient
114845,Munchies Pouch Bag,8,104gm,£6.09,£1.59,42.55,0,Y,In Stock,7613036241755	,07613036241762	,Sharing Bags, Ambient
55402,Twinings Infusions Peppermint,4,20,£6.15,£2.39,35.67,0,Y,In Stock,070177067779	,00070177832711	,Beverages, Ambient
7961,Tetley Teabags 80+80 Free 160 S,12,160,£26.49,£3.85,42.66,0,Y,In Stock,5000208080809	,05000208162406	,Beverages, Ambient
106309,Twinings Green Tea & Lemon,4,20,£6.19,£2.39,35.25,0,Y,In Stock,070177264574	,00070177846848	,Beverages, Ambient
55410,Twinings Infusions Lemon & Ginger,4,20,£6.15,£2.39,35.67,0,Y,In Stock,0070177075101	,00070177840648	,Beverages, Ambient
55401,Twinings Infusions Camomile,4,20,£6.15,£2.39,35.67,0,Y,In Stock,0070177067762	,00070177840624	,Beverages, Ambient
55408,Twinings Infusions Camomile & Honey,4,20,£6.15,£2.39,35.67,0,Y,In Stock,0070177115227	,00070177832698	,Beverages, Ambient
104112,Starbucks Ground House Blend,6,200g,£20.79,£4.59,24.51,0,Y,In Stock,7613036932110	,7613036932127	,Beverages, Ambient
105649,Tassimo Costa Latte,5,239.2g,£20.19,£5.50,26.58,0,Y,In Stock,8711000442289	,08711000442296	,Beverages, Ambient
110303,Tassimo Costa Cappuccino,5,280gm,£20.19,£5.50,26.58,0,Y,In Stock,8711000500163	,08711000500170	,Beverages, Ambient
104111,Starbucks Ground Coffee Colombia,6,200g,£20.79,£4.59,24.51,0,Y,In Stock,7613036963039	,7613036963749	,Beverages, Ambient
3538,Tetley Tea Bags Decaf 80 S,12,80,£37.49,£3.85,18.85,0,N,In Stock,5000208002450	,05000208137404	,Beverages, Ambient
10302,Tassimo Costa Americano,5,144g,£20.19,£5.50,26.58,0,Y,In Stock,8711000500255	,07622300777371	,Beverages, Ambient
112083,Maynards Bassetts Jelly Babies £1.00,12,165gm,£7.99,£1.00,20.10,0,Y,In Stock,7622210654199	,07622210654205	,Sharing Bags, Ambient
116454,Maynards Bassetts Fizzy Fish £1.00,12,160gm,£7.99,£1.00,20.10,0,Y,In Stock,7622210610805	,07622210610539	,Sharing Bags, Ambient
115194,Maltesers Buttons Chocolate £1 Pmp Treat Bag 68g,20,68gm,£13.29,£1.00,20.26,0,Y,In Stock,5000159511599	,05000159511582	,Sharing Bags, Ambient
108025,M&m S Salted Caramel Chocolate Pmp Treat Bag 70g,16,80gm,£10.69,£1.00,19.83,0,Y,In Stock,5900951291593	,5900951280405	,Sharing Bags, Ambient
177986,Maynard Bassetts Fruit Smoothies Pmp £1,10,130gm,£6.69,£1.00,19.72,0,Y,In Stock,7622201518035	,7622201518011	,Sharing Bags, Ambient
101140,Maynards Bassetts Murray Mints Bag,12,193gm,£13.99,£1.95,28.26,0,N,In Stock,7622210464477	,07622210464484	,Sharing Bags, Ambient
112268,M&m S Crispy Chocolate £1 Pmp Treat Bag 77g,16,77gm,£10.69,£1.00,19.83,0,Y,In Stock,5000159500920	,05000159500913	,Sharing Bags, Ambient
109714,Maltesers Chocolate £1 Pmp Treat Bag 68g,24,68gm,£15.99,£1.00,20.05,0,Y,In Stock,5000159503631	,05000159503624	,Sharing Bags, Ambient
100920,M&m S Peanut Chocolate Pouch Bag 125g,12,125gm,£11.29,£2.29,50.70,0,Y,In Stock,5000159472531	,05000159520140	,Sharing Bags, Ambient
112084,Maynards Bassetts Sports Mix £1.00,12,165gm,£7.99,£1.00,20.10,0,Y,In Stock,7622210654212	,07622210654229	,Sharing Bags, Ambient
