Station,Postcode,Latitude,Longitude,Owner
Loughborough Junction,SW9 8SA,51.46629611,-0.102182084,Govia Thameslink Railway (Thameslink)
Low Moor,BD12 7BD,53.74992819,-1.753404049,Northern Trains
Lowdham,NG14 7DU,53.00628483,-0.998419089,East Midlands Railway
Lower Sydenham,SE26 5BN,51.42482911,-0.033345487,Southeastern
Lowestoft,NR32 2EG,52.47443319,1.74970769,Greater Anglia
Ludlow,SY8 2PQ,52.37128105,-2.716217232,TfW Rail
Luton,LU1 2LT,51.88230384,-0.414040221,Govia Thameslink Railway (Thameslink)
Luton Airport Parkway,LU1 3JW,51.87243652,-0.395881015,Govia Thameslink Railway (Thameslink)
Luxulyan,PL31 2NW,50.39004144,-4.747385116,Great Western Railway
Lydney,GL15 5EW,51.71413824,-2.530864034,TfW Rail
Lye (West Midlands),DY9 8ES,52.4599239,-2.115929503,West Midlands Trains (West Midlands Railway)
Lymington Pier,SO41 5ZE,50.75830124,-1.529447055,South Western Railway
Lymington Town,SO41 9AZ,50.76091301,-1.537162133,South Western Railway
Lympstone Commando,EX8 5AA,50.66224136,-3.440840354,Great Western Railway
Lympstone Village,EX8 5JW,50.64829699,-3.43100725,Great Western Railway
Lytham,FY8 5NJ,53.73928434,-2.964040131,Northern Trains
Macclesfield,SK11 6JP,53.25934371,-2.121982036,Avanti West Coast
Machynlleth,SY20 8BL,52.59514123,-3.854528257,TfW Rail
Maesteg,CF34 9BL,51.60994262,-3.654646319,TfW Rail
Maesteg (Ewenny Road),CF34 9TS,51.60534628,-3.648991651,TfW Rail
Maghull,L31 3DE,53.5064731,-2.930853398,Merseyrail
Maghull North,L31 1BB,53.51665941,-2.921303835,Merseyrail
Maiden Newton,DT2 0AE,50.78000872,-2.569429958,Great Western Railway
Maidenhead,SL6 1EW,51.51866845,-0.722660533,Great Western Railway
Maidstone Barracks,ME16 0SQ,51.27716692,0.513960135,Southeastern
Maidstone East,ME14 1QN,51.27782754,0.521295045,Southeastern
Maidstone West,ME16 8RJ,51.27046362,0.515773417,Southeastern
Malden Manor,KT3 5PN,51.38472872,-0.261273984,South Western Railway
Mallaig,PH41 4QA,57.00599621,-5.829598362,ScotRail
Malton,YO17 9RD,54.13207564,-0.797222132,TransPennine Express
Malvern Link,WR14 1SW,52.12547028,-2.319511855,West Midlands Trains (West Midlands Railway)
Manchester Airport,M90 3RR,53.36504357,-2.272979823,TransPennine Express
Manchester Oxford Road,M1 6FU,53.47403367,-2.241995704,Northern Trains
Manchester Piccadilly,M60 7RA,53.47736336,-2.230910192,Network Rail
Manchester United Football Ground,M16 0QG,53.46219523,-2.290653141,Northern Trains
Manchester Victoria,M3 1WY,53.48747019,-2.242599733,Northern Trains
Manea,PE15 0HG,52.49783686,0.177693658,Greater Anglia
Manningtree,CO11 2LH,51.94904809,1.045239821,Greater Anglia
Manor Park,E12 5EP,51.55247488,0.046341535,TfL Rail
Manor Road,CH47 3DF,53.39478114,-3.171438177,Merseyrail
Manorbier,SA70 7SN,51.66016428,-4.791831317,TfW Rail
Manors,NE1 6UR,54.97276597,-1.604741112,Northern Trains
Mansfield,NG18 5RN,53.14210117,-1.198434162,East Midlands Railway
Mansfield Woodhouse,NG19 8DA,53.16356328,-1.2018486,East Midlands Railway
March,PE15 8SJ,52.55989202,0.091197744,Greater Anglia
Marden (Kent),TN12 9HS,51.17517329,0.493169233,Southeastern
Margate,CT9 5AD,51.38542488,1.372003176,Southeastern
Market Harborough,LE16 7DT,52.47972161,-0.909332272,East Midlands Railway
Market Rasen,LN8 3AQ,53.3839116,-0.336898819,East Midlands Railway
Markinch,KY7 6DH,56.20101882,-3.130787406,ScotRail
Marks Tey,CO6 1EE,51.88093596,0.783327356,Greater Anglia
Marlow,SL7 1NT,51.57099297,-0.76643079,Great Western Railway
Marple,SK6 7DA,53.40069419,-2.057263561,Northern Trains
Marsden (Yorks),HD7 6AX,53.60318767,-1.930750014,Northern Trains
Marske,TS11 6JF,54.58741742,-1.018909783,Northern Trains
Marston Green,B37 7AB,52.46719017,-1.755607079,West Midlands Trains (West Midlands Railway)
Martin Mill,CT15 5JZ,51.170674,1.348216941,Southeastern
Martins Heron,RG12 9TZ,51.40741114,-0.724396686,South Western Railway
Marton,TS7 9AP,54.54434344,-1.198484999,Northern Trains
Maryhill,G20 8HL,55.89763594,-4.30074608,ScotRail
Maryland,E15 1SA,51.54607965,0.005815127,TfL Rail
Marylebone,NW1 6JJ,51.52252245,-0.162910907,Chiltern Railways
Maryport,CA15 6DA,54.71132338,-3.494075052,Northern Trains
Matlock,DE4 3NA,53.13840849,-1.558910903,East Midlands Railway
Matlock Bath,DE4 5JA,53.12235506,-1.556759029,East Midlands Railway
Mauldeth Road,M14 6SQ,53.43306304,-2.209251512,Northern Trains
Maxwell Park,G41 4DT,55.83773412,-4.288692859,ScotRail
Maybole,KA19 8DS,55.35474215,-4.685289926,ScotRail
Maze Hill,SE10 9XG,51.48262294,0.002914124,Southeastern
Meadowhall,S9 1JQ,53.41746688,-1.412851617,Northern Trains
Meldreth,SG8 6JP,52.09071504,0.00894121,Govia Thameslink Railway (Great Northern)
Melksham,SN12 8BN,51.37982473,-2.144497251,Great Western Railway
Melton (Suffolk),IP12 1LT,52.10443513,1.338236518,Greater Anglia
Melton Mowbray,LE13 1AF,52.76103073,-0.885869328,East Midlands Railway
Menheniot,PL14 3PJ,50.42623419,-4.409224084,Great Western Railway
Menston,LS29 6JH,53.89234006,-1.735510238,Northern Trains
Meols,CH47 9RA,53.39944291,-3.154269728,Merseyrail
Meols Cop,PR8 6AY,53.64627498,-2.975804261,Northern Trains
Meopham,DA13 0LT,51.38642153,0.356951489,Southeastern
Meridian Water,N18 3HF,51.608313,-0.050956,Greater Anglia
Merryton,ML9 2UW,55.74871123,-3.978254369,ScotRail
Merstham,RH1 3ED,51.26415275,-0.150225683,Govia Thameslink Railway (Southern)
Merthyr Tydfil,CF47 0AG,51.74462553,-3.37725102,TfW Rail
Merthyr Vale,CF48 4TE,51.68664917,-3.3365762,TfW Rail
Metheringham,LN4 3HX,53.13887888,-0.391453147,East Midlands Railway
MetroCentre,NE11 9GA,54.95875026,-1.665626069,Northern Trains
Mexborough,S64 9AQ,53.49099277,-1.288561441,Northern Trains
Micheldever,SO21 3AP,51.18239352,-1.260677804,South Western Railway
Micklefield,LS25 4AQ,53.78883733,-1.326793209,Northern Trains
Middlesbrough,TS1 1EG,54.57910637,-1.234717332,TransPennine Express
Middlewood,SK6 8AU,53.3599605,-2.083353331,Northern Trains
Midgham,RG7 5SE,51.39597513,-1.177711268,Great Western Railway
Milford (Surrey),GU8 5AD,51.1633186,-0.636948382,South Western Railway
Milford Haven,SA73 3AB,51.71497955,-5.040969869,TfW Rail
Mill Hill (Lancs),BB2 2QY,53.73546037,-2.501735681,Northern Trains
Mill Hill Broadway,NW7 2JU,51.6130915,-0.249239722,Govia Thameslink Railway (Thameslink)
Millbrook (Bedfordshire),MK45 2JH,52.05383585,-0.532703119,West Midlands Trains (London Northwestern Railway)
Millbrook (Hants),SO15 0AB,50.91149666,-1.433842653,South Western Railway
Milliken Park,PA5 8PQ,55.82511729,-4.533359068,ScotRail
Millom,LA18 4AY,54.21082698,-3.271084607,Northern Trains
Mills Hill (Manchester),M24 2HJ,53.55131205,-2.171513048,Northern Trains
Milngavie,G62 8PG,55.94137046,-4.314581393,ScotRail
Milton Keynes Central,MK9 1LA,52.03428785,-0.774146107,West Midlands Trains (London Northwestern Railway)
Minffordd,LL48 6HG,52.9261367,-4.084966349,TfW Rail
Minster,CT12 4HX,51.32917037,1.317216495,Southeastern
Mirfield,WF14 8NL,53.67140214,-1.692545216,Northern Trains
Mistley,CO11 1HH,51.9436275,1.081399998,Greater Anglia
Mitcham Eastfields,CR4 2LS,51.4077376,-0.154646036,Govia Thameslink Railway (Southern)
Mitcham Junction,CR4 4HN,51.39294868,-0.157756647,Govia Thameslink Railway (Southern)
Mobberley,WA16 7QL,53.32914134,-2.333665748,Northern Trains
Monifieth,DD5 4NN,56.48011532,-2.818247915,ScotRail
Monks Risborough,HP27 9JQ,51.735762,-0.829333738,Chiltern Railways
Montpelier,BS6 5EE,51.46835174,-2.588685958,Great Western Railway
Montrose,DD10 8LW,56.71280069,-2.472074517,ScotRail
Moorfields,L2 2BS,53.40856535,-2.989188277,Merseyrail
Moorgate,EC2Y 9AE,51.51848988,-0.088943411,London Underground
Moorside,M27 9PU,53.51627624,-2.351799735,Northern Trains
Moorthorpe,WF9 3AT,53.59499662,-1.30494713,Northern Trains
Morar,PH40 4PB,56.96972623,-5.821919509,ScotRail
Morchard Road,EX17 5LR,50.83190289,-3.776366587,Great Western Railway
Morden South,SM4 4QL,51.39611493,-0.199460998,Govia Thameslink Railway (Thameslink)
Morecambe,LA4 4DW,54.07032197,-2.869308496,Northern Trains
Moreton (Dorset),DT2 8BB,50.70103281,-2.313449976,South Western Railway
Moreton (Merseyside),CH46 8SD,53.40721009,-3.113502506,Merseyrail
Moreton-In-Marsh,GL56 0AA,51.9922817,-1.700380549,Great Western Railway
Morfa Mawddach,LL39 1BQ,52.70713276,-4.032170391,TfW Rail
Morley,LS27 8JR,53.74992451,-1.590976885,Northern Trains
Morpeth,NE61 2SL,55.16237732,-1.683074675,Northern Trains
Mortimer,RG7 3NY,51.37207866,-1.035510077,Great Western Railway
Mortlake,SW14 8LN,51.46808556,-0.267105652,South Western Railway
Moses Gate,BL4 7LT,53.55598431,-2.401188383,Northern Trains
Moss Side,FY8 4NB,53.76497929,-2.942934997,Northern Trains
Mossley (Manchester),OL5 0AB,53.51498019,-2.041282162,Northern Trains
Mossley Hill,L18 8AG,53.3790407,-2.915443494,Northern Trains
Mosspark,G52 3ET,55.84083469,-4.348293571,ScotRail
Moston,M40 0JT,53.52342187,-2.171023112,Northern Trains
Motherwell,ML1 1BL,55.79167888,-3.994326183,ScotRail
Motspur Park,KT3 6JJ,51.3951951,-0.239530775,South Western Railway
Mottingham,SE9 4EW,51.4402164,0.050053945,Southeastern
Mottisfont and Dunbridge,SO51 0LH,51.03392685,-1.547084938,Great Western Railway
Mouldsworth,WA6 9EG,53.23180842,-2.732224853,Northern Trains
Moulsecoomb,BN2 4GP,50.84672046,-0.118841815,Govia Thameslink Railway (Southern)
Mount Florida,G41 1RR,55.82656018,-4.261132518,ScotRail
Mount Vernon,G69 7DB,55.84020673,-4.133670106,ScotRail
Mountain Ash,CF45 3HD,51.68133436,-3.376341849,TfW Rail
Muir Of Ord,IV6 7ST,57.51785296,-4.460234046,ScotRail
Muirend,G44 4QR,55.80946396,-4.27439272,ScotRail
Musselburgh,EH21 6TT,55.93359418,-3.073201319,ScotRail
Mytholmroyd,HX7 5DZ,53.72900444,-1.981425995,Northern Trains
Nafferton,YO25 0LS,54.01122165,-0.386076077,Northern Trains
Nailsea and Backwell,BS48 3LH,51.419411,-2.750634264,Great Western Railway
Nairn,IV12 4QS,57.58025008,-3.872000862,ScotRail
Nantwich,CW5 5SS,53.06357427,-2.518959554,TfW Rail
Narberth,SA67 8TY,51.7993746,-4.727176313,TfW Rail
Narborough,LE19 2HR,52.57129345,-1.203346175,East Midlands Railway
Navigation Road,WA14 1SR,53.39537807,-2.343417452,Northern Trains
Neath,SA11 1BY,51.66236547,-3.807219756,TfW Rail
Needham Market,IP6 8AS,52.15258614,1.05525971,Greater Anglia
Neilston,G78 3EE,55.78304311,-4.426953315,ScotRail
Nelson,BB9 9SF,53.83500829,-2.213759586,Northern Trains
Neston,CH64 9SR,53.29185444,-3.063076643,TfW Rail
Netherfield,NG4 2JB,52.96141091,-1.07984974,East Midlands Railway
Nethertown,CA22 2UG,54.45642012,-3.565838358,Northern Trains
Netley,SO31 5AN,50.87490973,-1.341902945,South Western Railway
New Barnet,EN5 1QT,51.64857317,-0.17299716,Govia Thameslink Railway (Great Northern)
New Beckenham,BR3 1QN,51.41676797,-0.035273509,Southeastern
New Brighton,CH45 2NY,53.43740391,-3.04796519,Merseyrail
New Clee,DN32 5GR,53.5743775,-0.06081267,Northern Trains
New Cross,SE14 6LD,51.49798847,-0.049719837,Southeastern
New Cross Gate,SE14 6AR,51.47512684,-0.040413385,London Overground
New Cumnock,KA18 4DG,55.40274462,-4.184341751,ScotRail
New Eltham,SE9 2AB,51.4380578,0.070533166,Southeastern
New Holland,DN19 7BE,53.70192022,-0.360213443,Northern Trains
New Hythe,ME20 6XJ,51.31300047,0.45492949,Southeastern
New Lane,L40 0RY,53.6116655,-2.867716443,Northern Trains
New Malden,KT3 4PX,51.40407333,-0.255939631,South Western Railway
New Mills Central,SK22 3JB,53.36484337,-2.005671376,Northern Trains
New Mills Newtown,SK22 3JP,53.3596298,-2.008525504,Northern Trains
New Milton,BH25 6JS,50.75575387,-1.657812831,South Western Railway
New Pudsey,LS28 6QG,53.80448497,-1.680792488,Northern Trains
New Southgate,N11 1QH,51.6141121,-0.143037912,Govia Thameslink Railway (Great Northern)
Newark Castle,NG24 1FW,53.08000323,-0.81316025,East Midlands Railway
Newark North Gate,NG24 1LS,53.08175761,-0.799854606,London North Eastern Railway
Newbridge,NP11 5FH,51.66581888,-3.142885691,TfW Rail
Newbury,RG14 5DG,51.3976499,-1.322861226,Great Western Railway
Newbury Racecourse,RG14 5ST,51.39846109,-1.30779919,Great Western Railway
Newcastle,NE1 5DL,54.96840279,-1.617279986,London North Eastern Railway
Newcourt,EX2 7AS,50.70504584,-3.472784856,Great Western Railway
Newcraighall,EH21 8QT,55.93312473,-3.090843918,ScotRail
Newhaven Harbour,BN9 0BH,50.78978988,0.054992968,Govia Thameslink Railway (Southern)
Newhaven Town,BN9 0DF,50.79485418,0.054945484,Govia Thameslink Railway (Southern)
Newington,ME9 7LQ,51.35333886,0.668570478,Southeastern
Newmarket,CB8 9BB,52.23794183,0.406208241,Greater Anglia
Newport (Essex),CB11 3PL,51.97986753,0.215140473,Greater Anglia
Newport (South Wales),NP20 4AX,51.58879219,-3.00054397,TfW Rail
Newquay,TR7 2NF,50.41510176,-5.075655658,Great Western Railway
Newstead,NG15 0BF,53.06998262,-1.221787759,East Midlands Railway
Newton (Lanark),G72 7TD,55.81878286,-4.133055687,ScotRail
Newton Abbot,TQ12 2JE,50.52958972,-3.599167512,Great Western Railway
Newton Aycliffe,DL5 7BG,54.61370375,-1.589645346,Northern Trains
Newton For Hyde,SK14 2PJ,53.45638188,-2.067142639,Northern Trains
Newton St Cyres,EX5 5AP,50.77893209,-3.589389685,Great Western Railway
Newton-Le-Willows,WA12 9SF,53.4530631,-2.61359847,Northern Trains
Newton-On-Ayr,KA8 9BP,55.47405903,-4.625827451,ScotRail
Newtongrange,EH22 4PE,55.86700076,-3.069366317,ScotRail
Newtonmore,PH20 1AL,57.05915048,-4.11910976,ScotRail
Newtown (Powys),SY16 1BP,52.51231756,-3.311392335,TfW Rail
Ninian Park,CF11 8AH,51.4766198,-3.201694341,TfW Rail
Nitshill,G53 7NX,55.81194047,-4.359959704,ScotRail
Norbiton,KT2 7AZ,51.41235641,-0.284025031,South Western Railway
Norbury,SW16 3RW,51.41144429,-0.121926124,Govia Thameslink Railway (Southern)
Normans Bay,BN24 6PR,50.8261015,0.389461561,Govia Thameslink Railway (Southern)
Normanton,WF6 2BG,53.7005196,-1.42340146,Northern Trains
North Berwick,EH39 4BY,56.05703894,-2.730742029,ScotRail
North Camp,GU12 5QA,51.27579435,-0.731198735,Great Western Railway
North Dulwich,SE24 7BX,51.45450877,-0.087917554,Govia Thameslink Railway (Southern)
North Fambridge,CM3 6NP,51.64858091,0.681658772,Greater Anglia
North Llanrwst,LL26 0EG,53.14382639,-3.802728157,TfW Rail
North Queensferry,KY11 1JE,56.01250445,-3.394585215,ScotRail
North Road (Darlington),DL3 6ST,54.53620053,-1.553949831,Northern Trains
North Sheen,TW9 4QA,51.46515345,-0.287875892,South Western Railway
North Walsham,NR28 0DZ,52.81688202,1.384454212,Greater Anglia
North Wembley,HA9 7NT,51.56259464,-0.303984122,London Underground
Northallerton,DL7 8AN,54.33307274,-1.44127314,TransPennine Express
Northampton,NN1 1SP,52.23750025,-0.906653121,West Midlands Trains (London Northwestern Railway)
Northfield,B31 2PY,52.40819331,-1.965851671,West Midlands Trains (West Midlands Railway)
Northfleet,DA11 9DY,51.4458441,0.324333466,Southeastern
Northolt Park,UB5 4NP,51.55753857,-0.359465944,Chiltern Railways
Northumberland Park,N17 0HY,51.60196745,-0.053931926,Greater Anglia
Northwich,CW9 5LY,53.2614536,-2.496917323,Northern Trains
Norwich,NR1 1EF,52.62714972,1.30681996,Greater Anglia
Norwood Junction,SE25 5AG,51.39701746,-0.075221582,London Overground
Nottingham,NG2 3AQ,52.9470746,-1.146381845,East Midlands Railway
Nuneaton,CV11 4BU,52.52637128,-1.463875332,West Midlands Trains (London Northwestern Railway)
Nunhead,SE15 3XE,51.46682639,-0.052272694,Govia Thameslink Railway (Thameslink)
Nunthorpe,TS7 0BL,54.52788085,-1.16944892,Northern Trains
Nutbourne,PO18 8SH,50.84606927,-0.882945587,Govia Thameslink Railway (Southern)
Nutfield,RH1 5RR,51.22681208,-0.132531324,Govia Thameslink Railway (Southern)
Oakengates,TF2 6DH,52.69340018,-2.450194662,West Midlands Trains (West Midlands Railway)
Oakham,LE15 6QT,52.67221435,-0.734171215,East Midlands Railway
Oakleigh Park,EN5 1BU,51.63767659,-0.166209409,Govia Thameslink Railway (Great Northern)
Oban,PA34 4LW,56.41249341,-5.473933162,ScotRail
Ockendon,RM15 6PD,51.52198993,0.290469073,c2c
Ockley,RH5 5HT,51.15151079,-0.33601371,Govia Thameslink Railway (Southern)
Okehampton,EX20 1EJ,50.73238528,-3.996215763,Dartmoor Railway
Old Hill,B64 6PL,52.47093517,-2.056190914,West Midlands Trains (West Midlands Railway)
Old Roan,L30 8RD,53.48689819,-2.951071992,Merseyrail
Old Street,EC1Y 1BE,51.52583015,-0.088535169,London Underground
Oldfield Park,BA2 3RS,51.37923296,-2.380508267,Great Western Railway
Olton,B92 7AR,52.43851269,-1.804309578,West Midlands Trains (West Midlands Railway)
Ore,TN34 3ND,50.86694584,0.591567859,Govia Thameslink Railway (Southern)
Ormskirk,L39 2YN,53.56927575,-2.881193416,Merseyrail
Orpington,BR6 0SX,51.37329413,0.089090459,Southeastern
Orrell,WN5 8TH,53.53031448,-2.708837715,Northern Trains
Orrell Park,L9 8BU,53.46190111,-2.963315955,Merseyrail
Otford,TN14 5QY,51.31315619,0.196778714,Southeastern
Oulton Broad North,NR32 3LJ,52.47775602,1.715710519,Greater Anglia
Oulton Broad South,NR33 8QX,52.46959881,1.707658331,Greater Anglia
Outwood,WF1 2NX,53.71528779,-1.51040041,Northern Trains
Overpool,CH66 3LW,53.28405052,-2.924061079,Merseyrail
Overton,RG25 3JG,51.2542941,-1.2592677,South Western Railway
Oxenholme Lake District,LA9 7HF,54.30492958,-2.721870528,Avanti West Coast
Oxford,OX1 1HS,51.75349634,-1.27015353,Great Western Railway
Oxford Parkway,OX2 8HA,51.8040717,-1.274485992,Chiltern Railways
Oxshott,KT22 0TA,51.3363947,-0.362419322,South Western Railway
Oxted,RH8 9EU,51.25790653,-0.004833581,Govia Thameslink Railway (Southern)
Paddington,W2 1HQ,51.51599409,-0.176173979,Network Rail
Paddock Wood,TN12 6ER,51.18226444,0.389148594,Southeastern
Padgate,WA2 0QS,53.4057914,-2.556811022,Northern Trains
Paignton,TQ4 5EF,50.43472279,-3.564876412,Great Western Railway
Paisley Canal,PA2 6SZ,55.84008245,-4.424118444,ScotRail
Paisley Gilmour Street,PA1 1BS,55.84735497,-4.424507439,ScotRail
Paisley St James,PA3 1RB,55.85212318,-4.442444013,ScotRail
Palmers Green,N13 4PN,51.61831279,-0.110436643,Govia Thameslink Railway (Great Northern)
Pangbourne,RG8 7DY,51.48540151,-1.090470434,Great Western Railway
Pannal,HG3 1JN,53.95832507,-1.533467123,Northern Trains
Pantyffynnon,SA18 3HW,51.77888238,-3.997430307,TfW Rail
Par,PL24 2LT,50.35533257,-4.704676549,Great Western Railway
Parbold,WN8 7NU,53.59075695,-2.77074868,Northern Trains
Park Street,AL2 2NG,51.72545709,-0.34027657,West Midlands Trains (London Northwestern Railway)
Parkstone (Dorset),BH14 8UD,50.72298027,-1.947956713,South Western Railway
Parson Street,BS3 5PU,51.43332195,-2.607741951,Great Western Railway
Partick,G11 6BU,55.86989321,-4.30880731,ScotRail
Parton,CA28 6PA,54.57037279,-3.580800955,Northern Trains
Patchway,BS34 6LP,51.52593547,-2.562689661,Great Western Railway
Patricroft,M30 0GX,53.48477953,-2.358244962,Northern Trains
Patterton,G77 6NR,55.7906162,-4.335299408,ScotRail
Peartree,DE24 8DT,52.89699579,-1.473214019,East Midlands Railway
Peckham Rye,SE15 4RX,51.47003256,-0.069414413,Govia Thameslink Railway (Southern)
Pegswood,NE61 6SJ,55.17813022,-1.64416596,Northern Trains
Pemberton,WN5 9HX,53.5304106,-2.670354328,Northern Trains
Pembrey and Burry Port,SA16 0LW,51.68353276,-4.247842113,TfW Rail
Pembroke,SA71 4AH,51.67295149,-4.906024337,TfW Rail
Pembroke Dock,SA72 6HN,51.69391943,-4.938048875,TfW Rail
Pen-Y-Bont (Mid Wales),LD1 6RE,52.27394675,-3.32193165,TfW Rail
Penally,SA70 7PS,51.65892541,-4.722056265,TfW Rail
Penarth,CF64 3DQ,51.43589264,-3.174441306,TfW Rail
Pencoed,CF35 5NP,51.52461193,-3.500479681,TfW Rail
Pengam,NP12 3XL,51.67045863,-3.230100356,TfW Rail
Penge East,SE20 7BQ,51.4193323,-0.054220536,Southeastern
Penge West,SE20 8NU,51.41755356,-0.060839909,London Overground
Penhelig,LL35 0LU,52.54569132,-4.035026097,TfW Rail
Penistone,S36 6HL,53.52554714,-1.622780881,Northern Trains
Penkridge,ST19 5AN,52.72350125,-2.11929386,West Midlands Trains (West Midlands Railway)
Penmaenmawr,LL34 6AT,53.27047011,-3.923511674,TfW Rail
Penmere,TR11 2QZ,50.1503375,-5.083194003,Great Western Railway
Penrhiwceiber,CF45 3ST,51.66992598,-3.359944309,TfW Rail
Penrhyndeudraeth,LL48 6LN,52.92883072,-4.064563394,TfW Rail
Penrith (North Lakes),CA11 7JQ,54.66180803,-2.758881115,Avanti West Coast
Penryn (Cornwall),TR10 8HF,50.17071938,-5.111608825,Great Western Railway
Pensarn (Gwynedd),LL45 2HP,52.8307112,-4.112160634,TfW Rail
Penshurst,TN11 8JE,51.19733561,0.173472176,Govia Thameslink Railway (Southern)
Pentre-Bach,CF48 4BD,51.72501784,-3.362321185,TfW Rail
Penychain,LL53 6HJ,52.90288868,-4.338722544,TfW Rail
Penyffordd,CH4 0JT,53.14309235,-3.054838742,TfW Rail
Penzance,TR18 2LT,50.12168123,-5.532566927,Great Western Railway
Perranwell,TR3 7JY,50.21658597,-5.112070643,Great Western Railway
Perry Barr,B20 3JE,52.51648698,-1.90196026,West Midlands Trains (West Midlands Railway)
Pershore,WR10 6FG,52.13055663,-2.071537042,Great Western Railway
Perth,PH2 8RT,56.39209798,-3.43969855,ScotRail
Peterborough,PE1 1QL,52.57497406,-0.249836977,London North Eastern Railway
Petersfield,GU32 3EE,51.00672615,-0.941136791,South Western Railway
Petts Wood,BR5 1NA,51.38861696,0.074480843,Southeastern
Pevensey and Westham,BN24 5ND,50.81579695,0.324807397,Govia Thameslink Railway (Southern)
Pevensey Bay,BN24 6AA,50.8174584,0.342906559,Govia Thameslink Railway (Southern)
Pewsey,SN9 5ER,51.3421943,-1.770675402,Great Western Railway
Pilning,BS35 4JT,51.55662952,-2.627112032,Great Western Railway
Pinhoe,EX1 3SE,50.73778887,-3.46933359,South Western Railway
Pitlochry,PH16 5AN,56.70250537,-3.735571019,ScotRail
Pitsea,SS16 4UD,51.56035668,0.506293019,c2c
Pleasington,BB2 5JQ,53.73096107,-2.544123947,Northern Trains
Plockton,IV52 8TX,57.33357184,-5.666000582,ScotRail
Pluckley,TN27 0RT,51.15647006,0.74739583,Southeastern
Plumley,WA16 9RU,53.27467651,-2.419662072,Northern Trains
Plumpton,BN7 3DB,50.92866157,-0.060181112,Govia Thameslink Railway (Southern)
Plumstead,SE18 7EA,51.48979319,0.084256436,Southeastern
Plymouth,PL4 6AB,50.37783241,-4.143321396,Great Western Railway
Pokesdown,BH7 6DL,50.73108909,-1.82510226,South Western Railway
Polegate,BN26 6EH,50.82124322,0.245140036,Govia Thameslink Railway (Southern)
Polesworth,B78 1BX,52.62583314,-1.610540267,West Midlands Trains (London Northwestern Railway)
Pollokshaws East,G43 1NE,55.82464588,-4.286886142,ScotRail
Pollokshaws West,G43 1NE,55.82383196,-4.301606575,ScotRail
Pollokshields East,G41 2NE,55.84107222,-4.268603824,ScotRail
Pollokshields West,G41 5HT,55.8377046,-4.275754395,ScotRail
Polmont,FK2 0UP,55.98474134,-3.714973683,ScotRail
Polsloe Bridge,EX4 8AB,50.73128482,-3.501947828,Great Western Railway
Ponders End,EN3 4QB,51.6422544,-0.035080468,Greater Anglia
Pont-y-Pant,LL25 0DQ,53.06513646,-3.862721398,TfW Rail
Pontarddulais,SA4 8TH,51.71762573,-4.045544245,TfW Rail
Pontefract Baghill,WF8 1RB,53.69188213,-1.303352914,Northern Trains
Pontefract Monkhill,WF8 2NX,53.69898486,-1.303690068,Northern Trains
Pontefract Tanshelf,WF8 4QA,53.69412881,-1.318914888,Northern Trains
Pontlottyn,CF81 9QX,51.74663559,-3.278956449,TfW Rail
Pontyclun,CF72 9DS,51.52377151,-3.39291845,TfW Rail
Pontypool and New Inn,NP4 0QX,51.69796713,-3.014236804,TfW Rail
Pontypridd,CF37 1DT,51.59937393,-3.341375322,TfW Rail
Poole,BH15 2BQ,50.71942958,-1.983317743,South Western Railway
Poppleton,YO26 6PZ,53.9758981,-1.148596723,Northern Trains
Port Glasgow,PA14 5JH,55.93352075,-4.689826898,ScotRail
Port Sunlight,CH62 4XB,53.3492544,-2.998029626,Merseyrail
Port Talbot Parkway,SA13 1UR,51.59172247,-3.781315049,TfW Rail
Portchester,PO16 8BJ,50.8487499,-1.124239984,South Western Railway
Porth,CF39 0ES,51.61254078,-3.407188958,TfW Rail
Porthmadog,LL49 9HT,52.9309221,-4.134447265,TfW Rail
Portlethen,AB12 4JS,57.06137775,-2.126611568,ScotRail
Portslade,BN3 5SG,50.83568112,-0.205336498,Govia Thameslink Railway (Southern)
Portsmouth and Southsea,PO1 1EQ,50.79849543,-1.090911122,South Western Railway
Portsmouth Arms,EX37 9NB,50.95700683,-3.950580317,Great Western Railway
Portsmouth Harbour,PO1 3PA,50.79696245,-1.107840293,South Western Railway
Possilpark and Parkhouse,G22 6LN,55.89014969,-4.258513651,ScotRail
Potters Bar,EN6 1AJ,51.69706599,-0.192605539,Govia Thameslink Railway (Great Northern)
Poulton-Le-Fylde,FY6 7AA,53.84842898,-2.990624918,Northern Trains
Poynton,SK12 1HB,53.35038595,-2.134410393,Northern Trains
Prees,SY13 2DW,52.89930743,-2.689663123,TfW Rail
Prescot,L34 5SN,53.42356135,-2.799171652,Northern Trains
Prestatyn,LL19 7ER,53.33650146,-3.407132373,TfW Rail
Prestbury,SK10 4HT,53.29338471,-2.145482772,Northern Trains
Preston (Lancs),PR1 8AP,53.7568621,-2.708128281,Avanti West Coast
Preston Park,BN1 6SG,50.8459425,-0.155167649,Govia Thameslink Railway (Southern)
Prestonpans,EH33 1NG,55.95310165,-2.974768342,ScotRail
Prestwick International Airport,KA9 2PL,55.50904127,-4.614171209,Glasgow Prestwick Airport Ltd
Prestwick Town,KA9 1AQ,55.50170335,-4.615157458,ScotRail
Priesthill and Darnley,G53 7US,55.81217699,-4.342895657,ScotRail
Princes Risborough,HP27 9DN,51.71786,-0.843881117,Chiltern Railways
