Station,Postcode,Latitude,Longitude,Owner
Buckshaw Parkway,PR7 7EY,53.67334366,-2.660830271,Northern Trains
Bugle,PL26 8QP,50.40035482,-4.792101445,Great Western Railway
Builth Road,LD2 3PY,52.16932609,-3.42703323,TfW Rail
Bulwell,NG6 9AA,52.99969578,-1.196230564,East Midlands Railway
Bures,CO8 5HS,51.97115903,0.769143781,Greater Anglia
Burgess Hill,RH15 9DG,50.9536546,-0.127412853,Govia Thameslink Railway (Southern)
Burley Park,LS6 1NA,53.81203111,-1.577767689,Northern Trains
Burley-In-Wharfedale,LS29 4BE,53.9081517,-1.753372115,Northern Trains
Burnage,M20 6FJ,53.42116876,-2.215678403,Northern Trains
Burneside (Cumbria),LA9 6RD,54.35498261,-2.766677306,Northern Trains
Burnham,SL1 6JT,51.52350488,-0.646373823,TfL Rail
Burnham-On-Crouch,CM0 8BQ,51.63365477,0.814027783,Greater Anglia
Burnley Barracks,BB12 0HG,53.79088011,-2.258086008,Northern Trains
Burnley Central,BB11 1DA,53.79351414,-2.244971314,Northern Trains
Burnley Manchester Road,BB11 1JZ,53.78496752,-2.248867526,Northern Trains
Burnside (South Lanarkshire),G73 3SA,55.81693133,-4.202390334,ScotRail
Burntisland,KY3 9DR,56.05708421,-3.23319832,ScotRail
Burscough Bridge,L40 0RZ,53.60525951,-2.840880285,Northern Trains
Burscough Junction,L40 5SP,53.5975223,-2.840605696,Northern Trains
Bursledon,SO31 8AA,50.88368861,-1.30503236,South Western Railway
Burton Joyce,NG14 5AA,52.98344188,-1.040877616,East Midlands Railway
Burton-On-Trent,DE14 2DA,52.80581651,-1.642459972,East Midlands Railway
Bury St Edmunds,IP32 6AD,52.25376049,0.713306657,Greater Anglia
Busby,G76 8JB,55.78034454,-4.262201732,ScotRail
Bush Hill Park,EN1 1BA,51.64151695,-0.069221115,London Overground
Bushey,WD19 4EA,51.64575023,-0.38532127,London Overground
Butlers Lane,B74 4RT,52.59247094,-1.838020318,West Midlands Trains (West Midlands Railway)
Buxted,TN22 4LA,50.99001084,0.131438922,Govia Thameslink Railway (Southern)
Buxton,SK17 6AQ,53.2607227,-1.91286359,Northern Trains
Byfleet and New Haw,KT15 3LQ,51.34979573,-0.481389768,South Western Railway
Bynea,SA14 9TL,51.67203669,-4.098881647,TfW Rail
Cadoxton,CF63 2JP,51.41228317,-3.248895944,TfW Rail
Caergwrle,LL12 9DU,53.10786641,-3.032913274,TfW Rail
Caerphilly,CF83 1JR,51.57158067,-3.218482559,TfW Rail
Caersws,SY17 5HH,52.51612791,-3.432498792,TfW Rail
Caldercruix,ML6 7RJ,55.88794755,-3.887711908,ScotRail
Caldicot,NP6 4BU,51.58479306,-2.760573906,TfW Rail
Caledonian Road and Barnsbury,N1 1DF,51.54303928,-0.11672925,London Overground
Calstock,PL18 9QY,50.49780237,-4.2089885,Great Western Railway
Cam and Dursley,GL11 5DJ,51.71762107,-2.359082987,Great Western Railway
Camberley,GU15 3RR,51.33632713,-0.74427172,South Western Railway
Camborne,TR14 8SR,50.21044314,-5.297412316,Great Western Railway
Cambridge,CB1 2JW,52.19406537,0.137456461,Greater Anglia
Cambridge Heath,E2 9EG,51.5319711,-0.057279067,London Overground
Cambridge North,CB4 0WZ,52.22447999,0.158478722,Greater Anglia
Cambuslang,G72 7EL,55.81961108,-4.173009361,ScotRail
Camden Road,NW1 9LS,51.54178931,-0.138700901,London Overground
Camelon,FK1 4JW,56.00609602,-3.817605956,ScotRail
Canada Water,SE16 2YS,51.49798847,-0.049719837,London Underground
Canley,CV5 6BH,52.39924176,-1.547574872,West Midlands Trains (West Midlands Railway)
Cannock,WS11 8NQ,52.68616245,-2.0221475,West Midlands Trains (West Midlands Railway)
Cannon Street,EC4N 6AP,51.51138077,-0.09029298,Network Rail
Canonbury,N1 2PG,51.5487307,-0.09219093,London Overground
Canterbury East,CT1 2RB,51.2742643,1.075968368,Southeastern
Canterbury West,CT2 8AN,51.28426582,1.07530307,Southeastern
Cantley,NR13 3SQ,52.57874392,1.513412034,Greater Anglia
Capenhurst,CH1 6HE,53.26017669,-2.942285263,Merseyrail
Carbis Bay,TR26 2NN,50.1970567,-5.463264663,Great Western Railway
Cardenden,KY5 0BP,56.14125901,-3.26164246,ScotRail
Cardiff Bay,CF10 5LE,51.46711203,-3.166403446,TfW Rail
Cardiff Central,CF10 1EP,51.47602889,-3.179302297,TfW Rail
Cardiff Queen Street,CF10 4EY,51.48196501,-3.170181108,TfW Rail
Cardonald,G52 2DE,55.85257367,-4.340693481,ScotRail
Cardross,G82 5NL,55.96038438,-4.653074374,ScotRail
Carfin,ML1 5AL,55.80734375,-3.956254523,ScotRail
Cark and Cartmel,LA11 7PT,54.17795794,-2.9740641,Northern Trains
Carlisle,CA1 1QZ,54.89065493,-2.93319211,Avanti West Coast
Carlton,NG4 2FD,52.96508737,-1.078655028,East Midlands Railway
Carluke,ML8 5AA,55.7312694,-3.848925645,ScotRail
Carmarthen,SA31 2BE,51.85335788,-4.305961903,TfW Rail
Carmyle,G32 8YS,55.83434177,-4.15818113,ScotRail
Carnforth,LA5 9ET,54.1296808,-2.771232834,Northern Trains
Carnoustie,DD7 6AY,56.5005661,-2.706600778,ScotRail
Carntyne,G32 6AW,55.8548777,-4.178573148,ScotRail
Carpenders Park,WD19 7DT,51.62835008,-0.38593911,London Overground
Carrbridge,PH23 3AJ,57.27950577,-3.828203612,ScotRail
Carshalton,SM5 2HW,51.36845288,-0.166368536,Govia Thameslink Railway (Southern)
Carshalton Beeches,SM5 3RF,51.35740953,-0.169797045,Govia Thameslink Railway (Southern)
Carstairs,ML11 8PR,55.69105058,-3.668473984,ScotRail
Cartsdyke,PA15 2TG,55.94221898,-4.731591927,ScotRail
Castle Bar Park,W7 1BA,51.52292934,-0.331548941,Great Western Railway
Castle Cary,BA7 7PE,51.09981721,-2.522794696,Great Western Railway
Castleford,WF10 5DN,53.72407779,-1.354652737,Northern Trains
Castleton (Manchester),OL11 3EB,53.59184849,-2.178234195,Northern Trains
Castleton Moor,YO21 2EU,54.46714353,-0.946648402,Northern Trains
Caterham,CR3 6LB,51.28213991,-0.078307122,Govia Thameslink Railway (Southern)
Catford,SE6 4RW,51.44440506,-0.026316598,Govia Thameslink Railway (Thameslink)
Catford Bridge,SE6 4RH,51.44473907,-0.024791177,Southeastern
Cathays,CF10 3LU,51.48890253,-3.178683884,TfW Rail
Cathcart,G44 4ED,55.81767348,-4.260537053,ScotRail
Cattal,YO5 8EB,53.99744057,-1.320535136,Northern Trains
Causeland,PL14 4ST,50.40569591,-4.466448927,Great Western Railway
Cefn-Y-Bedd,LL12 9UU,53.09880323,-3.031053237,TfW Rail
Chadwell Heath,RM6 4BU,51.56803685,0.128958363,TfL Rail
Chafford Hundred,RM16 6QQ,51.48555506,0.28744692,c2c
Chalfont and Latimer,HP7 9PR,51.66810766,-0.560526398,London Underground
Chalkwell,SS0 8PX,51.53871631,0.670592557,c2c
Chandlers Ford,SO53 4DD,50.98368451,-1.38517039,South Western Railway
Chapel-En-Le-Frith,SK23 0XT,53.3122323,-1.918762608,Northern Trains
Chapelton (Devon),EX37 9DZ,51.01654009,-4.024722764,Great Western Railway
Chapeltown (South Yorkshire),S35 2UU,53.462337,-1.466275385,Northern Trains
Chappel and Wakes Colne,CO6 2DS,51.92590303,0.758501136,Greater Anglia
Charing (Kent),TN27 0JA,51.20809628,0.790331125,Southeastern
Charing Cross,WC2N 5HF,51.50802589,-0.124802189,Network Rail
Charing Cross (Glasgow),G2 3HW,55.86468688,-4.269820942,ScotRail
Charlbury,OX7 3HH,51.87242828,-1.48969393,Great Western Railway
Charlton,SE7 7QG,51.48681153,0.031257491,Southeastern
Chartham,CT4 7HT,51.25726245,1.018039213,Southeastern
Chassen Road,M41 9DY,53.44616149,-2.368233196,Northern Trains
Chatelherault,ML3 7UD,55.76522349,-4.004675248,ScotRail
Chatham,ME4 6PN,51.38037602,0.521150707,Southeastern
Chathill,NE67 5DE,55.53673402,-1.706375323,Northern Trains
Cheadle Hulme,SK8 5AF,53.37593064,-2.188302983,Northern Trains
Cheam,SM2 7AJ,51.35547756,-0.214167523,Govia Thameslink Railway (Southern)
Cheddington,LU7 0SQ,51.85791764,-0.662151872,West Midlands Trains (London Northwestern Railway)
Chelford (Cheshire),SK11 9AX,53.27031188,-2.28057731,Northern Trains
Chelmsford,CM1 1HT,51.73637018,0.468572081,Greater Anglia
Chelsfield,BR6 6EU,51.35625405,0.109069815,Southeastern
Cheltenham Spa,GL51 8NP,51.89739903,-2.099620219,Great Western Railway
Chepstow,NP16 5PD,51.6401819,-2.67190561,TfW Rail
Cherry Tree,BB2 2TZ,53.73287284,-2.51837919,Northern Trains
Chertsey,KT16 9BG,51.38706799,-0.509316626,South Western Railway
Cheshunt,EN8 9AQ,51.70287453,-0.023959725,Greater Anglia
Chessington North,KT9 2RT,51.36403985,-0.300699138,South Western Railway
Chessington South,KT9 2JR,51.35654911,-0.308157574,South Western Railway
Chester,CH1 3NS,53.19669815,-2.879593999,TfW Rail
Chester Road,B73 5JS,52.53564746,-1.8324795,West Midlands Trains (West Midlands Railway)
Chester-Le-Street,DH3 3EE,54.85459536,-1.578015422,Northern Trains
Chesterfield,S41 7UB,53.23822081,-1.420115971,East Midlands Railway
Chestfield and Swalecliffe,CT5 3JB,51.36023775,1.066930522,Southeastern
Chetnole,DT9 6EP,50.86636553,-2.572925952,Great Western Railway
Chichester,PO19 8DL,50.83205299,-0.781748953,Govia Thameslink Railway (Southern)
Chilham,CT4 8EG,51.2446077,0.975895539,Southeastern
Chilworth,GU4 6TT,51.21521232,-0.524824137,Great Western Railway
Chingford,E4 6AL,51.63308496,0.00989704,London Overground
Chinley,SK23 6AR,53.34029142,-1.943940951,Northern Trains
Chippenham,SN15 3QE,51.46248972,-2.115394155,Great Western Railway
Chipstead,CR3 3TD,51.30927588,-0.169503226,Govia Thameslink Railway (Southern)
Chirk,LL14 5LU,52.93309049,-3.065643626,TfW Rail
Chislehurst,BR7 5NN,51.40555474,0.057417969,Southeastern
Chiswick,W4 3HB,51.48113535,-0.267835206,South Western Railway
Cholsey,OX10 9QD,51.57020251,-1.158023005,Great Western Railway
Chorley,PR7 1BS,53.65253867,-2.626841036,Northern Trains
Chorleywood,WD3 5ND,51.65424777,-0.518320063,London Underground
Christchurch,BH23 1PL,50.73821536,-1.784546147,South Western Railway
Christs Hospital,RH13 0ND,51.05068489,-0.36355634,Govia Thameslink Railway (Southern)
Church and Oswaldtwistle,BB5 0DP,53.75052277,-2.391212189,Northern Trains
Church Fenton,LS24 9RA,53.82660101,-1.2275889,Northern Trains
Church Stretton,SY6 6PG,52.53742424,-2.803694772,TfW Rail
Cilmeri,LD2 3NU,52.15053349,-3.456541711,TfW Rail
City Thameslink,EC4M 7JH,51.5139346,-0.103589644,Govia Thameslink Railway (Thameslink)
Clacton-on-Sea,CO15 6PU,51.79399919,1.154091608,Greater Anglia
Clandon,GU4 7TE,51.26400437,-0.502766109,South Western Railway
Clapham (North Yorkshire),LA2 8ES,54.10538807,-2.410376273,Northern Trains
Clapham High Street,SW4 6EU,51.46547942,-0.132521686,London Overground
Clapham Junction,SW11 2QP,51.4641866,-0.170293416,Network Rail
Clapton,E5 9JP,51.56164232,-0.057024657,London Overground
Clarbeston Road,SA63 4UH,51.8516714,-4.883549025,TfW Rail
Clarkston,G44 3BP,55.78935355,-4.275644755,ScotRail
Claverdon,CV35 8PE,52.27709152,-1.696560014,West Midlands Trains (West Midlands Railway)
Claygate,KT10 0PB,51.36121287,-0.348247795,South Western Railway
Cleethorpes,DN35 8AX,53.56190457,-0.02922093,TransPennine Express
Cleland,ML1 5RR,55.80465223,-3.910244827,ScotRail
Clifton (Manchester),M27 8LL,53.52249167,-2.314746646,Northern Trains
Clifton Down,BS8 2PN,51.46454715,-2.611741225,Great Western Railway
Clitheroe,BB7 2ED,53.87346835,-2.394336645,Northern Trains
Clock House,BR3 4HJ,51.40858477,-0.040657065,Southeastern
Clunderwen,SA66 7NG,51.84054579,-4.731843019,TfW Rail
Clydebank,G81 1RT,55.90069649,-4.404414922,ScotRail
Coatbridge Central,ML5 1RL,55.8625103,-4.03189765,ScotRail
Coatbridge Sunnyside,ML5 3HR,55.86683866,-4.028287981,ScotRail
Coatdyke,ML5 3PZ,55.86434477,-4.004985252,ScotRail
Cobham and Stoke D'abernon,KT11 3BW,51.31809967,-0.389346373,South Western Railway
Codsall,WV8 1BY,52.62728996,-2.201763101,West Midlands Trains (West Midlands Railway)
Cogan,CF64 2NS,51.44599581,-3.18909039,TfW Rail
Colchester,CO1 1XD,51.90071062,0.892598058,Greater Anglia
Colchester Town,CO2 7EF,51.88645271,0.904762466,Greater Anglia
Coleshill Parkway,B46 1JZ,52.51652754,-1.708177407,West Midlands Trains (West Midlands Railway)
Collingham,NG23 7RB,53.14408576,-0.750393935,East Midlands Railway
Collington,TN39 3EW,50.83928654,0.457861388,Govia Thameslink Railway (Southern)
Colne,BB8 9NX,53.8547444,-2.181859341,Northern Trains
Colwall,WR13 6RN,52.07987055,-2.356950375,West Midlands Trains (West Midlands Railway)
Colwyn Bay,LL29 8DF,53.2963632,-3.725417328,TfW Rail
Combe (Oxon),OX8 7YG,51.83259403,-1.394073336,Great Western Railway
Commondale,YO21 2HN,54.48127409,-0.97514802,Northern Trains
Congleton,CW12 3DE,53.15785619,-2.19258027,Northern Trains
Conisbrough,DN12 3DX,53.48930941,-1.234331508,Northern Trains
Connel Ferry,PA37 1PA,56.45235947,-5.385442478,ScotRail
Conon Bridge,IV7 8AA,57.5617568,-4.440406386,ScotRail
Cononley,BD20 8HY,53.91757174,-2.012067892,Northern Trains
Conway Park,CH41 4PP,53.39336159,-3.022671291,Merseyrail
Conwy,LL32 8LD,53.28010624,-3.830525,TfW Rail
Cooden Beach,TN39 4TT,50.83337004,0.426858738,Govia Thameslink Railway (Southern)
Cookham,SL6 9BP,51.5574622,-0.722079073,Great Western Railway
Cooksbridge,BN7 3QG,50.90375477,-0.009202751,Govia Thameslink Railway (Southern)
Coombe Junction Halt,PL14 7LL,50.44592529,-4.481852322,Great Western Railway
Copplestone,EX17 5NE,50.81447097,-3.751572475,Great Western Railway
Corbridge,NE45 5AY,54.96626253,-2.018400322,Northern Trains
Corby,NN17 1UJ,52.48885085,-0.688335404,East Midlands Railway
Corfe Castle,BH20 5EJ,50.6383752,-2.055041542,Swanage Railway
Corkerhill,G52 1QR,55.83750615,-4.334293519,ScotRail
Corkickle,CA28 8AP,54.54168345,-3.582164748,Northern Trains
Corpach,PH33 7LS,56.84283328,-5.121957909,ScotRail
Corrour,PH30 4AA,56.76021935,-4.690601386,ScotRail
Coryton,CF14 7BW,51.5204396,-3.231818456,TfW Rail
Coseley,WV14 8XP,52.54508422,-2.085777744,West Midlands Trains (West Midlands Railway)
Cosford,WV7 3EY,52.64483595,-2.300274975,West Midlands Trains (West Midlands Railway)
Cosham,PO6 3BD,50.84192414,-1.067328794,South Western Railway
Cottingham,HU16 4LL,53.78164798,-0.406433983,Northern Trains
Cottingley,LS11 0JT,53.76781758,-1.587708215,Northern Trains
Coulsdon South,CR5 3EA,51.31583666,-0.137887294,Govia Thameslink Railway (Southern)
Coulsdon Town,CR5 2BQ,51.32204115,-0.134464231,Govia Thameslink Railway (Southern)
Coventry,CV1 2GT,52.40081444,-1.513459776,Avanti West Coast
Coventry Arena,CV6 6AS,52.44773371,-1.494124705,West Midlands Trains (West Midlands Railway)
Cowden (Kent),TN8 7DS,51.15563534,0.110032723,Govia Thameslink Railway (Southern)
Cowdenbeath,KY4 9SQ,56.11209533,-3.343186352,ScotRail
Cradley Heath,B64 5AL,52.46965529,-2.090488395,West Midlands Trains (West Midlands Railway)
Craigendoran,G84 7BQ,55.99480186,-4.711244927,ScotRail
Cramlington,NE23 9EX,55.087769,-1.59859512,Northern Trains
Cranbrook (Devon),EX5 2DY,50.75009525,-3.420415992,South Western Railway
Craven Arms,SY7 9PY,52.4425417,-2.83742232,TfW Rail
Crawley,RH10 1JA,51.11221239,-0.186672935,Govia Thameslink Railway (Southern)
Crayford,DA1 3PY,51.4482779,0.178936076,Southeastern
Crediton,EX17 3BY,50.78330695,-3.646778295,Great Western Railway
Cressing (Essex),CM77 8NT,51.85233406,0.57796104,Greater Anglia
Cressington,L19 0PE,53.35875205,-2.912003336,Merseyrail
Creswell,S80 4AZ,53.26411278,-1.216394865,East Midlands Railway
Crewe,CW2 6HR,53.08962716,-2.432969173,Avanti West Coast
Crewkerne,TA18 8AU,50.87353843,-2.778496447,South Western Railway
Crews Hill,EN2 9EA,51.6844843,-0.106887096,Govia Thameslink Railway (Great Northern)
Crianlarich,FK20 8QN,56.3904818,-4.618434686,ScotRail
Criccieth,LL52 0RW,52.91841568,-4.237512895,TfW Rail
Cricklewood,NW2 1HL,51.55845161,-0.212676635,Govia Thameslink Railway (Thameslink)
Croftfoot,G42 1AA,55.8182615,-4.228325612,ScotRail
Crofton Park,SE4 2PH,51.45518756,-0.036503045,Govia Thameslink Railway (Thameslink)
Cromer,NR27 9EB,52.93008069,1.292824303,Greater Anglia
Cromford,DE4 5JJ,53.11293297,-1.549162014,East Midlands Railway
Crookston,G52 3TX,55.84231832,-4.364676001,ScotRail
Cross Gates,LS15 8BX,53.80491439,-1.451580486,Northern Trains
Crossflatts,BD16 2RZ,53.85846718,-1.844886192,Northern Trains
Crosshill,G42 8ES,55.83329029,-4.256812263,ScotRail
Crosskeys,NP11 7BU,51.62090527,-3.126170462,TfW Rail
Crossmyloof,G41 3TW,55.8339508,-4.28431839,ScotRail
Croston,PR26 9SE,53.66756292,-2.777750137,Northern Trains
Crouch Hill,N4 4AU,51.57130037,-0.11714882,London Overground
Crowborough,TN6 1DX,51.04637953,0.188012411,Govia Thameslink Railway (Southern)
Crowhurst,TN33 9DD,50.88857679,0.50133651,Southeastern
Crowle,DN17 4JS,53.58973284,-0.817358652,Northern Trains
Crowthorne,RG45 0QW,51.36672717,-0.819273412,Great Western Railway
Croy,G65 9HT,55.95568213,-4.035976843,ScotRail
Crystal Palace,SE19 2AZ,51.41810745,-0.072609879,London Overground
Cuddington,CW8 2LE,53.23992183,-2.599306625,Northern Trains
Cuffley,EN6 4HY,51.70872021,-0.109783413,Govia Thameslink Railway (Great Northern)
Culham,OX14 3BT,51.65379356,-1.236513835,Great Western Railway
Culrain,IV27 4ET,57.91951831,-4.404271676,ScotRail
Cumbernauld,G67 2UH,55.94203055,-3.980335192,ScotRail
Cupar,KY15 5HX,56.31699041,-3.008756668,ScotRail
Curriehill,EH14 4AA,55.90056905,-3.31875197,ScotRail
Cuxton,ME2 1AB,51.37392413,0.461708582,Southeastern
Cwmbach,CF44 0AG,51.70193115,-3.41372372,TfW Rail
Cwmbran,NP44 1QX,51.65658916,-3.01620384,TfW Rail
Cynghordy,SA20 0LY,52.05150224,-3.748211328,TfW Rail
Dagenham Dock,RM9 6EG,51.52608773,0.146102888,c2c
Daisy Hill,BL5 2JQ,53.53945534,-2.515861383,Northern Trains
Dalgety Bay,KY11 9HZ,56.04209835,-3.367721205,ScotRail
Dalmally,PA33 1AY,56.4011954,-4.983553412,ScotRail
Dalmarnock,G40 4HG,55.84209034,-4.217709562,ScotRail
Dalmeny,EH30 9JU,55.98632241,-3.381620231,ScotRail
Dalmuir,G81 3QT,55.91193465,-4.426681954,ScotRail
Dalreoch,G82 4AD,55.94742061,-4.577864075,ScotRail
Dalry,KA24 4DE,55.70622596,-4.711080827,ScotRail
Dalston (Cumbria),CA5 7LT,54.8461793,-2.988852433,Northern Trains
Dalston Junction,E8 3DE,51.54611405,-0.075137572,London Overground
Dalston Kingsland,E8 2JS,51.54814661,-0.075700827,London Overground
Dalton (Cumbria),LA15 8QA,54.15424025,-3.17900333,Northern Trains
Dalwhinnie,PH19 1AD,56.93517476,-4.246199412,ScotRail
Danby,YO21 2JL,54.46615314,-0.910955849,Northern Trains
Danescourt,CF5 2RX,51.50050943,-3.233917394,TfW Rail
Danzey,B94 5BE,52.32481392,-1.820877361,West Midlands Trains (West Midlands Railway)
Darlington,DL1 4AA,54.52044876,-1.547323991,London North Eastern Railway
Darnall,S9 4JU,53.38458485,-1.412567217,Northern Trains
Darsham,IP17 3PN,52.27299493,1.523469822,Greater Anglia
Dartford,DA1 1BP,51.44736861,0.219247795,Southeastern
Darton,S75 5HX,53.58836857,-1.531657575,Northern Trains
Darwen,BB3 0DE,53.69803826,-2.464940017,Northern Trains
Datchet,SL3 9ED,51.48307611,-0.579421911,South Western Railway
Davenport,SK3 8SA,53.39090224,-2.152958028,Northern Trains
Dawlish,EX7 9PJ,50.5808244,-3.464625867,Great Western Railway
Dawlish Warren,EX7 0NF,50.59871452,-3.443562132,Great Western Railway
Deal,CT14 6HD,51.22304044,1.398846752,Southeastern
Dean (Wilts),SP5 1JF,51.0424619,-1.634867209,Great Western Railway
Deansgate,M3 4LG,53.47418576,-2.251051243,Northern Trains
Deganwy,LL31 9EJ,53.29475198,-3.833387103,TfW Rail
Deighton,HD2 1LX,53.66848378,-1.751896593,Northern Trains
Delamere,CW8 2HZ,53.22877793,-2.666560707,Northern Trains
Denby Dale,HD8 8RX,53.57263209,-1.663210525,Northern Trains
Denham,UB9 5ES,51.57883636,-0.497436854,Chiltern Railways
Denham Golf Club,UB9 5EJ,51.58059682,-0.517786682,Chiltern Railways
Denmark Hill,SE5 8BB,51.46820111,-0.089360885,Govia Thameslink Railway (Thameslink)
Dent,LA10 5RF,54.28241085,-2.363598892,Northern Trains
Denton,M34 3NS,53.45686747,-2.13165979,Northern Trains
Deptford,SE8 3NU,51.47884636,-0.026270214,Southeastern
Derby,DE1 2RU,52.91654858,-1.46335478,East Midlands Railway
Derby Road (Ipswich),IP3 8DN,52.05055118,1.182643264,Greater Anglia
Devonport,PL1 4QN,50.3785385,-4.17071081,Great Western Railway
Dewsbury,WF13 1HF,53.69213237,-1.633106556,TransPennine Express
Didcot Parkway,OX11 7NR,51.61095469,-1.242893561,Great Western Railway
Digby and Sowton,EX2 7AW,50.71399333,-3.473561097,Great Western Railway
Dilton Marsh,BA13 4DF,51.24898909,-2.207915578,Great Western Railway
Dinas (Rhondda),CF40 2PJ,51.61783789,-3.437541739,TfW Rail
Dinas Powys,CF64 4DH,51.4316678,-3.218352121,TfW Rail
Dingle Road,CF64 1JL,51.44005709,-3.180591093,TfW Rail
Dingwall,IV15 9PZ,57.59424067,-4.422199866,ScotRail
Dinsdale,DL2 1AA,54.51472959,-1.467065136,Northern Trains
Dinting,SK13 9EB,53.44933216,-1.970298786,Northern Trains
Disley,SK12 2AE,53.35818435,-2.042481771,Northern Trains
Diss,IP22 4HN,52.37365437,1.123697346,Greater Anglia
Dockyard (Devonport),PL2 1RX,50.3821742,-4.175898657,Great Western Railway
Dodworth,S75 3JX,53.54432558,-1.53169088,Northern Trains
Dolau,LD1 5TG,52.295354,-3.263620916,TfW Rail
Doleham,TN35 4LY,50.91858548,0.609974731,Govia Thameslink Railway (Southern)
Dolgarrog,LL26 0YR,53.18635251,-3.822636918,TfW Rail
Dolwyddelan,LL25 0TJ,53.05201699,-3.885132986,TfW Rail
Doncaster,DN1 1PE,53.5221497,-1.139845326,London North Eastern Railway
Dorchester South,DT1 1QX,50.70929418,-2.437243022,South Western Railway
Dorchester West,DT1 2LB,50.71095583,-2.442541302,Great Western Railway
Dore and Totley,S17 3LB,53.32763513,-1.515297757,Northern Trains
Dorking,RH4 1TF,51.24092866,-0.324250782,Govia Thameslink Railway (Southern)
Dorking (Deepdene),RH4 7TY,51.23880301,-0.324643186,Great Western Railway
Dorking West,RH4 5EE,51.23622482,-0.339978561,Great Western Railway
Dormans,RH7 6NL,51.15579008,-0.004308266,Govia Thameslink Railway (Southern)
Dorridge,B93 8JA,52.3720696,-1.752900449,Chiltern Railways
Dove Holes,SK17 8DJ,53.30002934,-1.889751761,Northern Trains
Dover Priory,CT17 9SB,51.1256966,1.30529347,Southeastern
Dovercourt,CO12 3AG,51.93873456,1.280610893,Greater Anglia
Dovey Junction,SY20 8PZ,52.56436354,-3.923902975,TfW Rail
Downham Market,PE38 9EN,52.60410659,0.365681058,Govia Thameslink Railway (Great Northern)
Drayton Green,W13 4SW,51.51661546,-0.330194252,Great Western Railway
