Store Postcode,Detatched,Semi-Detatched,Terraced,Flat (Purpose Built),Flat (Converted),Residence in Commercial Building,Owned Outright,Owned with Mortgage,Shared Ownership,Rented: From Council,Rented: Other Social,Rented: Private Landlord,Rented: Other,Rent Free,One Person,Two People,Three People,Four People,Five People,Six People,Seven People,8+ People,AB,C1,C2,DE,Male,Female,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90+,Single,Married,Divorced,Separated,Widowed,Same Sex,Very Good,Good,Fair,Bad,Very Bad,Degree or similar,Apprenticeship,"HNC, HND or 2+ A Levels","5+ GCSE, an A-Level or 1-2 AS Levels",1-4 GCSEs or Equivalent,No GCSEs or Equivalent,Other,White,Mixed Ethnicity,Indian,Bangladeshi,Chinese,Other Asian,Black African,Other,England,Wales,Scotland,Northern Ireland,Republic of Ireland,European Union,Other,United Kingdom,Republic of Ireland,Europe (including European Union),African Countries,Middle East or Asia,North America or Caribbean,Central America,South America,Oceania,None,Christian,No Religion,Buddhist,Hindu,Jewish,Muslim,Sikh,Other Religion,Not Stated,Full-Time Employee,Part-Time Employee,Self Employed,Unemployed,Full-Time Student,Retired,Looking after Home or Family,Long Term Sick or Disabled,Other
TR12 7RH,36,14,3,0,1,1,32,14,2,0,1,12,3,4,18,34,7,5,2,2,0,0,9,12,14,14,718,155,7,2,4,9,2,7,58,331,216,141,48,15,21,11,1,0,696,85,36,26,6,0,561,270,30,10,2,211,72,212,198,99,35,22,827,14,2,NA,NA,NA,3,6,698,44,49,15,0,17,50,804,0,4,5,0,21,0,2,10,32,443,262,0,1,0,4,0,4,159,726,37,20,6,6,27,0,6,9
L3 6LG,9,42,26,49,1,6,7,1,0,9,98,10,NA,2,80,33,10,3,0,1,0,0,5,12,6,47,109,116,3,1,3,8,2,1,5,7,5,24,45,25,36,40,13,7,80,36,43,9,40,0,40,58,67,46,14,14,4,7,16,18,144,5,224,NA,NA,NA,NA,NA,1,NA,218,2,1,1,2,0,1,147,2,0,0,0,0,0,0,0,78,197,13,1,0,0,1,0,0,13,28,18,4,12,3,41,3,34,5
HU17 7RF,42,78,20,0,0,2,53,66,0,3,0,16,1,2,34,47,32,24,2,2,0,0,40,35,24,7,164,206,18,9,8,22,4,10,7,11,16,73,86,27,37,22,7,13,73,163,26,12,35,0,183,118,54,11,4,137,13,41,44,23,44,7,370,NA,NA,NA,NA,NA,NA,NA,346,2,9,3,1,3,6,309,1,4,0,0,1,0,0,2,56,273,70,0,0,1,0,0,1,25,122,30,34,5,14,44,11,5,2
BT4 1HD,7,12,108,24,2,1,15,9,0,86,29,8,2,5,67,58,19,7,3,0,0,0,4,12,15,63,131,152,10,5,3,13,5,7,9,20,21,48,56,9,41,30,3,3,108,51,34,21,31,2,67,95,70,39,12,11,9,10,30,31,149,7,283,NA,NA,NA,NA,NA,NA,NA,5,0,11,259,0,7,1,185,0,7,0,0,0,0,0,0,74,NA,32,NA,NA,NA,NA,NA,2,28,37,29,6,17,13,47,13,34,15
DG16 5AQ,4,17,20,2,0,8,19,18,0,0,2,5,1,0,14,18,5,7,1,0,0,0,2,11,5,13,44,54,6,0,0,7,0,2,2,7,4,17,23,10,7,11,1,1,24,43,7,1,10,0,39,41,14,3,1,19,NA,NA,NA,NA,28,NA,98,NA,NA,NA,NA,NA,NA,NA,42,1,50,0,0,1,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,0,0,1,6,29,9,10,3,3,11,3,4,0
SE1 9PU,2,11,49,61,3,4,1,2,2,3,111,8,NA,1,44,25,20,18,10,8,0,3,19,52,14,28,169,180,9,8,6,22,7,16,24,31,35,59,95,15,12,8,2,0,153,96,21,15,12,0,171,102,52,21,3,90,1,31,49,48,60,18,167,18,4,28,8,2,56,12,222,2,6,2,2,8,107,305,2,12,5,10,3,0,1,2,15,203,70,0,1,1,33,3,2,36,85,42,27,25,49,18,11,17,13
HX6 2NR,10,14,112,0,1,NA,57,55,0,6,2,8,5,0,34,46,21,20,11,1,0,0,20,29,29,23,160,170,14,11,7,28,3,11,10,14,16,63,80,26,30,14,3,0,76,142,18,9,20,2,158,111,43,12,6,45,12,37,40,47,75,11,326,2,NA,NA,NA,1,NA,NA,315,1,2,3,1,6,2,267,1,6,0,0,0,0,0,0,57,203,94,1,0,0,0,0,1,31,92,45,22,13,19,37,9,9,4
S70 6EY,6,5,122,2,1,1,26,32,1,7,3,50,4,3,47,47,15,11,4,1,1,0,14,31,18,50,139,124,34,7,2,8,5,3,6,30,30,61,42,16,16,2,0,1,102,64,19,7,15,0,102,118,25,16,2,30,9,27,32,29,56,24,231,6,6,NA,1,1,10,6,217,2,0,1,1,24,18,146,1,24,6,0,0,0,0,0,87,138,93,0,0,0,8,5,0,19,79,29,14,15,13,17,13,12,12
YO25 6TN,13,11,64,16,10,23,25,32,1,1,5,54,6,4,53,47,16,10,2,0,0,0,18,25,19,38,125,122,8,9,7,9,1,6,6,19,31,50,53,10,23,13,2,0,94,62,31,14,12,0,110,85,40,10,2,52,8,23,38,38,44,10,245,1,NA,NA,1,NA,NA,NA,223,2,8,1,0,11,2,175,0,7,0,0,0,0,0,0,65,149,78,0,0,1,0,0,2,17,83,39,28,9,12,19,3,3,2
SP4 9JE,2,16,57,5,0,NA,1,3,0,0,2,3,33,0,0,14,18,7,3,0,0,0,4,27,7,3,785,136,29,5,1,6,0,7,80,355,241,188,6,1,2,0,0,0,672,121,28,57,0,2,629,259,27,6,0,110,38,127,249,270,54,32,829,20,1,NA,1,13,25,8,715,30,28,16,3,31,98,834,3,5,26,10,13,0,1,20,30,528,199,7,5,1,0,0,4,177,804,36,2,2,8,1,10,0,17
MK40 2QH,4,11,5,32,61,9,4,13,3,0,17,68,NA,1,58,25,15,6,0,0,1,1,15,27,26,31,124,93,13,4,0,6,0,7,9,35,30,59,39,6,6,2,1,0,107,53,20,11,3,0,83,104,22,6,2,36,2,27,24,26,28,51,154,6,10,2,4,1,17,5,108,1,2,1,0,61,44,101,0,65,14,13,6,0,0,1,22,136,50,0,2,0,16,3,3,7,83,22,12,18,27,7,6,9,7
BS6 7SN,1,16,53,9,44,10,21,52,1,1,5,41,1,0,29,34,11,35,9,2,2,0,67,38,4,9,184,157,38,11,8,22,3,2,8,50,33,90,51,16,6,1,1,1,136,103,14,3,3,0,240,75,17,5,4,171,0,50,17,13,5,3,321,3,1,NA,2,1,2,4,298,9,6,2,2,5,19,311,2,5,1,2,4,0,0,1,19,139,171,4,0,1,1,0,1,24,110,39,23,6,50,9,9,6,4
BL1 3JB,3,8,114,1,0,2,47,45,0,0,0,22,6,0,37,25,20,18,9,7,2,2,8,21,17,57,186,153,36,14,11,31,4,11,5,28,41,76,50,6,17,7,1,1,76,142,11,5,9,0,156,112,49,16,6,29,3,25,44,39,77,26,161,9,107,1,NA,15,1,4,258,0,1,0,4,8,68,237,4,9,1,19,0,0,0,1,69,119,26,0,5,0,165,0,0,24,78,32,21,16,22,18,23,14,10
NE3 2PE,0,4,2,73,7,NA,2,5,0,68,3,3,NA,1,56,18,6,2,0,0,0,0,6,15,10,21,74,83,9,2,2,3,0,0,1,9,15,21,22,7,18,24,12,12,49,31,19,3,39,0,31,41,43,26,16,16,4,8,20,12,70,11,140,3,NA,NA,4,NA,2,3,138,2,2,1,1,3,10,97,1,3,2,7,1,0,0,0,53,101,27,2,0,0,9,0,1,17,34,6,3,8,1,24,3,10,4
NW4 4BD,13,23,56,59,16,10,43,32,1,5,25,37,12,2,72,32,19,12,13,8,0,1,32,69,14,16,252,241,22,10,2,11,5,14,38,149,61,91,40,11,20,12,6,1,298,117,10,2,16,0,298,149,33,9,4,191,0,73,53,43,34,49,244,26,72,2,39,32,23,30,192,0,1,2,10,78,210,240,10,87,38,112,4,0,1,7,13,186,81,7,71,51,48,0,2,47,91,32,34,7,223,19,4,5,9
ST5 5BG,43,14,16,32,0,NA,25,33,2,0,25,6,8,0,40,22,18,16,2,1,0,0,59,18,1,7,1134,1227,21,12,5,19,1,7,568,1458,119,66,55,5,10,13,2,0,2182,102,10,2,5,2,1403,797,150,9,2,376,4,1416,231,69,27,180,1523,78,122,13,259,97,135,30,1562,56,12,9,6,105,611,1747,6,133,93,309,42,0,0,6,75,849,1032,47,61,7,177,37,15,136,95,20,7,4,2138,11,6,1,6
TQ4 5DY,4,12,28,65,66,2,40,31,0,0,1,79,6,1,82,39,18,10,7,2,0,0,7,35,25,55,150,151,10,7,4,14,5,9,14,26,21,45,77,19,17,22,8,3,109,79,38,11,22,2,112,100,59,20,10,36,9,31,40,45,89,11,291,3,NA,NA,5,2,NA,NA,262,8,6,1,0,14,10,207,0,9,0,3,0,0,0,0,84,168,112,0,0,1,0,0,2,18,73,31,22,20,18,26,11,20,7
IG11 0NZ,2,6,17,84,0,10,5,20,1,75,1,15,NA,0,41,38,13,13,4,5,1,2,10,29,24,45,125,157,47,19,9,17,3,8,3,23,26,66,40,7,5,3,6,0,76,67,23,12,9,0,153,70,38,18,3,41,1,21,26,28,42,28,126,16,6,17,NA,2,92,3,196,1,1,0,0,13,71,181,0,16,35,4,0,0,0,0,52,141,61,2,7,2,41,8,0,20,55,18,9,18,25,10,26,10,7
LE15 8RL,46,52,3,1,0,NA,11,18,0,0,5,8,48,1,4,31,19,27,8,2,0,0,28,42,9,4,433,188,26,18,11,33,2,11,42,145,122,153,34,9,13,2,0,0,331,159,19,13,3,6,422,183,12,3,1,104,13,95,132,138,25,24,570,5,NA,NA,1,1,25,8,475,28,31,9,2,16,60,548,2,4,27,1,9,0,0,14,27,341,142,0,0,0,6,0,3,129,419,43,14,5,15,13,12,1,7
IV27 4BA,4,20,0,0,0,NA,6,6,1,9,0,1,NA,1,7,12,2,2,0,0,0,1,1,5,3,3,27,26,3,2,2,4,1,1,1,1,3,7,8,4,6,9,0,1,8,26,2,1,4,0,25,19,6,2,1,3,NA,NA,NA,NA,18,NA,53,NA,NA,NA,NA,NA,NA,NA,4,0,45,0,0,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,0,0,0,0,0,9,4,3,0,3,6,2,3,1
BT51 5DS,137,19,16,0,0,NA,65,70,0,10,1,7,2,9,47,26,29,25,18,12,5,2,16,18,57,28,274,227,39,26,18,42,8,11,15,22,24,129,77,25,44,17,2,2,125,200,8,9,26,0,234,168,74,23,2,63,19,35,59,47,138,7,501,NA,NA,NA,NA,NA,NA,NA,15,0,2,463,10,4,7,200,10,3,0,0,2,0,0,1,144,NA,7,NA,NA,NA,NA,NA,0,22,99,42,60,21,22,40,24,32,7
HR1 2ER,3,51,59,7,0,1,43,39,2,8,13,11,1,0,28,30,26,24,8,1,0,0,11,19,29,18,157,153,18,12,3,25,5,9,8,19,19,69,57,18,23,19,5,1,85,107,25,8,22,0,157,104,34,13,2,39,6,39,57,30,64,12,302,4,3,NA,NA,1,NA,NA,276,12,5,1,0,11,5,206,0,10,0,1,0,0,0,3,92,203,72,1,3,0,0,0,2,29,97,44,20,11,9,28,7,3,3
CB2 0QQ,51,17,22,27,1,NA,52,21,0,2,3,25,5,0,31,31,18,21,7,0,0,0,48,13,6,6,122,144,19,9,3,20,5,4,8,6,14,72,44,11,22,22,6,1,50,126,19,1,12,2,157,81,25,2,1,146,5,7,23,6,9,14,196,7,36,NA,5,12,5,4,156,2,8,2,0,33,65,179,0,31,2,32,6,1,1,7,12,150,63,2,24,5,7,2,1,12,92,18,18,3,16,21,8,2,3
CV3 3FU,9,47,35,52,3,NA,34,30,1,25,37,13,1,1,68,45,15,7,5,1,0,1,2,28,24,41,134,136,17,8,3,8,3,4,5,26,12,48,59,13,22,32,7,3,87,75,34,6,29,0,80,90,52,33,15,27,12,18,29,35,101,9,235,7,3,NA,1,1,21,2,213,0,13,2,8,6,28,172,8,6,13,4,0,0,0,0,71,182,60,0,1,0,9,2,0,16,58,22,5,15,20,24,9,29,7
NG19 6SN,5,115,1,1,0,1,43,34,0,26,1,13,3,2,37,40,23,18,3,1,0,0,2,19,26,33,136,143,20,10,3,19,4,2,7,15,25,50,53,17,25,21,6,2,82,81,27,11,22,0,96,103,53,20,7,20,4,25,45,42,84,3,275,1,NA,NA,3,NA,NA,NA,255,2,1,2,4,12,3,196,4,7,0,0,0,0,0,0,72,162,94,1,0,0,0,0,3,19,62,34,18,10,7,29,12,18,4
W12 0HS,2,0,2,83,5,1,2,1,1,0,76,7,NA,0,35,17,15,10,7,2,1,0,14,65,2,5,106,108,33,15,11,8,3,3,0,18,35,75,9,2,2,0,0,0,61,74,8,1,0,0,140,58,7,7,2,111,0,2,4,7,5,15,35,18,4,NA,14,41,27,59,55,1,2,2,1,16,137,45,1,22,39,92,1,1,4,4,8,53,18,5,5,0,127,1,0,5,37,5,5,2,75,0,13,5,2
SY22 6AR,61,55,49,19,2,7,64,51,0,26,5,26,4,3,65,59,26,16,10,2,0,1,20,31,43,31,211,229,30,14,4,34,1,9,6,25,25,95,58,28,43,34,18,16,111,149,42,6,49,0,204,117,68,44,7,87,4,33,60,37,118,18,434,NA,5,NA,NA,NA,1,NA,279,132,6,1,1,7,NA,284,1,4,1,4,4,0,0,0,147,280,101,1,2,0,0,0,2,54,101,46,42,4,15,46,14,12,9
BN25 2PF,29,8,11,72,0,6,49,23,1,21,1,15,2,2,61,37,7,6,2,1,0,0,7,13,19,13,92,104,5,4,3,2,1,3,2,7,12,13,53,8,28,26,24,5,44,65,29,6,37,0,64,68,39,23,2,43,9,10,37,17,54,11,188,NA,3,NA,4,1,NA,NA,179,2,3,0,2,1,9,165,2,0,0,0,3,0,0,1,27,120,59,0,3,0,0,0,1,13,31,25,16,3,7,31,4,9,0
BT27 5DD,10,17,114,3,0,NA,29,26,2,62,8,4,2,5,49,41,19,13,11,2,1,2,2,22,22,62,150,180,35,15,6,22,4,18,13,27,26,63,46,16,25,12,2,0,111,71,36,12,18,0,134,101,72,20,3,24,6,15,37,40,115,11,328,1,NA,NA,1,NA,NA,NA,15,0,6,298,2,5,4,216,2,5,2,0,0,0,0,0,95,NA,55,NA,NA,NA,NA,NA,5,40,59,33,8,17,30,28,19,27,13
GU11 2BN,9,31,1,7,0,NA,3,2,0,0,4,2,32,4,9,14,9,10,4,1,0,0,5,33,5,3,1158,234,19,5,3,14,1,9,86,577,356,303,18,0,1,0,0,0,1061,150,58,81,0,0,943,400,45,2,2,191,61,182,383,375,68,90,1110,32,4,NA,NA,122,64,10,978,43,40,17,1,34,279,1157,1,1,69,111,21,0,0,11,24,860,328,29,67,0,20,3,10,75,1229,59,3,3,11,0,6,1,38
SN15 4PZ,1,44,30,4,0,NA,1,3,1,1,6,4,56,0,2,16,15,20,14,3,2,0,4,55,9,4,561,229,38,23,6,29,8,9,36,225,193,202,21,0,0,0,0,0,469,158,26,31,1,1,506,263,20,1,0,143,28,222,173,95,8,17,738,16,1,NA,4,13,5,6,555,65,50,21,3,45,51,706,3,8,6,14,4,0,0,13,42,402,207,3,8,0,3,0,6,161,601,50,4,4,9,0,11,1,6
TN31 7LP,26,29,66,29,5,10,66,24,2,3,5,32,2,2,56,53,16,6,2,2,1,0,14,37,23,18,141,124,13,4,4,10,6,1,5,13,15,41,57,35,29,26,4,2,61,93,44,6,22,2,119,89,44,10,3,56,7,31,42,34,55,3,259,4,1,NA,NA,NA,NA,1,246,0,4,2,1,7,5,212,1,4,0,0,2,0,0,1,49,154,87,1,0,0,1,0,3,19,66,25,34,12,4,41,7,3,4
LL55 3NF,86,28,28,1,0,NA,52,66,0,6,2,10,1,3,43,46,17,25,6,3,0,0,26,25,29,16,167,167,20,14,7,34,4,6,5,8,11,80,70,18,33,12,9,3,92,108,25,8,22,0,176,86,54,11,7,80,10,23,42,28,61,11,334,NA,NA,NA,NA,NA,NA,NA,69,252,3,1,2,4,NA,241,2,2,0,1,0,0,0,2,89,186,97,2,0,1,0,0,8,40,93,35,29,10,8,35,6,13,2
IV1 3XN,51,11,9,0,1,NA,43,18,0,0,0,6,NA,2,26,27,9,5,2,0,0,0,12,8,12,8,65,72,4,3,0,2,1,3,1,5,4,21,31,19,24,15,0,4,27,74,4,5,17,0,60,50,20,6,1,45,NA,NA,NA,NA,32,NA,135,NA,1,NA,NA,1,NA,NA,21,0,112,0,0,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,1,0,0,0,0,17,38,17,9,3,6,27,2,4,2
SS5 4QS,56,54,2,5,0,13,51,46,0,4,6,22,NA,0,37,50,19,13,7,3,0,0,16,33,13,10,159,140,15,8,9,14,2,8,6,17,17,45,50,24,35,34,12,3,58,143,25,2,23,0,130,116,40,10,3,57,9,29,46,32,67,11,294,1,4,NA,NA,NA,NA,NA,283,3,2,0,0,3,8,250,0,4,0,0,1,0,0,0,44,181,88,1,4,3,3,0,0,19,76,21,27,3,11,44,14,4,2
SW7 4QT,5,33,38,53,16,8,53,8,0,2,1,57,2,5,29,34,25,28,11,0,1,0,64,28,4,5,158,188,33,30,4,20,4,7,2,10,14,85,65,28,25,12,2,5,48,166,17,6,12,6,256,66,18,3,3,164,0,17,18,7,15,34,278,22,9,NA,11,7,NA,14,159,3,3,3,1,83,94,165,1,120,0,11,55,0,8,12,3,212,54,1,4,21,12,3,0,39,91,12,39,6,20,28,30,2,8
BN2 5BE,0,4,17,63,44,NA,10,10,0,6,49,33,3,8,68,41,7,3,0,0,0,0,22,25,1,11,134,111,6,0,0,35,8,21,4,24,8,48,15,7,19,32,8,10,101,28,26,2,33,6,94,81,48,19,3,64,1,15,16,24,63,13,221,6,NA,2,3,4,6,1,193,2,3,2,5,13,27,188,5,12,7,5,1,0,0,1,32,106,92,4,0,0,3,0,4,36,48,9,14,5,37,21,3,5,4
AL9 5AB,5,8,44,99,3,4,15,35,0,20,3,74,2,4,51,53,33,16,0,0,0,0,41,49,20,11,187,133,28,2,1,9,1,4,4,37,53,87,46,10,23,9,2,4,141,85,33,6,13,1,183,103,26,7,1,137,6,31,31,31,32,11,244,5,13,3,10,3,24,6,215,3,6,1,6,30,59,209,6,34,19,20,3,0,1,4,32,173,92,1,11,2,14,0,6,21,141,29,27,8,27,21,6,3,2
S63 6RR,6,47,60,2,0,NA,6,4,0,96,2,5,NA,1,61,36,5,7,4,1,0,0,1,11,8,22,91,111,12,7,5,15,0,1,2,8,10,18,21,12,48,29,11,3,37,72,19,0,35,0,42,57,60,36,7,9,4,4,17,15,103,11,198,3,NA,NA,NA,NA,NA,NA,192,2,4,0,4,0,0,87,4,0,0,0,0,0,0,0,113,159,26,0,0,0,5,0,1,11,11,9,6,9,2,58,15,7,3
DA13 0JL,14,78,17,19,3,8,43,31,1,40,0,12,1,3,40,55,13,18,4,1,0,0,11,26,21,13,133,154,8,6,3,15,4,9,5,20,8,43,56,31,38,25,10,6,69,124,24,5,29,0,100,92,68,20,7,48,8,31,32,49,71,12,284,1,NA,1,NA,NA,NA,1,265,5,1,0,3,3,10,233,3,2,3,0,3,0,0,1,47,201,51,0,0,0,0,0,2,33,61,25,29,8,16,42,10,13,6
IP21 5PG,75,45,18,0,0,1,61,49,3,4,0,7,NA,4,28,60,19,14,7,0,0,0,25,18,29,9,146,150,11,7,5,19,8,8,2,13,12,47,69,22,52,15,6,0,52,156,19,7,12,0,136,124,27,7,2,71,13,35,40,37,46,4,292,4,NA,NA,NA,NA,NA,NA,284,2,2,2,1,1,4,251,1,0,0,0,4,0,0,1,44,214,68,0,0,0,0,0,0,14,70,39,39,4,11,51,6,2,3
SY23 5BT,77,36,45,1,0,NA,60,50,2,2,4,19,5,2,42,54,21,16,7,3,1,0,21,37,29,13,152,185,26,12,3,23,5,15,4,9,13,80,60,26,36,13,8,4,82,137,20,4,25,0,176,100,48,12,1,98,11,29,47,33,43,7,320,8,NA,NA,NA,1,1,NA,95,223,2,2,4,2,7,240,4,1,0,0,0,0,0,0,93,222,85,0,0,0,6,0,0,24,86,35,33,6,23,46,9,5,0
OL4 4NW,3,91,14,1,0,3,45,54,1,2,0,5,NA,2,29,34,21,17,6,1,1,0,15,25,18,17,128,143,11,9,10,24,2,7,6,12,9,60,61,18,28,12,2,0,59,105,24,8,17,2,146,82,32,8,3,45,16,31,37,38,41,7,262,2,1,NA,NA,NA,NA,1,258,1,1,2,1,4,4,239,1,4,0,0,0,0,0,0,27,219,34,0,0,0,0,0,0,18,75,26,26,3,18,42,3,3,5
DY11 5HA,35,78,2,2,1,6,55,55,1,0,1,9,1,1,21,52,26,16,5,2,1,0,17,20,22,25,154,157,19,7,9,20,7,7,5,16,12,70,45,30,48,12,2,2,50,171,11,3,12,2,142,126,33,7,3,54,9,32,58,37,48,11,306,1,NA,NA,1,NA,NA,NA,299,5,3,0,0,1,3,246,0,0,0,1,0,0,0,0,64,230,64,0,0,0,0,0,0,17,90,48,20,7,9,50,8,0,1
HP22 5PG,93,33,24,21,1,NA,44,32,0,0,13,18,51,2,38,54,24,28,12,3,1,0,62,42,14,10,303,268,25,16,11,33,10,16,13,40,44,129,124,27,19,33,10,21,153,239,36,18,30,0,335,159,53,15,9,230,6,54,89,49,35,13,543,9,7,NA,6,3,NA,NA,447,21,30,8,3,31,31,512,3,6,0,9,4,0,0,3,47,369,145,0,6,3,1,0,3,44,256,46,31,8,21,28,13,5,4
B5 4EG,1,3,4,156,7,43,5,13,9,0,12,80,4,3,72,39,11,2,2,0,0,0,51,52,9,13,132,73,7,1,2,2,1,1,3,52,56,55,19,5,1,0,0,0,155,22,9,6,0,0,114,68,17,4,2,107,0,27,21,11,8,18,106,12,17,NA,30,10,11,6,114,1,5,1,3,18,63,129,3,18,7,38,0,0,1,0,11,68,89,4,7,0,14,6,0,17,91,21,18,9,41,1,1,6,4
B45 9RR,2,30,30,79,2,NA,7,6,0,60,55,7,NA,4,52,35,32,13,3,2,1,1,10,21,24,68,156,157,44,17,9,23,3,9,20,35,16,68,41,8,14,3,2,1,137,38,25,10,5,2,158,91,46,14,4,18,4,23,42,40,77,13,254,25,2,2,NA,2,14,2,283,1,0,1,3,8,17,138,3,6,8,1,1,0,0,0,157,167,121,0,0,0,1,0,2,22,62,24,5,27,17,15,29,22,10
B16 8FW,0,0,0,148,0,NA,18,35,0,5,2,75,5,2,83,45,11,2,1,0,0,0,67,59,5,10,114,105,7,3,0,1,0,0,2,66,72,54,12,0,0,0,2,0,154,40,8,5,1,0,137,65,12,5,0,145,0,23,14,9,7,10,108,12,26,1,39,10,NA,16,113,3,2,3,2,18,78,127,2,20,7,56,1,0,1,4,4,70,84,8,15,1,17,5,1,18,127,8,13,6,47,0,0,1,4
DE75 7EG,43,18,45,20,10,32,47,37,0,4,8,46,1,2,63,49,14,15,4,0,0,0,11,30,27,40,152,153,16,12,2,10,3,3,7,25,18,72,48,15,29,26,14,5,88,99,32,7,34,2,110,101,62,25,7,46,17,16,44,42,85,12,292,4,1,NA,5,NA,3,NA,291,1,3,0,0,2,8,202,0,1,3,2,0,0,0,3,97,169,111,1,0,0,0,0,1,23,76,31,21,17,8,37,11,8,8
BS5 6QG,11,30,65,5,17,NA,41,39,0,4,5,36,1,0,44,41,19,11,5,2,0,4,29,25,20,28,151,150,22,13,2,10,3,7,13,18,27,70,62,19,23,9,3,0,106,110,13,9,13,0,148,95,40,13,5,92,5,29,48,18,45,14,197,16,9,1,NA,NA,29,NA,222,7,0,1,2,10,59,222,2,16,6,8,4,0,5,0,39,130,74,1,4,0,45,4,9,34,91,28,24,9,26,31,8,12,10
HU17 5LF,103,31,13,0,0,NA,78,54,0,1,1,8,1,0,30,73,14,24,1,1,0,0,27,31,17,14,163,162,12,11,8,16,4,3,6,12,3,51,69,46,52,25,5,2,44,184,16,3,26,1,143,120,52,9,1,95,26,32,34,26,48,13,323,2,NA,NA,NA,NA,NA,NA,316,3,3,1,0,1,1,261,0,0,0,0,0,0,0,0,64,242,62,0,0,0,0,0,5,16,79,40,26,0,7,74,9,4,3
TQ6 0HJ,16,40,45,11,1,NA,34,19,1,1,12,12,28,1,23,43,16,16,8,2,0,0,21,29,19,14,380,161,21,8,3,17,5,9,39,169,79,86,58,12,27,5,3,0,300,152,17,4,14,0,373,139,24,3,2,219,16,80,47,41,37,47,487,9,NA,NA,NA,NA,6,38,429,12,20,7,0,12,61,414,0,1,10,40,5,0,0,6,72,330,147,0,0,2,45,0,1,16,313,53,21,10,31,27,12,5,7
CV35 0RR,18,43,50,0,1,NA,25,59,0,2,13,9,NA,1,32,37,21,15,3,1,0,0,26,26,29,16,129,121,21,5,1,14,4,5,4,24,27,45,63,16,15,5,1,0,76,98,21,5,5,0,122,77,38,11,2,56,7,34,34,24,32,18,247,2,NA,NA,1,NA,NA,NA,225,2,4,2,5,9,3,190,5,7,0,0,2,0,0,0,49,159,77,0,0,0,0,0,1,13,105,26,16,8,14,17,7,5,1
SA48 8AE,121,36,3,2,0,4,88,33,0,4,10,15,3,3,50,59,21,17,8,0,1,0,16,26,33,20,165,181,15,9,8,19,3,4,3,17,11,55,82,29,51,22,13,5,75,147,26,9,35,0,139,127,60,14,6,78,7,30,44,45,79,9,345,NA,NA,NA,NA,NA,NA,NA,104,233,4,0,2,2,1,206,2,7,0,0,0,0,0,0,132,248,64,1,0,1,0,0,2,30,92,27,45,7,9,48,8,12,4
BT11 8BG,20,74,27,4,0,1,29,69,2,1,1,15,2,1,34,18,29,20,14,2,2,1,15,30,31,24,155,187,31,12,2,28,6,14,15,30,25,57,87,11,19,3,1,1,118,106,12,14,12,1,189,90,40,18,5,59,8,36,48,40,64,8,336,2,NA,NA,3,NA,1,NA,3,0,0,325,1,3,10,141,1,2,3,1,2,0,0,0,37,NA,22,NA,NA,NA,NA,NA,0,29,86,51,14,10,36,21,8,30,2
PE33 9NR,33,47,31,0,0,NA,17,23,0,1,4,13,38,1,5,39,22,17,11,2,1,0,10,44,22,9,141,150,49,13,8,16,5,4,5,20,34,73,36,8,13,6,0,1,33,148,11,2,6,0,163,96,22,8,2,40,4,51,48,30,21,6,288,1,NA,NA,NA,NA,NA,NA,251,7,12,5,1,9,6,226,1,1,1,0,2,0,0,1,61,176,98,1,0,0,0,0,0,16,107,13,13,8,6,20,22,2,2
SW1H 0BD,0,0,0,145,2,20,28,10,1,1,2,63,4,9,82,25,5,4,1,0,1,0,63,29,4,3,94,81,9,1,0,0,1,1,2,13,36,62,21,7,10,11,1,0,86,59,7,3,5,4,99,61,11,2,2,102,0,9,9,7,7,30,131,7,7,NA,7,11,NA,5,67,3,2,1,2,36,64,81,2,48,3,22,21,0,0,5,4,78,47,5,5,1,10,0,0,29,97,0,19,4,11,8,7,1,5
LE15 7BL,73,75,39,0,0,NA,7,34,0,0,8,3,65,0,16,38,27,29,5,2,0,0,29,62,17,5,310,182,43,17,5,23,5,13,8,55,61,201,49,5,6,1,0,0,179,180,16,22,2,0,320,149,18,5,0,132,14,86,76,74,9,8,472,3,NA,NA,2,4,5,4,387,24,31,10,1,16,23,439,1,4,5,1,3,0,4,0,39,298,163,4,0,2,0,0,1,24,297,31,13,9,17,9,15,3,4
B25 8DT,12,27,61,11,12,22,22,23,0,15,13,45,6,5,44,29,22,15,13,2,3,1,9,27,23,51,147,189,45,31,11,29,5,13,8,15,26,82,44,6,8,9,2,2,86,78,23,14,13,1,151,120,47,10,8,27,5,27,29,36,69,22,130,35,9,21,NA,11,6,4,239,0,0,2,2,24,69,199,2,30,7,20,5,0,0,0,75,118,41,0,0,0,139,9,0,29,58,31,17,22,21,9,23,9,12
