Region,Fascia,Source,Postcode,First Postcode,2 Digit Postcode,Talysis Id,Latitude,Longitude,Station,Owner,Rural/urban,London zone
London,INDEPENDENT,TPT,HA2 6PN,HA2,HA,TPT-00759,51.5927,-0.3468233,,,,
Scotland,INDEPENDENT,TPT,FK6 5AS,FK6,FK,TPT-00760,56.01862,-3.909759,,,,
Scotland,INDEPENDENT,TPT,KY1 4NU,KY1,KY,TPT-00761,56.15092,-3.088508,,,,
West Midlands,INDEPENDENT,TPT,B11 3QU,B11,B,TPT-00762,52.44657,-1.841968,,,,
Scotland,INDEPENDENT,TPT,DD4 6QA,DD4,DD,TPT-00763,56.47257,-2.956275,,,,
North West England,INDEPENDENT,TPT,L18 7HW,L18,L,TPT-00764,53.36991,-2.901766,,,,
Scotland,INDEPENDENT,TPT,FK4 1RY,FK4,FK,TPT-00765,56.0043,-3.911025,,,,
North East England,INDEPENDENT,TPT,TS5 4EF,TS5,TS,TPT-00766,54.56188,-1.259319,,,,
Scotland,INDEPENDENT,TPT,AB24 2QY,AB24,AB,TPT-00767,57.16957,-2.121409,,,,
East of England,INDEPENDENT,TPT,HP4 2QY,HP4,HP,TPT-00768,51.77037,-0.5272457,,,,
London,INDEPENDENT,TPT,NW1 4BU,NW1,NW,TPT-00769,51.52883,-0.1447368,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD2 1BE,BD2,BD,TPT-00770,53.8203,-1.761224,,,,
South East England,INDEPENDENT,TPT,BN6 8QL,BN6,BN,TPT-00771,50.92222,-0.1318054,,,,
South East England,INDEPENDENT,TPT,BN43 5UA,BN43,BN,TPT-00772,50.83515,-0.2724607,,,,
South East England,INDEPENDENT,TPT,TW15 2RY,TW15,TW,TPT-00773,51.43574,-0.4673341,,,,
Scotland,INDEPENDENT,TPT,KA7 1JT,KA7,KA,TPT-00774,55.4681,-4.640051,,,,
South East England,INDEPENDENT,TPT,SL6 9NB,SL6,SL,TPT-00775,51.55263,-0.7274502,,,,
South East England,INDEPENDENT,TPT,OX28 6AB,OX28,OX,TPT-00776,51.78439,-1.484729,,,,
North East England,INDEPENDENT,TPT,SR3 4AW,SR3,SR,TPT-00777,54.8918,-1.413817,,,,
East of England,INDEPENDENT,TPT,IG10 1LJ,IG10,IG,TPT-00778,51.65611,0.06650558,,,,
South East England,INDEPENDENT,TPT,OX4 1AH,OX4,OX,TPT-00779,51.75083,-1.239471,,,,
London,INDEPENDENT,TPT,E10 6QE,E10,E,TPT-00780,51.56303,-0.01057948,,,,
Scotland,INDEPENDENT,TPT,PA1 3QH,PA1,PA,TPT-00781,55.84682,-4.413227,,,,
Scotland,INDEPENDENT,TPT,ZE2 9JY,ZE2,ZE,TPT-00782,60.10637,-1.337607,,,,
London,INDEPENDENT,TPT,N5 2XE,N5,N,TPT-00783,51.55763,-0.09805065,,,,
South East England,INDEPENDENT,TPT,SO14 3HQ,SO14,SO,TPT-00784,50.90157,-1.399363,,,,
London,INDEPENDENT,TPT,UB3 4AU,UB3,UB,TPT-00785,51.49882,-0.4276171,,,,
Northern Ireland,INDEPENDENT,TPT,BT66 6AN,BT66,BT,TPT-00786,54.46328,-6.340679,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,YO10 4AB,YO10,YO,TPT-00787,53.95352,-1.076912,,,,
West Midlands,INDEPENDENT,TPT,CV2 3PD,CV2,CV,TPT-00788,52.42099,-1.471197,,,,
North West England,SPAR,TPT,BB11 4HD,BB11,BB,TPT-00789,53.77682,-2.255116,,,,
Wales,INDEPENDENT,TPT,NP12 3HA,NP12,NP,TPT-00790,51.67615,-3.210006,,,,
East Midlands,INDEPENDENT,TPT,NG5 9PB,NG5,NG,TPT-00791,53.01251,-1.166436,,,,
East of England,INDEPENDENT,TPT,CM1 6NF,CM1,CM,TPT-00792,51.74707,0.4888153,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS28 8DF,LS28,LS,TPT-00793,53.79576,-1.683561,,,,
North East England,INDEPENDENT,TPT,NE28 0JN,NE28,NE,TPT-00794,54.99179,-1.48274,,,,
North East England,INDEPENDENT,TPT,DH5 9BB,DH5,DH,TPT-00795,54.82856,-1.449384,,,,
East of England,INDEPENDENT,TPT,WD24 5BH,WD24,WD,TPT-00796,51.66976,-0.3978299,,,,
North East England,INDEPENDENT,TPT,DH7 8PL,DH7,DH,TPT-00797,54.75523,-1.626579,,,,
London,INDEPENDENT,TPT,SE25 4XB,SE25,SE,TPT-00798,51.39316,-0.06661504,,,,
North East England,INDEPENDENT,TPT,TS1 4RD,TS1,TS,TPT-00799,54.56711,-1.252512,,,,
Northern Ireland,INDEPENDENT,TPT,BT12 7BA,BT12,BT,TPT-00800,54.59775,-5.961482,,,,
Scotland,INDEPENDENT,TPT,G53 7BL,G53,G,TPT-00801,55.81436,-4.36052,,,,
East Midlands,INDEPENDENT,TPT,NG5 6AS,NG5,NG,TPT-00802,52.99828,-1.14503,,,,
North West England,INDEPENDENT,TPT,M8 0SQ,M8,M,TPT-00803,53.50165,-2.236906,,,,
London,INDEPENDENT,TPT,TW13 6RA,TW13,TW,TPT-00804,51.43206,-0.3918014,,,,
London,INDEPENDENT,TPT,NW6 5PS,NW6,NW,TPT-00805,51.52844,-0.1975322,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HU13 9EA,HU13,HU,TPT-00806,53.72539,-0.4224309,,,,
Northern Ireland,INDEPENDENT,TPT,BT71 6AJ,BT71,BT,TPT-00807,54.50349,-6.767023,,,,
East Midlands,INDEPENDENT,TPT,LE4 7ZX,LE4,LE,TPT-00808,52.66316,-1.103838,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF9 1EH,WF9,WF,TPT-00809,53.61724,-1.265564,,,,
Scotland,INDEPENDENT,TPT,EH8 9BZ,EH8,EH,TPT-00810,55.94553,-3.184879,,,,
London,INDEPENDENT,TPT,NW8 8BA,NW8,NW,TPT-00811,51.52155,-0.1707916,,,,
North East England,INDEPENDENT,TPT,NE6 2AL,NE6,NE,TPT-00812,54.97164,-1.577821,,,,
Wales,SPAR,TPT,SA4 0XE,SA4,SA,TPT-00813,51.71282,-4.058688,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,YO8 4BL,YO8,YO,TPT-00814,53.78513,-1.074874,,,,
East Midlands,INDEPENDENT,TPT,S80 4BH,S80,S,TPT-00815,53.26073,-1.221014,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HX1 1HA,HX1,HX,TPT-00816,53.72208,-1.862466,,,,
East of England,INDEPENDENT,TPT,CB2 9NE,CB2,CB,TPT-00817,52.16578,0.1193137,,,,
Wales,INDEPENDENT,TPT,CF31 1TN,CF31,CF,TPT-00818,51.50767,-3.571034,,,,
North West England,INDEPENDENT,TPT,OL9 7BU,OL9,OL,TPT-00819,53.53217,-2.134926,,,,
Scotland,INDEPENDENT,TPT,G14 0JX,G14,G,TPT-00820,55.88794,-4.377525,,,,
South East England,INDEPENDENT,TPT,GU21 2DR,GU21,GU,TPT-00821,51.31753,-0.6178183,,,,
South East England,INDEPENDENT,TPT,ME4 5DN,ME4,ME,TPT-00822,51.37201,0.5406354,,,,
West Midlands,INDEPENDENT,TPT,B12 9PS,B12,B,TPT-00823,52.45684,-1.894366,,,,
London,INDEPENDENT,TPT,HA0 3DQ,HA0,HA,TPT-00824,51.5555,-0.3158026,,,,
London,INDEPENDENT,TPT,W10 6EP,W10,W,TPT-00825,51.51942,-0.2153294,,,,
Scotland,USAVE,TPT,ML2 8DD,ML2,ML,TPT-00826,55.77244,-3.911394,,,,
London,INDEPENDENT,TPT,SM3 9HH,SM3,SM,TPT-00827,51.38437,-0.2128132,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD1 2PY,HD1,HD,TPT-00828,53.64634,-1.780904,,,,
East Midlands,INDEPENDENT,TPT,DN21 3LA,DN21,DN,TPT-00829,53.444,-0.7139072,,,,
Wales,INDEPENDENT,TPT,LL14 6AW,LL14,LL,TPT-00830,52.98985,-3.037186,,,,
North West England,LIFESTYLE,TPT,L15 6TB,L15,L,TPT-00831,53.39395,-2.909658,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF12 7AF,WF12,WF,TPT-00832,53.69173,-1.613605,,,,
Scotland,USAVE,TPT,G31 5HN,G31,G,TPT-00833,55.85245,-4.188981,,,,
North East England,INDEPENDENT,TPT,NE6 1DL,NE6,NE,TPT-00834,54.97695,-1.583124,,,,
Scotland,INDEPENDENT,TPT,G68 0JJ,G68,G,TPT-00835,55.96195,-3.99026,,,,
North West England,INDEPENDENT,TPT,FY3 9JL,FY3,FY,TPT-00836,53.80775,-3.031776,,,,
Wales,INDEPENDENT,TPT,NP13 2HF,NP13,NP,TPT-00837,51.7048,-3.141378,,,,
North West England,INDEPENDENT,TPT,BL1 2SG,BL1,BL,TPT-00838,53.58444,-2.424931,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD4 6HD,BD4,BD,TPT-00839,53.77116,-1.721464,,,,
Scotland,INDEPENDENT,TPT,PH13 9DH,PH13,PH,TPT-00840,56.54494,-3.268616,,,,
Scotland,INDEPENDENT,TPT,KY2 6EY,KY2,KY,TPT-00841,56.12571,-3.186199,,,,
West Midlands,INDEPENDENT,TPT,WS4 1RD,WS4,WS,TPT-00842,52.61552,-1.955427,,,,
Northern Ireland,INDEPENDENT,TPT,BT48 9EX,BT48,BT,TPT-00843,54.99483,-7.328188,,,,
London,INDEPENDENT,TPT,RM1 1JL,RM1,RM,TPT-00844,51.57721,0.1783722,,,,
South East England,INDEPENDENT,TPT,BN1 4EQ,BN1,BN,TPT-00845,50.82795,-0.1371475,,,,
South East England,INDEPENDENT,TPT,SL1 3BU,SL1,SL,TPT-00846,51.5172,-0.6072433,,,,
North East England,INDEPENDENT,TPT,TS3 9NB,TS3,TS,TPT-00847,54.56521,-1.18346,,,,
Scotland,INDEPENDENT,TPT,EH16 4LS,EH16,EH,TPT-00848,55.93154,-3.127453,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,YO24 4BB,YO24,YO,TPT-00849,53.95403,-1.100536,,,,
North West England,INDEPENDENT,TPT,L13 9AF,L13,L,TPT-00850,53.42811,-2.930509,,,,
London,INDEPENDENT,TPT,TW7 6EG,TW7,TW,TPT-00851,51.46693,-0.3386598,,,,
East Midlands,INDEPENDENT,TPT,NG19 9EP,NG19,NG,TPT-00852,53.16999,-1.179006,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS13 4TD,LS13,LS,TPT-00853,53.79949,-1.624807,,,,
Scotland,INDEPENDENT,TPT,DG2 7LZ,DG2,DG,TPT-00854,55.06206,-3.620936,,,,
London,INDEPENDENT,TPT,UB1 2NP,UB1,UB,TPT-00855,51.53043,-0.3719598,,,,
Scotland,INDEPENDENT,TPT,ML7 5QX,ML7,ML,TPT-00856,55.86187,-3.743206,,,,
London,INDEPENDENT,TPT,W1U 3JN,W1U,W,TPT-00857,51.5177,-0.1516752,,,,
Scotland,INDEPENDENT,TPT,EH11 2DR,EH11,EH,TPT-00858,55.94315,-3.220111,,,,
North East England,INDEPENDENT,TPT,NE28 6QZ,NE28,NE,TPT-00859,54.99065,-1.529594,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S2 5TS,S2,S,TPT-00860,53.38438,-1.463672,,,,
North West England,SPAR,TPT,CW12 1JR,CW12,CW,TPT-00861,53.1635,-2.216791,,,,
West Midlands,INDEPENDENT,TPT,B9 5TN,B9,B,TPT-00862,52.48453,-1.826474,,,,
Scotland,INDEPENDENT,TPT,FK15 9QN,FK15,FK,TPT-00863,56.26398,-3.87913,,,,
London,INDEPENDENT,TPT,CR7 7JD,CR7,CR,TPT-00864,51.39618,-0.1075434,,,,
North East England,INDEPENDENT,TPT,NE4 9HP,NE4,NE,TPT-00865,54.97794,-1.648452,,,,
South West England,INDEPENDENT,TPT,TQ14 9QZ,TQ14,TQ,TPT-00866,50.55365,-3.54326,,,,
North West England,INDEPENDENT,TPT,L36 5TN,L36,L,TPT-00867,53.40405,-2.846352,,,,
North West England,INDEPENDENT,TPT,M27 5LP,M27,M,TPT-00868,53.5044,-2.326824,,,,
Scotland,INDEPENDENT,TPT,EH32 0HY,EH32,EH,TPT-00869,55.96946,-2.96366,,,,
North West England,INDEPENDENT,TPT,M27 8RD,M27,M,TPT-00870,53.52138,-2.327679,,,,
London,INDEPENDENT,TPT,IG6 2AJ,IG6,IG,TPT-00871,51.59273,0.08386901,,,,
East of England,INDEPENDENT,TPT,SS5 5DA,SS5,SS,TPT-00872,51.60464,0.663195,,,,
Scotland,INDEPENDENT,TPT,DD3 8AG,DD3,DD,TPT-00873,56.47729,-2.97547,,,,
East Midlands,INDEPENDENT,TPT,LE2 3DF,LE2,LE,TPT-00874,52.61267,-1.118073,,,,
Northern Ireland,INDEPENDENT,TPT,BT40 1NZ,BT40,BT,TPT-00875,54.85491,-5.819175,,,,
North West England,INDEPENDENT,TPT,BB10 1SQ,BB10,BB,TPT-00876,53.80544,-2.23265,,,,
North East England,INDEPENDENT,TPT,TS18 1BD,TS18,TS,TPT-00877,54.56272,-1.313307,,,,
London,INDEPENDENT,TPT,RM3 7AH,RM3,RM,TPT-00878,51.5984,0.2079624,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S61 2PY,S61,S,TPT-00879,53.45859,-1.434951,,,,
London,SPAR,TPT,UB2 4XD,UB2,UB,TPT-00880,51.50693,-0.3532147,,,,
Scotland,INDEPENDENT,TPT,EH8 7LZ,EH8,EH,TPT-00881,55.94582,-3.14119,,,,
East of England,INDEPENDENT,TPT,CM4 9BH,CM4,CM,TPT-00882,51.66333,0.442445,,,,
South West England,INDEPENDENT,TPT,GL14 3NQ,GL14,GL,TPT-00883,51.81904,-2.480405,,,,
Scotland,INDEPENDENT,TPT,ML3 6TU,ML3,ML,TPT-00884,55.76534,-4.049745,,,,
London,INDEPENDENT,TPT,NW6 2AD,NW6,NW,TPT-00885,51.54444,-0.1958617,,,,
South East England,INDEPENDENT,TPT,PO4 0DA,PO4,PO,TPT-00886,50.79445,-1.076191,,,,
North West England,INDEPENDENT,TPT,M11 2AS,M11,M,TPT-00887,53.47735,-2.187637,,,,
Scotland,INDEPENDENT,TPT,KY6 1PA,KY6,KY,TPT-00888,56.19554,-3.197766,,,,
East Midlands,INDEPENDENT,TPT,NG3 5QG,NG3,NG,TPT-00889,52.98198,-1.127225,,,,
North West England,INDEPENDENT,TPT,M24 4WT,M24,M,TPT-00890,53.5537,-2.223432,,,,
Scotland,INDEPENDENT,TPT,DD3 7AB,DD3,DD,TPT-00891,56.46564,-2.971081,,,,
London,INDEPENDENT,TPT,UB8 3SH,UB8,UB,TPT-00892,51.52143,-0.476048,,,,
London,INDEPENDENT,TPT,EC1V 7DT,EC1V,EC,TPT-00893,51.52618,-0.09972179,,,,
North West England,INDEPENDENT,TPT,L9 8AQ,L9,L,TPT-00894,53.46279,-2.97028,,,,
London,INDEPENDENT,TPT,WC1X 8AS,WC1X,WC,TPT-00895,51.52171,-0.1132414,,,,
London,INDEPENDENT,TPT,SE11 5HY,SE11,SE,TPT-00896,51.48652,-0.119707,,,,
Wales,INDEPENDENT,TPT,SA1 1NW,SA1,SA,TPT-00897,51.62323,-3.941883,,,,
West Midlands,INDEPENDENT,TPT,WV13 2AW,WV13,WV,TPT-00898,52.58249,-2.054017,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF2 8TU,WF2,WF,TPT-00899,53.67771,-1.515953,,,,
West Midlands,INDEPENDENT,TPT,B19 3UA,B19,B,TPT-00900,52.49506,-1.913761,,,,
Scotland,INDEPENDENT,TPT,EH11 3AL,EH11,EH,TPT-00901,55.93095,-3.253789,,,,
South East England,INDEPENDENT,TPT,SO15 3AR,SO15,SO,TPT-00902,50.91014,-1.421072,,,,
North West England,INDEPENDENT,TPT,M19 3JF,M19,M,TPT-00903,53.44597,-2.175378,,,,
South East England,INDEPENDENT,TPT,RG30 3DT,RG30,RG,TPT-00904,51.44266,-1.000254,,,,
Wales,INDEPENDENT,TPT,CF63 1UA,CF63,CF,TPT-00905,51.42046,-3.261357,,,,
East Midlands,INDEPENDENT,TPT,NG24 1PZ,NG24,NG,TPT-00906,53.07537,-0.8062718,,,,
London,INDEPENDENT,TPT,N19 5LB,N19,N,TPT-00907,51.56091,-0.1372998,,,,
London,INDEPENDENT,TPT,HA6 1BL,HA6,HA,TPT-00908,51.60695,-0.4161725,,,,
South East England,INDEPENDENT,TPT,SO15 5LG,SO15,SO,TPT-00909,50.92291,-1.432324,,,,
London,INDEPENDENT,TPT,W3 6LY,W3,W,TPT-00910,51.50658,-0.2689022,,,,
West Midlands,INDEPENDENT,TPT,B24 9FD,B24,B,TPT-00911,52.51002,-1.811315,,,,
West Midlands,INDEPENDENT,TPT,B20 3LR,B20,B,TPT-00912,52.51224,-1.906861,,,,
Scotland,INDEPENDENT,TPT,PA15 1XP,PA15,PA,TPT-00913,55.95133,-4.762543,,,,
London,INDEPENDENT,TPT,UB7 0HU,UB7,UB,TPT-00914,51.48915,-0.4561813,,,,
North East England,INDEPENDENT,TPT,TS27 4DF,TS27,TS,TPT-00915,54.74102,-1.279805,,,,
London,INDEPENDENT,TPT,SW11 1QW,SW11,SW,TPT-00916,51.46201,-0.1672854,,,,
London,INDEPENDENT,TPT,KT6 6EX,KT6,KT,TPT-00917,51.39087,-0.2985267,,,,
East Midlands,INDEPENDENT,TPT,LE11 5YJ,LE11,LE,TPT-00918,52.78271,-1.236083,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,DN4 9AJ,DN4,DN,TPT-00919,53.49773,-1.158158,,,,
Wales,INDEPENDENT,TPT,NP24 6NQ,NP24,NP,TPT-00920,51.71856,-3.237109,,,,
Wales,INDEPENDENT,TPT,CF24 3HH,CF24,CF,TPT-00921,51.49055,-3.163443,,,,
East of England,INDEPENDENT,TPT,IP33 1TZ,IP33,IP,TPT-00922,52.24758,0.710937,,,,
East of England,INDEPENDENT,TPT,WD18 0PD,WD18,WD,TPT-00923,51.65526,-0.3978062,,,,
Scotland,INDEPENDENT,TPT,KY4 9HD,KY4,KY,TPT-00924,56.11774,-3.34052,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD2 2PA,HD2,HD,TPT-00925,53.66255,-1.786737,,,,
North East England,INDEPENDENT,TPT,NE10 0QR,NE10,NE,TPT-00926,54.95372,-1.545171,,,,
London,INDEPENDENT,TPT,W7 3SU,W7,W,TPT-00927,51.50861,-0.3367552,,,,
Scotland,INDEPENDENT,TPT,EH52 5EF,EH52,EH,TPT-00928,55.93402,-3.469194,,,,
West Midlands,INDEPENDENT,TPT,WS3 1JB,WS3,WS,TPT-00929,52.6098,-1.989516,,,,
Northern Ireland,INDEPENDENT,TPT,BT48 6PE,BT48,BT,TPT-00930,54.9956,-7.320925,,,,
West Midlands,INDEPENDENT,TPT,B13 0QS,B13,B,TPT-00931,52.42136,-1.878923,,,,
Scotland,INDEPENDENT,TPT,KA30 8LH,KA30,KA,TPT-00932,55.79793,-4.86643,,,,
West Midlands,INDEPENDENT,TPT,B4 7UL,B4,B,TPT-00933,52.47908,-1.892605,,,,
South West England,INDEPENDENT,TPT,TR11 2JY,TR11,TR,TPT-00934,50.15664,-5.086833,,,,
North East England,INDEPENDENT,TPT,TS19 7BN,TS19,TS,TPT-00935,54.56527,-1.357017,,,,
North West England,INDEPENDENT,TPT,M35 0LN,M35,M,TPT-00936,53.50567,-2.162026,,,,
North East England,INDEPENDENT,TPT,DH6 1AT,DH6,DH,TPT-00937,54.79238,-1.489005,,,,
London,INDEPENDENT,TPT,TW5 0DR,TW5,TW,TPT-00938,51.48277,-0.3809594,,,,
London,INDEPENDENT,TPT,CR7 8LH,CR7,CR,TPT-00939,51.3997,-0.09789559,,,,
South East England,INDEPENDENT,TPT,BN2 9ZH,BN2,BN,TPT-00940,50.82831,-0.1209168,,,,
West Midlands,INDEPENDENT,TPT,TF2 0AS,TF2,TF,TPT-00941,52.6869,-2.451178,,,,
South West England,INDEPENDENT,TPT,BH10 4DQ,BH10,BH,TPT-00942,50.75233,-1.90588,,,,
London,INDEPENDENT,TPT,SE1 7BL,SE1,SE,TPT-00943,51.49759,-0.1122929,,,,
London,INDEPENDENT,TPT,SM3 8NE,SM3,SM,TPT-00944,51.36848,-0.2198681,,,,
London,INDEPENDENT,TPT,UB1 1DB,UB1,UB,TPT-00945,51.50823,-0.3882853,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF17 8PN,WF17,WF,TPT-00946,53.71855,-1.644257,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF10 3SG,WF10,WF,TPT-00947,53.72701,-1.311154,,,,
North West England,INDEPENDENT,TPT,M14 5DP,M14,M,TPT-00948,53.45564,-2.210447,,,,
North West England,INDEPENDENT,TPT,BB12 6AY,BB12,BB,TPT-00949,53.79576,-2.284364,,,,
Scotland,INDEPENDENT,TPT,DD11 1LH,DD11,DD,TPT-00950,56.56495,-2.580521,,,,
North West England,INDEPENDENT,TPT,PR7 1QY,PR7,PR,TPT-00951,53.66077,-2.629929,,,,
North East England,INDEPENDENT,TPT,TS1 4QS,TS1,TS,TPT-00952,54.56753,-1.24856,,,,
Wales,LIFESTYLE,TPT,CF42 6LD,CF42,CF,TPT-00953,51.65187,-3.522141,,,,
Wales,INDEPENDENT,TPT,LL30 1NG,LL30,LL,TPT-00954,53.30126,-3.825336,,,,
North West England,INDEPENDENT,TPT,WA15 6TE,WA15,WA,TPT-00955,53.40332,-2.336653,,,,
North West England,INDEPENDENT,TPT,M11 2NG,M11,M,TPT-00956,53.47283,-2.169433,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD4 7QF,HD4,HD,TPT-00957,53.61997,-1.794496,,,,
East Midlands,INDEPENDENT,TPT,NG7 7EA,NG7,NG,TPT-00958,52.97571,-1.173205,,,,
East Midlands,INDEPENDENT,TPT,LE5 6PX,LE5,LE,TPT-00959,52.62902,-1.060182,,,,
Scotland,INDEPENDENT,TPT,KA1 1PG,KA1,KA,TPT-00960,55.60732,-4.496792,,,,
West Midlands,INDEPENDENT,TPT,B74 4LT,B74,B,TPT-00961,52.59888,-1.847504,,,,
South East England,INDEPENDENT,TPT,RG14 1BA,RG14,RG,TPT-00962,51.40542,-1.324443,,,,
North East England,INDEPENDENT,TPT,NE6 4LH,NE6,NE,TPT-00963,54.9783,-1.542675,,,,
North West England,INDEPENDENT,TPT,OL4 3EG,OL4,OL,TPT-00964,53.54469,-2.086433,,,,
North East England,INDEPENDENT,TPT,NE5 5BS,NE5,NE,TPT-00965,54.98824,-1.701356,,,,
London,INDEPENDENT,TPT,E15 3PH,E15,E,TPT-00966,51.53569,0.01203471,,,,
East Midlands,INDEPENDENT,TPT,NG6 0DT,NG6,NG,TPT-00967,52.98892,-1.180103,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S6 4EU,S6,S,TPT-00968,53.40795,-1.51064,,,,
South East England,INDEPENDENT,TPT,SO18 5TP,SO18,SO,TPT-00969,50.91478,-1.338069,,,,
South East England,INDEPENDENT,TPT,RG42 1PB,RG42,RG,TPT-00970,51.41911,-0.7706383,,,,
North West England,INDEPENDENT,TPT,CH41 5EA,CH41,CH,TPT-00971,53.39235,-3.013594,,,,
Northern Ireland,INDEPENDENT,TPT,BT30 9QG,BT30,BT,TPT-00972,54.40062,-5.649628,,,,
South East England,INDEPENDENT,TPT,BN1 4NP,BN1,BN,TPT-00973,50.83457,-0.1371109,,,,
South East England,INDEPENDENT,TPT,OX16 1AS,OX16,OX,TPT-00974,52.06625,-1.351326,,,,
Scotland,INDEPENDENT,TPT,AB14 0TB,AB14,AB,TPT-00975,57.10032,-2.266133,,,,
South East England,INDEPENDENT,TPT,MK12 5LT,MK12,MK,TPT-00976,52.06245,-0.8156198,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HU5 3AF,HU5,HU,TPT-00977,53.76058,-0.3587481,,,,
West Midlands,INDEPENDENT,TPT,DE14 2LA,DE14,DE,TPT-00978,52.80794,-1.642902,,,,
Scotland,INDEPENDENT,TPT,FK3 9AF,FK3,FK,TPT-00979,56.01821,-3.710007,,,,
Scotland,INDEPENDENT,TPT,DG3 4BP,DG3,DG,TPT-00980,55.2324,-3.814601,,,,
West Midlands,INDEPENDENT,TPT,WR1 1SB,WR1,WR,TPT-00981,52.20542,-2.227472,,,,
East of England,INDEPENDENT,TPT,SS17 0QH,SS17,SS,TPT-00982,51.48978,0.4089686,,,,
Wales,INDEPENDENT,TPT,CF44 7ED,CF44,CF,TPT-00983,51.71283,-3.442072,,,,
North East England,LIFESTYLE,TPT,NE28 0PS,NE28,NE,TPT-00984,55.00266,-1.499234,,,,
Scotland,LIFESTYLE,TPT,EH8 7AN,EH8,EH,TPT-00985,55.95512,-3.154117,,,,
East Midlands,INDEPENDENT,TPT,NG7 5GT,NG7,NG,TPT-00986,52.96811,-1.172814,,,,
South East England,INDEPENDENT,TPT,TN34 1JY,TN34,TN,TPT-00987,50.85405,0.574285,,,,
South East England,INDEPENDENT,TPT,SO14 0JZ,SO14,SO,TPT-00988,50.91796,-1.39524,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,OL14 5PE,OL14,OL,TPT-00989,53.72332,-2.106395,,,,
North West England,INDEPENDENT,TPT,L4 4LW,L4,L,TPT-00990,53.43509,-2.97588,,,,
London,INDEPENDENT,TPT,SE23 1JG,SE23,SE,TPT-00991,51.44386,-0.0429751,,,,
East Midlands,INDEPENDENT,TPT,DE65 6NG,DE65,DE,TPT-00992,52.87963,-1.604111,,,,
South East England,INDEPENDENT,TPT,BN2 3HW,BN2,BN,TPT-00993,50.83422,-0.1273258,,,,
North West England,INDEPENDENT,TPT,OL9 9SN,OL9,OL,TPT-00994,53.5464,-2.147799,,,,
Northern Ireland,INDEPENDENT,TPT,BT34 4QL,BT34,BT,TPT-00995,54.11736,-5.898524,,,,
North West England,INDEPENDENT,TPT,LA1 3HR,LA1,LA,TPT-00996,54.05532,-2.787085,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD3 0DD,BD3,BD,TPT-00997,53.79799,-1.743148,,,,
London,INDEPENDENT,TPT,CR0 8TG,CR0,CR,TPT-00998,51.37532,-0.04733657,,,,
South East England,INDEPENDENT,TPT,GU11 1DX,GU11,GU,TPT-00999,51.24931,-0.7642524,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,DN1 1LB,DN1,DN,TPT-01000,53.52405,-1.1386,,,,
Scotland,INDEPENDENT,TPT,DD3 7HX,DD3,DD,TPT-01001,56.47248,-2.970785,,,,
London,INDEPENDENT,TPT,SE5 0RZ,SE5,SE,TPT-01002,51.48062,-0.1085581,,,,
Scotland,INDEPENDENT,TPT,EH7 6LE,EH7,EH,TPT-01003,55.95827,-3.148781,,,,
South East England,INDEPENDENT,TPT,GU16 7JF,GU16,GU,TPT-01004,51.31385,-0.7446844,,,,
West Midlands,INDEPENDENT,TPT,B69 4SN,B69,B,TPT-01005,52.49115,-2.012769,,,,
East of England,INDEPENDENT,TPT,NR1 2HG,NR1,NR,TPT-01006,52.61553,1.298836,,,,
East of England,INDEPENDENT,TPT,NR34 7HB,NR34,NR,TPT-01007,52.38638,1.671669,,,,
Wales,INDEPENDENT,TPT,LL32 8EP,LL32,LL,TPT-01008,53.28811,-3.839973,,,,
London,INDEPENDENT,TPT,SE16 4BD,SE16,SE,TPT-01009,51.49854,-0.060185,,,,
South East England,INDEPENDENT,TPT,BR8 7ST,BR8,BR,TPT-01010,51.40226,0.1682076,,,,
Wales,INDEPENDENT,TPT,CF39 0ND,CF39,CF,TPT-01011,51.61819,-3.414253,,,,
London,COSTCUTTER,TPT,BR5 4AR,BR5,BR,TPT-01012,51.38705,0.1134607,,,,
