Region,Fascia,Source,Postcode,First Postcode,2 Digit Postcode,Talysis Id,Latitude,Longitude,Station,Owner,Rural/urban,London zone
North East England,INDEPENDENT,TPT,TS18 3DL,TS18,TS,TPT-00505,54.56053,-1.319808,,,,
South West England,INDEPENDENT,TPT,EX34 9NQ,EX34,EX,TPT-00506,51.20643,-4.125325,,,,
London,INDEPENDENT,TPT,CR0 1NA,CR0,CR,TPT-00507,51.37117,-0.1006441,,,,
Wales,INDEPENDENT,TPT,SA72 6DE,SA72,SA,TPT-00508,51.69182,-4.940777,,,,
North East England,INDEPENDENT,TPT,SR2 8ED,SR2,SR,TPT-00509,54.90074,-1.376901,,,,
North West England,INDEPENDENT,TPT,L13 9BS,L13,L,TPT-00510,53.43308,-2.926764,,,,
West Midlands,INDEPENDENT,TPT,ST5 6QW,ST5,ST,TPT-00511,53.01691,-2.285622,,,,
East Midlands,SPAR,TPT,NG16 1PT,NG16,NG,TPT-00512,52.98648,-1.228949,,,,
East Midlands,INDEPENDENT,TPT,S41 8TH,S41,S,TPT-00513,53.25825,-1.434386,,,,
East Midlands,INDEPENDENT,TPT,LE18 4XJ,LE18,LE,TPT-00514,52.58717,-1.134747,,,,
North West England,INDEPENDENT,TPT,M34 2XW,M34,M,TPT-00515,53.45548,-2.114638,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD7 5RD,HD7,HD,TPT-00516,53.63453,-1.840732,,,,
Northern Ireland,INDEPENDENT,TPT,BT1 4QN,BT1,BT,TPT-00517,54.59986,-5.924798,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S70 1YA,S70,S,TPT-00518,53.55219,-1.481825,,,,
Scotland,INDEPENDENT,TPT,PA23 7HA,PA23,PA,TPT-00519,55.95068,-4.927363,,,,
East Midlands,INDEPENDENT,TPT,PE21 0PH,PE21,PE,TPT-00520,52.9769,-0.001193085,,,,
Scotland,INDEPENDENT,TPT,KY10 3TD,KY10,KY,TPT-00521,56.26028,-2.626424,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD8 0QB,BD8,BD,TPT-00522,53.79625,-1.814055,,,,
East Midlands,INDEPENDENT,TPT,NN8 1BQ,NN8,NN,TPT-00523,52.30118,-0.6942832,,,,
East Midlands,INDEPENDENT,TPT,S80 1EJ,S80,S,TPT-00524,53.30495,-1.125442,,,,
North East England,INDEPENDENT,TPT,DH9 6HP,DH9,DH,TPT-00525,54.86621,-1.693533,,,,
West Midlands,INDEPENDENT,TPT,B20 2JU,B20,B,TPT-00526,52.52152,-1.923761,,,,
London,INDEPENDENT,TPT,KT5 9NB,KT5,KT,TPT-00527,51.38649,-0.2725321,,,,
North East England,INDEPENDENT,TPT,NE16 3EX,NE16,NE,TPT-00528,54.95245,-1.679793,,,,
South West England,INDEPENDENT,TPT,BS16 3RA,BS16,BS,TPT-00529,51.47256,-2.524929,,,,
North West England,INDEPENDENT,TPT,M32 8HW,M32,M,TPT-00530,53.44573,-2.304302,,,,
Scotland,USAVE,TPT,KA4 8AZ,KA4,KA,TPT-00531,55.60175,-4.385227,,,,
North East England,INDEPENDENT,TPT,NE9 6XA,NE9,NE,TPT-00532,54.92599,-1.599223,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S20 1BD,S20,S,TPT-00533,53.34781,-1.344589,,,,
South East England,INDEPENDENT,TPT,GU12 5PP,GU12,GU,TPT-00534,51.27945,-0.7247318,,,,
North East England,INDEPENDENT,TPT,NE4 9BN,NE4,NE,TPT-00535,54.97479,-1.64748,,,,
North West England,INDEPENDENT,TPT,OL9 0DW,OL9,OL,TPT-00536,53.54942,-2.13818,,,,
Scotland,INDEPENDENT,TPT,PA15 2DZ,PA15,PA,TPT-00537,55.9405,-4.733632,,,,
London,INDEPENDENT,TPT,TW3 3TR,TW3,TW,TPT-00538,51.46602,-0.36311,,,,
Scotland,INDEPENDENT,TPT,EH23 4HY,EH23,EH,TPT-00539,55.83685,-3.0443,,,,
Scotland,INDEPENDENT,TPT,ML5 3RX,ML5,ML,TPT-00540,55.86119,-4.004183,,,,
London,INDEPENDENT,TPT,W2 5UH,W2,W,TPT-00541,51.51908,-0.1976427,,,,
East Midlands,INDEPENDENT,TPT,LE11 2TP,LE11,LE,TPT-00542,52.7685,-1.207889,,,,
North West England,INDEPENDENT,TPT,BB5 5PG,BB5,BB,TPT-00543,53.77638,-2.387538,,,,
Scotland,INDEPENDENT,TPT,AB39 3YT,AB39,AB,TPT-00544,56.91766,-2.349172,,,,
North East England,INDEPENDENT,TPT,SR7 9BP,SR7,SR,TPT-00545,54.81529,-1.38623,,,,
West Midlands,INDEPENDENT,TPT,DY8 4LH,DY8,DY,TPT-00546,52.4602,-2.14223,,,,
West Midlands,COSTCUTTER,TPT,B28 0DG,B28,B,TPT-00547,52.42765,-1.856213,,,,
Wales,INDEPENDENT,TPT,SA31 3AD,SA31,SA,TPT-00548,51.85662,-4.309149,,,,
East Midlands,INDEPENDENT,TPT,LE4 0FB,LE4,LE,TPT-00549,52.64791,-1.151434,,,,
West Midlands,INDEPENDENT,TPT,B44 9HD,B44,B,TPT-00550,52.55437,-1.892274,,,,
South East England,INDEPENDENT,TPT,SL2 1EQ,SL2,SL,TPT-00551,51.52641,-0.6099607,,,,
North West England,INDEPENDENT,TPT,CH65 8DJ,CH65,CH,TPT-00552,53.2797,-2.904005,,,,
Scotland,INDEPENDENT,TPT,KY11 4XU,KY11,KY,TPT-00553,56.06205,-3.41812,,,,
South East England,INDEPENDENT,TPT,CT10 2LS,CT10,CT,TPT-00554,51.35984,1.407866,,,,
Wales,INDEPENDENT,TPT,CF33 6ED,CF33,CF,TPT-00555,51.53448,-3.677457,,,,
East of England,INDEPENDENT,TPT,CB8 9DX,CB8,CB,TPT-00556,52.22463,0.4838422,,,,
South East England,INDEPENDENT,TPT,RH1 4PA,RH1,RH,TPT-00557,51.24086,-0.1015323,,,,
North West England,INDEPENDENT,TPT,SK15 2NL,SK15,SK,TPT-00558,53.48207,-2.047247,,,,
West Midlands,INDEPENDENT,TPT,B8 1RJ,B8,B,TPT-00559,52.49625,-1.851203,,,,
Scotland,INDEPENDENT,TPT,KY16 0UG,KY16,KY,TPT-00560,56.3603,-2.890211,,,,
South East England,INDEPENDENT,TPT,DA11 0QH,DA11,DA,TPT-00561,51.43431,0.3665668,,,,
London,INDEPENDENT,TPT,TW9 1UF,TW9,TW,TPT-00562,51.46198,-0.2966176,,,,
South West England,INDEPENDENT,TPT,PL2 2PH,PL2,PL,TPT-00563,50.39151,-4.162129,,,,
Wales,INDEPENDENT,TPT,CF24 4AP,CF24,CF,TPT-00564,51.48842,-3.174134,,,,
North West England,INDEPENDENT,TPT,M13 0TZ,M13,M,TPT-00565,53.45016,-2.207935,,,,
Scotland,INDEPENDENT,TPT,EH54 5HR,EH54,EH,TPT-00566,55.89859,-3.50272,,,,
North West England,INDEPENDENT,TPT,OL2 6BB,OL2,OL,TPT-00567,53.55808,-2.12032,,,,
East Midlands,INDEPENDENT,TPT,NN16 0RJ,NN16,NN,TPT-00568,52.3999,-0.7176519,,,,
London,INDEPENDENT,TPT,CR8 5AA,CR8,CR,TPT-00569,51.3257,-0.1006577,,,,
East Midlands,INDEPENDENT,TPT,NG20 8AF,NG20,NG,TPT-00570,53.20403,-1.211846,,,,
South East England,INDEPENDENT,TPT,RG4 6NY,RG4,RG,TPT-00571,51.47822,-0.9466876,,,,
North West England,INDEPENDENT,TPT,CH65 2EG,CH65,CH,TPT-00572,53.28402,-2.895996,,,,
Scotland,INDEPENDENT,TPT,DD11 1LE,DD11,DD,TPT-00573,56.56481,-2.581495,,,,
West Midlands,INDEPENDENT,TPT,B31 4TL,B31,B,TPT-00574,52.3919,-1.96748,,,,
Yorkshire and the Humber,LIFESTYLE,TPT,HX6 2BD,HX6,HX,TPT-00575,53.71123,-1.900408,,,,
North East England,INDEPENDENT,TPT,TS1 4AP,TS1,TS,TPT-00576,54.56804,-1.239843,,,,
London,INDEPENDENT,TPT,W12 0NP,W12,W,TPT-00577,51.50659,-0.2369986,,,,
London,INDEPENDENT,TPT,HA1 4EB,HA1,HA,TPT-00578,51.57909,-0.350709,,,,
South West England,INDEPENDENT,TPT,SN25 3NT,SN25,SN,TPT-00579,51.5882,-1.798092,,,,
Wales,INDEPENDENT,TPT,CH5 2AH,CH5,CH,TPT-00580,53.19567,-3.021476,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS13 4LG,LS13,LS,TPT-00581,53.80107,-1.620284,,,,
Northern Ireland,INDEPENDENT,TPT,BT34 4BH,BT34,BT,TPT-00582,54.06187,-6.009152,,,,
South East England,INDEPENDENT,TPT,ME7 2YX,ME7,ME,TPT-00583,51.37243,0.5581747,,,,
London,INDEPENDENT,TPT,N7 8PG,N7,N,TPT-00584,51.54766,-0.1097453,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S12 4HE,S12,S,TPT-00585,53.34535,-1.386354,,,,
Wales,INDEPENDENT,TPT,CF40 1TA,CF40,CF,TPT-00586,51.61438,-3.442314,,,,
South East England,INDEPENDENT,TPT,PO2 9RA,PO2,PO,TPT-00587,50.83328,-1.071591,,,,
South East England,INDEPENDENT,TPT,GU12 6NB,GU12,GU,TPT-00588,51.24769,-0.722616,,,,
Scotland,INDEPENDENT,TPT,ML3 8BQ,ML3,ML,TPT-00589,55.75693,-4.048953,,,,
North West England,INDEPENDENT,TPT,BL3 3BG,BL3,BL,TPT-00590,53.55793,-2.445362,,,,
Scotland,INDEPENDENT,TPT,EH16 4BG,EH16,EH,TPT-00591,55.93254,-3.139375,,,,
Scotland,INDEPENDENT,TPT,DD4 6HB,DD4,DD,TPT-00592,56.46799,-2.952054,,,,
North West England,INDEPENDENT,TPT,BB5 5HE,BB5,BB,TPT-00593,53.77249,-2.382055,,,,
West Midlands,INDEPENDENT,TPT,TF2 7AB,TF2,TF,TPT-00594,52.70825,-2.444886,,,,
North East England,INDEPENDENT,TPT,DL17 8AT,DL17,DL,TPT-00595,54.68432,-1.54434,,,,
North West England,INDEPENDENT,TPT,M34 5PZ,M34,M,TPT-00596,53.47322,-2.147258,,,,
North West England,INDEPENDENT,TPT,OL9 0AW,OL9,OL,TPT-00597,53.55395,-2.143705,,,,
East of England,INDEPENDENT,TPT,LU1 2AX,LU1,LU,TPT-00598,51.87878,-0.4148034,,,,
South East England,INDEPENDENT,TPT,SO16 5FD,SO16,SO,TPT-00599,50.93413,-1.444156,,,,
North East England,INDEPENDENT,TPT,NE2 1NQ,NE2,NE,TPT-00600,54.98303,-1.59678,,,,
Wales,INDEPENDENT,TPT,NP19 9FN,NP19,NP,TPT-00601,51.59665,-2.937279,,,,
Wales,INDEPENDENT,TPT,CF37 3BP,CF37,CF,TPT-00602,51.62163,-3.329464,,,,
North East England,INDEPENDENT,TPT,NE28 9HZ,NE28,NE,TPT-00603,55.00521,-1.530941,,,,
London,INDEPENDENT,TPT,N10 3RD,N10,N,TPT-00604,51.58814,-0.1396364,,,,
South East England,INDEPENDENT,TPT,CT21 5AT,CT21,CT,TPT-00605,51.07124,1.081681,,,,
East Midlands,INDEPENDENT,TPT,NG2 6BT,NG2,NG,TPT-00606,52.93131,-1.125626,,,,
South East England,INDEPENDENT,TPT,CT11 8NT,CT11,CT,TPT-00607,51.33469,1.420632,,,,
East Midlands,INDEPENDENT,TPT,NG5 8BA,NG5,NG,TPT-00608,53.00631,-1.115855,,,,
North West England,INDEPENDENT,TPT,WA9 2JF,WA9,WA,TPT-00609,53.45202,-2.691269,,,,
Northern Ireland,INDEPENDENT,TPT,BT38 8UN,BT38,BT,TPT-00610,54.69928,-5.871997,,,,
North West England,INDEPENDENT,TPT,OL13 8AB,OL13,OL,TPT-00611,53.70418,-2.20231,,,,
North West England,INDEPENDENT,TPT,SK14 4HB,SK14,SK,TPT-00612,53.46498,-2.068723,,,,
North East England,INDEPENDENT,TPT,NE8 1UR,NE8,NE,TPT-00613,54.95663,-1.612363,,,,
East of England,INDEPENDENT,TPT,CO15 3PH,CO15,CO,TPT-00614,51.80065,1.151669,,,,
London,INDEPENDENT,TPT,UB7 0AQ,UB7,UB,TPT-00615,51.48917,-0.4782186,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS12 5NQ,LS12,LS,TPT-00616,53.79192,-1.622658,,,,
South East England,INDEPENDENT,TPT,BN26 5LR,BN26,BN,TPT-00617,50.81396,0.2389844,,,,
North East England,INDEPENDENT,TPT,NE3 2PJ,NE3,NE,TPT-00618,55.01392,-1.647387,,,,
South West England,INDEPENDENT,TPT,BS5 0QX,BS5,BS,TPT-00619,51.45945,-2.57648,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD2 1LE,HD2,HD,TPT-00620,53.67391,-1.753863,,,,
North East England,INDEPENDENT,TPT,NE34 7LZ,NE34,NE,TPT-00621,54.97219,-1.407992,,,,
London,INDEPENDENT,TPT,RM13 9TR,RM13,RM,TPT-00622,51.51674,0.1963998,,,,
North West England,LIFESTYLE,TPT,L35 5AF,L35,L,TPT-00623,53.42348,-2.78838,,,,
East Midlands,INDEPENDENT,TPT,NN3 6JR,NN3,NN,TPT-00624,52.26848,-0.85035,,,,
West Midlands,INDEPENDENT,TPT,CV10 8ES,CV10,CV,TPT-00625,52.52002,-1.491527,,,,
West Midlands,INDEPENDENT,TPT,B28 8HT,B28,B,TPT-00626,52.43522,-1.845863,,,,
Wales,INDEPENDENT,TPT,NP4 8BN,NP4,NP,TPT-00627,51.70597,-3.035024,,,,
North East England,INDEPENDENT,TPT,DH9 6UQ,DH9,DH,TPT-00628,54.87196,-1.67853,,,,
London,INDEPENDENT,TPT,BR3 1DZ,BR3,BR,TPT-00629,51.40676,-0.03032463,,,,
East Midlands,INDEPENDENT,TPT,NN11 4JT,NN11,NN,TPT-00630,52.25761,-1.147532,,,,
South East England,INDEPENDENT,TPT,SL1 1DG,SL1,SL,TPT-00631,51.50953,-0.5924905,,,,
North East England,INDEPENDENT,TPT,TS13 4DG,TS13,TS,TPT-00632,54.56415,-0.9084853,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S5 7TW,S5,S,TPT-00633,53.42161,-1.460796,,,,
London,INDEPENDENT,TPT,UB2 4DA,UB2,UB,TPT-00634,51.50179,-0.382605,,,,
London,INDEPENDENT,TPT,W3 6ND,W3,W,TPT-00635,51.50646,-0.2658373,,,,
South East England,INDEPENDENT,TPT,BN41 1PP,BN41,BN,TPT-00636,50.83283,-0.2211382,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S63 6AR,S63,S,TPT-00637,53.5038,-1.367696,,,,
North East England,INDEPENDENT,TPT,SR5 2HT,SR5,SR,TPT-00638,54.91946,-1.402604,,,,
Wales,INDEPENDENT,TPT,NP19 7SJ,NP19,NP,TPT-00639,51.59436,-2.972414,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD1 2BR,HD1,HD,TPT-00640,53.64526,-1.783693,,,,
East Midlands,INDEPENDENT,TPT,NG6 0AD,NG6,NG,TPT-00641,52.98237,-1.178485,,,,
West Midlands,COSTCUTTER,TPT,CV11 6SG,CV11,CV,TPT-00642,52.51438,-1.445027,,,,
London,INDEPENDENT,TPT,NW8 0AE,NW8,NW,TPT-00643,51.53752,-0.1844699,,,,
North West England,INDEPENDENT,TPT,M15 5PQ,M15,M,TPT-00644,53.45973,-2.256493,,,,
West Midlands,INDEPENDENT,TPT,B13 8HJ,B13,B,TPT-00645,52.44586,-1.88811,,,,
Scotland,INDEPENDENT,TPT,ML3 8PE,ML3,ML,TPT-00646,55.76997,-4.056349,,,,
North West England,INDEPENDENT,TPT,SK16 4BD,SK16,SK,TPT-00647,53.47273,-2.084027,,,,
West Midlands,INDEPENDENT,TPT,B26 2BY,B26,B,TPT-00648,52.47572,-1.792955,,,,
South East England,INDEPENDENT,TPT,HP21 8LL,HP21,HP,TPT-00649,51.80927,-0.8188434,,,,
Scotland,INDEPENDENT,TPT,G20 7SD,G20,G,TPT-00650,55.88305,-4.272092,,,,
North East England,INDEPENDENT,TPT,DH3 4JR,DH3,DH,TPT-00651,54.83766,-1.539642,,,,
Northern Ireland,INDEPENDENT,TPT,BT66 6DB,BT66,BT,TPT-00652,54.4622,-6.338687,,,,
South East England,INDEPENDENT,TPT,ME14 1SA,ME14,ME,TPT-00653,51.27353,0.5229953,,,,
North West England,INDEPENDENT,TPT,CH42 7HB,CH42,CH,TPT-00654,53.38199,-3.027615,,,,
East Midlands,INDEPENDENT,TPT,LE65 2LD,LE65,LE,TPT-00655,52.74928,-1.4855,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD2 2UN,HD2,HD,TPT-00656,53.65764,-1.791332,,,,
South East England,INDEPENDENT,TPT,CT1 1BH,CT1,CT,TPT-00657,51.28357,1.0861,,,,
Scotland,INDEPENDENT,TPT,AB16 5QN,AB16,AB,TPT-00658,57.15958,-2.148637,,,,
London,INDEPENDENT,TPT,SE18 6PQ,SE18,SE,TPT-00659,51.48976,0.06645019,,,,
London,INDEPENDENT,TPT,RM8 1YT,RM8,RM,TPT-00660,51.56205,0.122994,,,,
South West England,INDEPENDENT,TPT,DT11 7DX,DT11,DT,TPT-00661,50.85585,-2.163383,,,,
East Midlands,INDEPENDENT,TPT,DE24 0HL,DE24,DE,TPT-00662,52.88822,-1.435258,,,,
South West England,INDEPENDENT,TPT,BS23 1US,BS23,BS,TPT-00663,51.3459,-2.975889,,,,
London,INDEPENDENT,TPT,KT3 5PD,KT3,KT,TPT-00664,51.38544,-0.2629714,,,,
Wales,INDEPENDENT,TPT,CF24 0HW,CF24,CF,TPT-00665,51.48355,-3.162689,,,,
South West England,INDEPENDENT,TPT,PL5 3RJ,PL5,PL,TPT-00666,50.41448,-4.160473,,,,
North West England,INDEPENDENT,TPT,M6 5JA,M6,M,TPT-00667,53.48896,-2.286661,,,,
London,INDEPENDENT,TPT,N19 5QT,N19,N,TPT-00668,51.56515,-0.1344571,,,,
East Midlands,INDEPENDENT,TPT,PE12 0EF,PE12,PE,TPT-00669,52.744,0.06515676,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S20 7PL,S20,S,TPT-00670,53.34203,-1.351376,,,,
East of England,INDEPENDENT,TPT,PE2 8BB,PE2,PE,TPT-00671,52.56064,-0.2407148,,,,
South West England,INDEPENDENT,TPT,BS5 8QL,BS5,BS,TPT-00672,51.45472,-2.527776,,,,
South East England,INDEPENDENT,TPT,KT20 5JP,KT20,KT,TPT-00673,51.30147,-0.2275972,,,,
East Midlands,INDEPENDENT,TPT,LE12 9DG,LE12,LE,TPT-00674,52.76257,-1.287533,,,,
North East England,INDEPENDENT,TPT,NE9 5EX,NE9,NE,TPT-00675,54.93658,-1.599305,,,,
East Midlands,INDEPENDENT,TPT,DE7 6AU,DE7,DE,TPT-00676,53.00003,-1.414758,,,,
North East England,INDEPENDENT,TPT,SR5 1JB,SR5,SR,TPT-00677,54.91812,-1.384308,,,,
North West England,INDEPENDENT,TPT,L13 6RH,L13,L,TPT-00678,53.41745,-2.920737,,,,
Scotland,USAVE,TPT,EH54 6HH,EH54,EH,TPT-00679,55.90288,-3.517554,,,,
North West England,INDEPENDENT,TPT,L1 5EA,L1,L,TPT-00680,53.3988,-2.976734,,,,
London,INDEPENDENT,TPT,RM8 1DJ,RM8,RM,TPT-00681,51.56144,0.1407699,,,,
West Midlands,INDEPENDENT,TPT,WV7 3LB,WV7,WV,TPT-00682,52.63613,-2.284641,,,,
London,INDEPENDENT,TPT,EC1V 3RQ,EC1V,EC,TPT-00683,51.52706,-0.09598034,,,,
North West England,INDEPENDENT,TPT,M4 1QB,M4,M,TPT-00684,53.48283,-2.238715,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,YO11 3DG,YO11,YO,TPT-00685,54.24136,-0.4104536,,,,
Northern Ireland,INDEPENDENT,TPT,BT34 3LY,BT34,BT,TPT-00686,54.10052,-6.253902,,,,
London,INDEPENDENT,TPT,UB6 0HY,UB6,UB,TPT-00687,51.55602,-0.3367575,,,,
London,INDEPENDENT,TPT,TW3 3LH,TW3,TW,TPT-00688,51.46679,-0.3703527,,,,
West Midlands,INDEPENDENT,TPT,WS10 7HS,WS10,WS,TPT-00689,52.55512,-2.022862,,,,
North East England,INDEPENDENT,TPT,DH3 1AF,DH3,DH,TPT-00690,54.89684,-1.571041,,,,
London,INDEPENDENT,TPT,RM7 0TD,RM7,RM,TPT-00691,51.56194,0.1751317,,,,
North East England,INDEPENDENT,TPT,NE6 5NR,NE6,NE,TPT-00692,54.97983,-1.585891,,,,
London,INDEPENDENT,TPT,SM1 2QN,SM1,SM,TPT-00693,51.36806,-0.2004466,,,,
London,INDEPENDENT,TPT,CR0 1RN,CR0,CR,TPT-00694,51.37363,-0.1046948,,,,
Wales,INDEPENDENT,TPT,CF81 8RZ,CF81,CF,TPT-00695,51.68831,-3.231047,,,,
North West England,INDEPENDENT,TPT,M5 4BS,M5,M,TPT-00696,53.48275,-2.283741,,,,
South East England,INDEPENDENT,TPT,PO5 4AA,PO5,PO,TPT-00697,50.79229,-1.09499,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD22 9DL,BD22,BD,TPT-00698,53.83522,-1.934776,,,,
Wales,INDEPENDENT,TPT,CF45 3DJ,CF45,CF,TPT-00699,51.66878,-3.370133,,,,
Scotland,INDEPENDENT,TPT,AB11 7TF,AB11,AB,TPT-00700,57.13364,-2.106274,,,,
North West England,INDEPENDENT,TPT,BB11 5AL,BB11,BB,TPT-00701,53.78738,-2.265471,,,,
South East England,INDEPENDENT,TPT,BN43 6LQ,BN43,BN,TPT-00702,50.83514,-0.2490564,,,,
East Midlands,INDEPENDENT,TPT,LE67 2QP,LE67,LE,TPT-00703,52.69371,-1.423699,,,,
Scotland,INDEPENDENT,TPT,FK7 0NA,FK7,FK,TPT-00704,56.0904,-3.927874,,,,
Scotland,INDEPENDENT,TPT,ML2 7AF,ML2,ML,TPT-00705,55.77391,-3.919853,,,,
London,INDEPENDENT,TPT,UB3 1PR,UB3,UB,TPT-00706,51.5026,-0.441996,,,,
Scotland,INDEPENDENT,TPT,G41 3PG,G41,G,TPT-00707,55.82684,-4.285402,,,,
North East England,INDEPENDENT,TPT,NE10 8NB,NE10,NE,TPT-00708,54.93463,-1.555375,,,,
North East England,COSTCUTTER,TPT,NE11 9SS,NE11,NE,TPT-00709,54.9503,-1.64187,,,,
Scotland,INDEPENDENT,TPT,G52 4EZ,G52,G,TPT-00710,55.85477,-4.365416,,,,
Wales,INDEPENDENT,TPT,CF48 1SJ,CF48,CF,TPT-00711,51.72337,-3.363024,,,,
West Midlands,INDEPENDENT,TPT,B32 1RJ,B32,B,TPT-00712,52.45573,-2.002899,,,,
East Midlands,INDEPENDENT,TPT,NN16 8XX,NN16,NN,TPT-00713,52.40286,-0.7172429,,,,
North West England,INDEPENDENT,TPT,L15 4LF,L15,L,TPT-00714,53.40024,-2.927404,,,,
Scotland,INDEPENDENT,TPT,G5 9XD,G5,G,TPT-00715,55.84918,-4.250751,,,,
Scotland,LIFESTYLE,TPT,EH3 5QR,EH3,EH,TPT-00716,55.97004,-3.207595,,,,
London,INDEPENDENT,TPT,SW13 9AN,SW13,SW,TPT-00717,51.4838,-0.243437,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S64 0DF,S64,S,TPT-00718,53.49757,-1.279075,,,,
West Midlands,INDEPENDENT,TPT,B70 0UH,B70,B,TPT-00719,52.53729,-2.016351,,,,
London,COSTCUTTER,TPT,IG11 0NZ,IG11,IG,TPT-00720,51.52879,0.1046788,,,,
South East England,INDEPENDENT,TPT,TW15 3QP,TW15,TW,TPT-00721,51.43222,-0.4723,,,,
West Midlands,INDEPENDENT,TPT,HR4 9AB,HR4,HR,TPT-00722,52.05613,-2.717771,,,,
North East England,INDEPENDENT,TPT,DL3 0HQ,DL3,DL,TPT-00723,54.54603,-1.550225,,,,
London,INDEPENDENT,TPT,N17 8EH,N17,N,TPT-00724,51.60807,-0.07464091,,,,
East of England,INDEPENDENT,TPT,NR1 3HP,NR1,NR,TPT-00725,52.61847,1.297387,,,,
London,INDEPENDENT,TPT,SW9 7SB,SW9,SW,TPT-00726,51.47066,-0.1095027,,,,
South East England,INDEPENDENT,TPT,PO9 3AH,PO9,PO,TPT-00727,50.86104,-0.9937438,,,,
London,INDEPENDENT,TPT,W4 3JY,W4,W,TPT-00728,51.48656,-0.2714323,,,,
East Midlands,INDEPENDENT,TPT,LE1 6RL,LE1,LE,TPT-00729,52.63047,-1.131707,,,,
North West England,INDEPENDENT,TPT,L14 5NG,L14,L,TPT-00730,53.4174,-2.89463,,,,
East of England,INDEPENDENT,TPT,SG4 7RB,SG4,SG,TPT-00731,51.92902,-0.2660464,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HU3 2SE,HU3,HU,TPT-00732,53.74306,-0.3617359,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF13 1QG,WF13,WF,TPT-00733,53.69256,-1.627848,,,,
South East England,INDEPENDENT,TPT,ME1 1JS,ME1,ME,TPT-00734,51.38821,0.5052524,,,,
London,INDEPENDENT,TPT,E1 4UN,E1,E,TPT-00735,51.52043,-0.05197541,,,,
North West England,INDEPENDENT,TPT,PR2 3YX,PR2,PR,TPT-00736,53.78055,-2.742414,,,,
West Midlands,COSTCUTTER,TPT,WV11 3NE,WV11,WV,TPT-00737,52.60568,-2.06134,,,,
South East England,INDEPENDENT,TPT,GU2 9XA,GU2,GU,TPT-00738,51.25633,-0.5945753,,,,
West Midlands,INDEPENDENT,TPT,WV14 0RH,WV14,WV,TPT-00739,52.55899,-2.083061,,,,
South East England,INDEPENDENT,TPT,RG21 8TX,RG21,RG,TPT-00740,51.26332,-1.098829,,,,
London,INDEPENDENT,TPT,RM1 1RX,RM1,RM,TPT-00741,51.57586,0.1823199,,,,
South East England,INDEPENDENT,TPT,TW15 3DJ,TW15,TW,TPT-00742,51.43928,-0.4792871,,,,
Northern Ireland,INDEPENDENT,TPT,BT44 9JB,BT44,BT,TPT-00743,55.02924,-6.293673,,,,
Wales,INDEPENDENT,TPT,CF41 7ND,CF41,CF,TPT-00744,51.64363,-3.482322,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF8 4BB,WF8,WF,TPT-00745,53.6877,-1.325999,,,,
North West England,INDEPENDENT,TPT,M11 4NR,M11,M,TPT-00746,53.48604,-2.179055,,,,
West Midlands,INDEPENDENT,TPT,CV33 9TE,CV33,CV,TPT-00747,52.19909,-1.487953,,,,
Wales,INDEPENDENT,TPT,NP25 5AG,NP25,NP,TPT-00748,51.80765,-2.721938,,,,
South East England,INDEPENDENT,TPT,SL3 6AT,SL3,SL,TPT-00749,51.52166,-0.5620347,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S66 9AQ,S66,S,TPT-00750,53.39707,-1.258636,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD22 6JE,BD22,BD,TPT-00751,53.86775,-1.929159,,,,
Scotland,INDEPENDENT,TPT,KY12 8RP,KY12,KY,TPT-00752,56.06185,-3.598849,,,,
South East England,INDEPENDENT,TPT,CT4 7HZ,CT4,CT,TPT-00753,51.25577,1.018716,,,,
East of England,INDEPENDENT,TPT,NR9 5RP,NR9,NR,TPT-00754,52.71992,1.058959,,,,
Northern Ireland,INDEPENDENT,TPT,BT62 3EU,BT62,BT,TPT-00755,54.41981,-6.446705,,,,
Wales,INDEPENDENT,TPT,LL34 6UB,LL34,LL,TPT-00756,53.27701,-3.899401,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HU1 3UP,HU1,HU,TPT-00757,53.74531,-0.3438147,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,DN32 9EP,DN32,DN,TPT-00758,53.56529,-0.07358102,,,,
